"Dist Code","Year","State Code","State Name","Dist Name","CATTLE PRODUCTION (1000 KG)","BUFFALO PRODUCTION (1000 KG)","SHEEP PRODUCTION (1000 KG)","GOATS PRODUCTION (1000 KG)","PIGS PRODUCTION (1000 KG)","TOTAL PRODUCTION (1000 KG)","POULTRY PRODUCTION (1000 KG)"
"62","1995","20","Telangana","Karimnagar","1397.0","48.0","1385.0","698.0","0.0","3528.0","-1.0"
"62","1996","20","Telangana","Karimnagar","1654.0","51.0","1576.0","731.0","0.0","4012.0","-1.0"
"62","1997","20","Telangana","Karimnagar","1712.0","16.0","1671.0","897.0","0.0","4296.0","-1.0"
"62","1998","20","Telangana","Karimnagar","1720.0","5.0","1639.0","763.0","2.0","4129.0","-1.0"
"62","1999","20","Telangana","Karimnagar","1690.0","171.0","1628.0","710.0","0.0","4199.0","-1.0"
"62","2000","20","Telangana","Karimnagar","993.0","334.0","2015.0","230.0","0.0","3572.0","-1.0"
"62","2001","20","Telangana","Karimnagar","985.0","424.0","4986.0","2693.0","0.0","9088.0","6428.0"
"62","2002","20","Telangana","Karimnagar","730.0","403.0","5271.0","1832.0","0.0","8236.0","9425.0"
"62","2003","20","Telangana","Karimnagar","434.0","498.0","6019.0","2156.0","0.0","9107.0","-1.0"
"62","2004","20","Telangana","Karimnagar","278.0","599.0","6090.0","3114.0","0.0","10081.0","-1.0"
"62","2005","20","Telangana","Karimnagar","256.0","2183.0","5094.0","2255.0","157.0","9945.0","-1.0"
"62","2006","20","Telangana","Karimnagar","95.0","3147.0","5405.0","2415.0","136.0","11198.0","-1.0"
"62","2007","20","Telangana","Karimnagar","0.0","3717.0","6104.0","2925.0","151.0","12897.0","-1.0"
"62","2008","20","Telangana","Karimnagar","0.0","4673.0","8758.0","3048.0","191.0","16670.0","16898.0"
"62","2009","20","Telangana","Karimnagar","0.0","5573.0","10076.0","3317.0","39.0","19005.0","17880.0"
"62","2010","20","Telangana","Karimnagar","0.0","6219.28","11273.44","3666.78","180.86","41311.43","19971.07"
"62","2011","20","Telangana","Karimnagar","0.0","6320.73","11478.48","3725.15","183.4","42042.0","20334.25"
"62","2012","20","Telangana","Karimnagar","0.0","6612.51","12261.94","4042.66","203.92","45310.0","22188.96"
"62","2014","20","Telangana","Karimnagar","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"62","2015","20","Telangana","Karimnagar","0.0","586.68","16701.8","4674.1","291.96","22254.53","21061.36"
"63","1992","20","Telangana","Adilabad","1018.0","0.0","317.0","248.0","0.0","1583.0","-1.0"
"63","1993","20","Telangana","Adilabad","1199.0","0.0","271.0","282.0","0.0","1752.0","-1.0"
"63","1994","20","Telangana","Adilabad","1184.0","99.0","206.0","264.0","0.0","1753.0","-1.0"
"63","1995","20","Telangana","Adilabad","1222.0","114.0","239.0","261.0","0.0","1836.0","-1.0"
"63","1996","20","Telangana","Adilabad","1307.0","135.0","235.0","263.0","0.0","1940.0","-1.0"
"63","1997","20","Telangana","Adilabad","1131.0","117.0","360.0","295.0","0.0","1903.0","-1.0"
"63","1998","20","Telangana","Adilabad","1073.0","98.0","230.0","245.0","0.0","1646.0","-1.0"
"63","1999","20","Telangana","Adilabad","1066.0","96.0","238.0","290.0","0.0","1690.0","-1.0"
"63","2000","20","Telangana","Adilabad","1412.0","0.0","973.0","490.0","0.0","2875.0","-1.0"
"63","2001","20","Telangana","Adilabad","950.0","0.0","1729.0","989.0","0.0","3668.0","515.0"
"63","2002","20","Telangana","Adilabad","852.0","0.0","1726.0","826.0","0.0","3404.0","1636.0"
"63","2003","20","Telangana","Adilabad","509.0","0.0","1971.0","972.0","0.0","3452.0","-1.0"
"63","2004","20","Telangana","Adilabad","288.0","0.0","2295.0","920.0","0.0","3503.0","-1.0"
"63","2005","20","Telangana","Adilabad","55.0","472.0","1100.0","487.0","34.0","2148.0","-1.0"
"63","2006","20","Telangana","Adilabad","20.0","680.0","1167.0","522.0","29.0","2418.0","-1.0"
"63","2007","20","Telangana","Adilabad","0.0","803.0","1318.0","632.0","33.0","2786.0","-1.0"
"63","2008","20","Telangana","Adilabad","0.0","912.0","892.0","877.0","9.0","2690.0","4133.0"
"63","2009","20","Telangana","Adilabad","0.0","1110.0","1036.0","956.0","2.0","3104.0","4447.0"
"63","2010","20","Telangana","Adilabad","0.0","1207.95","1136.7","1050.54","8.53","8372.1","4968.38"
"63","2011","20","Telangana","Adilabad","0.0","1546.46","1454.64","1339.3","11.43","10724.0","6372.17"
"63","2012","20","Telangana","Adilabad","0.0","1781.36","1704.28","1595.19","11.1","12613.0","7521.07"
"63","2014","20","Telangana","Adilabad","0.0","2922.0","38528.0","8849.0","502.0","907.0","47525.0"
"63","2015","20","Telangana","Adilabad","0.0","321.62","8198.52","3846.88","260.26","12627.28","4507.56"
"64","1995","5","Karnataka","Bangalore","5369.0","5538.0","9906.0","3422.0","1612.0","25847.0","-1.0"
"64","1996","5","Karnataka","Bangalore","3597.0","3534.0","8480.0","3444.0","1842.0","20897.0","-1.0"
"64","1997","5","Karnataka","Bangalore","3675.0","3397.0","8694.0","3502.0","1380.0","20648.0","-1.0"
"64","1998","5","Karnataka","Bangalore","3677.0","3466.0","9112.0","3780.0","1426.0","21461.0","-1.0"
"64","1999","5","Karnataka","Bangalore","3209.0","2694.0","6369.0","3076.0","1350.0","16698.0","-1.0"
"64","2000","5","Karnataka","Bangalore","3362.0","2804.0","6581.0","3243.0","1398.0","17388.0","-1.0"
"64","2001","5","Karnataka","Bangalore","3429.0","2351.0","6399.0","3273.0","1419.0","16872.0","-1.0"
"64","2002","5","Karnataka","Bangalore","3522.0","2341.0","7858.0","3244.0","1312.0","18277.0","1688.0"
"64","2003","5","Karnataka","Bangalore","3167.0","1356.0","10598.0","4526.0","2918.0","22565.0","5626.0"
"64","2004","5","Karnataka","Bangalore","3176.0","1269.0","10052.0","5174.0","4076.0","23747.0","4389.0"
"64","2005","5","Karnataka","Bangalore","3004.0","1137.0","13174.0","6952.0","5472.0","29739.0","2956.0"
"64","2006","5","Karnataka","Bangalore","3543.0","1360.0","12405.0","6270.0","4922.0","28500.0","4668.0"
"64","2007","5","Karnataka","Bangalore","4039.0","810.0","13262.0","6070.0","4802.0","28983.0","4683.0"
"64","2008","5","Karnataka","Bangalore","6422.0","1072.0","14377.0","7237.0","5582.0","34690.0","6031.0"
"64","2009","5","Karnataka","Bangalore","6033.0","923.0","16109.0","9095.0","5299.0","37459.0","6676.0"
"64","2010","5","Karnataka","Bangalore","6740.0","1041.0","19408.0","10568.0","4541.0","42298.0","6634.0"
"64","2011","5","Karnataka","Bangalore","4575.0","1315.0","15009.0","10034.0","4783.0","35716.0","11167.0"
"64","2012","5","Karnataka","Bangalore","8624.0","662.0","13715.0","6922.0","7841.0","37764.0","15338.0"
"64","2013","5","Karnataka","Bangalore","8825.0","499.0","12204.0","6977.0","4362.0","32867.0","17172.0"
"64","2014","5","Karnataka","Bangalore","8940.0","385.0","18006.0","9656.0","7095.0","44172.0","18556.0"
"65","1995","5","Karnataka","Kolar","291.0","334.0","1745.0","1082.0","498.0","3950.0","-1.0"
"65","1996","5","Karnataka","Kolar","456.0","372.0","1712.0","1276.0","823.0","4639.0","-1.0"
"65","1997","5","Karnataka","Kolar","856.0","260.0","1851.0","1283.0","468.0","4718.0","-1.0"
"65","1998","5","Karnataka","Kolar","944.0","396.0","1967.0","1340.0","592.0","5239.0","-1.0"
"65","1999","5","Karnataka","Kolar","1597.0","1276.0","3323.0","1008.0","702.0","7906.0","-1.0"
"65","2000","5","Karnataka","Kolar","1678.0","1347.0","3447.0","1028.0","740.0","8240.0","-1.0"
"65","2001","5","Karnataka","Kolar","1915.0","1531.0","3579.0","1028.0","947.0","9000.0","-1.0"
"65","2002","5","Karnataka","Kolar","1583.0","1261.0","3121.0","672.0","1486.0","8123.0","638.0"
"65","2003","5","Karnataka","Kolar","513.0","191.0","1821.0","1076.0","3906.0","7507.0","2216.0"
"65","2004","5","Karnataka","Kolar","530.0","162.0","1992.0","904.0","3759.0","7347.0","2065.0"
"65","2005","5","Karnataka","Kolar","1688.0","358.0","2072.0","1027.0","3818.0","8963.0","766.0"
"65","2006","5","Karnataka","Kolar","1177.0","329.0","2150.0","1025.0","3096.0","7777.0","1065.0"
"65","2007","5","Karnataka","Kolar","1755.0","222.0","2426.0","1039.0","1966.0","7408.0","1720.0"
"65","2008","5","Karnataka","Kolar","975.0","180.0","1988.0","960.0","2154.0","6257.0","1319.0"
"65","2009","5","Karnataka","Kolar","923.0","170.0","2223.0","1119.0","2071.0","6506.0","1429.0"
"65","2010","5","Karnataka","Kolar","531.0","181.0","2841.0","1020.0","2930.0","7503.0","1883.0"
"65","2011","5","Karnataka","Kolar","766.0","406.0","2855.0","1150.0","2296.0","7473.0","2123.0"
"65","2012","5","Karnataka","Kolar","1666.0","445.0","2544.0","1254.0","1807.0","7716.0","2793.0"
"65","2013","5","Karnataka","Kolar","880.0","258.0","2062.0","949.0","3278.0","7427.0","6865.0"
"65","2014","5","Karnataka","Kolar","756.0","295.0","2594.0","892.0","3090.0","7627.0","4043.0"
"66","1995","5","Karnataka","Tumkur","3.0","13.0","1349.0","1081.0","35.0","2481.0","-1.0"
"66","1996","5","Karnataka","Tumkur","3.0","172.0","1511.0","1187.0","51.0","2924.0","-1.0"
"66","1997","5","Karnataka","Tumkur","2.0","146.0","1650.0","1246.0","33.0","3077.0","-1.0"
"66","1998","5","Karnataka","Tumkur","130.0","90.0","1950.0","1338.0","101.0","3609.0","-1.0"
"66","1999","5","Karnataka","Tumkur","238.0","46.0","2029.0","1555.0","280.0","4148.0","-1.0"
"66","2000","5","Karnataka","Tumkur","257.0","49.0","2181.0","1602.0","291.0","4380.0","-1.0"
"66","2001","5","Karnataka","Tumkur","241.0","33.0","2194.0","1602.0","254.0","4324.0","-1.0"
"66","2002","5","Karnataka","Tumkur","240.0","32.0","2049.0","1982.0","183.0","4486.0","560.0"
"66","2003","5","Karnataka","Tumkur","215.0","34.0","1731.0","1660.0","230.0","3870.0","1103.0"
"66","2004","5","Karnataka","Tumkur","244.0","109.0","1605.0","1520.0","274.0","3752.0","1410.0"
"66","2005","5","Karnataka","Tumkur","220.0","79.0","1506.0","1724.0","542.0","4071.0","411.0"
"66","2006","5","Karnataka","Tumkur","770.0","35.0","2603.0","1813.0","394.0","5615.0","588.0"
"66","2007","5","Karnataka","Tumkur","2416.0","55.0","4447.0","2982.0","253.0","10153.0","1074.0"
"66","2008","5","Karnataka","Tumkur","2832.0","47.0","4491.0","2608.0","312.0","10290.0","1094.0"
"66","2009","5","Karnataka","Tumkur","868.0","172.0","4286.0","2610.0","517.0","8453.0","1237.0"
"66","2010","5","Karnataka","Tumkur","516.0","9.0","1927.0","1418.0","318.0","4188.0","1639.0"
"66","2011","5","Karnataka","Tumkur","7.0","4.0","1563.0","1615.0","358.0","3547.0","1721.0"
"66","2012","5","Karnataka","Tumkur","9.0","31.0","1292.0","1062.0","556.0","2950.0","1696.0"
"66","2013","5","Karnataka","Tumkur","5.0","3.0","656.0","641.0","344.0","1649.0","1657.0"
"66","2014","5","Karnataka","Tumkur","6.0","1.0","815.0","779.0","1613.0","3214.0","1824.0"
"67","1995","5","Karnataka","Mysore","75.0","4.0","1184.0","1292.0","0.0","2555.0","-1.0"
"67","1996","5","Karnataka","Mysore","415.0","570.0","1952.0","1184.0","27.0","4148.0","-1.0"
"67","1997","5","Karnataka","Mysore","258.0","567.0","1977.0","1218.0","2.0","4022.0","-1.0"
"67","1998","5","Karnataka","Mysore","377.0","255.0","2225.0","2030.0","95.0","4982.0","-1.0"
"67","1999","5","Karnataka","Mysore","227.0","37.0","2266.0","1878.0","151.0","4559.0","-1.0"
"67","2000","5","Karnataka","Mysore","239.0","39.0","2485.0","1934.0","160.0","4857.0","-1.0"
"67","2001","5","Karnataka","Mysore","220.0","72.0","2485.0","2062.0","197.0","5037.0","-1.0"
"67","2002","5","Karnataka","Mysore","241.0","97.0","2463.0","1592.0","90.0","4483.0","715.0"
"67","2003","5","Karnataka","Mysore","201.0","283.0","2522.0","1437.0","175.0","4618.0","943.0"
"67","2004","5","Karnataka","Mysore","433.0","208.0","2815.0","1560.0","57.0","5073.0","958.0"
"67","2005","5","Karnataka","Mysore","588.0","233.0","2236.0","1620.0","115.0","4792.0","231.0"
"67","2006","5","Karnataka","Mysore","307.0","72.0","2135.0","1941.0","97.0","4552.0","997.0"
"67","2007","5","Karnataka","Mysore","504.0","66.0","2661.0","1894.0","216.0","5341.0","1119.0"
"67","2008","5","Karnataka","Mysore","311.0","146.0","2565.0","2265.0","211.0","5498.0","1329.0"
"67","2009","5","Karnataka","Mysore","380.0","241.0","2935.0","2655.0","203.0","6414.0","1394.0"
"67","2010","5","Karnataka","Mysore","365.0","528.0","2820.0","2637.0","426.0","6776.0","1736.0"
"67","2011","5","Karnataka","Mysore","550.0","1384.0","3179.0","3310.0","363.0","8786.0","1913.0"
"67","2012","5","Karnataka","Mysore","665.0","343.0","2418.0","2432.0","614.0","6472.0","2553.0"
"67","2013","5","Karnataka","Mysore","315.0","149.0","2127.0","1881.0","227.0","4699.0","4446.0"
"67","2014","5","Karnataka","Mysore","96.0","53.0","2004.0","1968.0","222.0","4343.0","2878.0"
"68","1995","5","Karnataka","Mandya","0.0","0.0","1213.0","986.0","38.0","2237.0","-1.0"
"68","1996","5","Karnataka","Mandya","434.0","260.0","1204.0","987.0","207.0","3092.0","-1.0"
"68","1997","5","Karnataka","Mandya","436.0","402.0","1257.0","1020.0","242.0","3357.0","-1.0"
"68","1998","5","Karnataka","Mandya","453.0","650.0","1859.0","1401.0","309.0","4672.0","-1.0"
"68","1999","5","Karnataka","Mandya","19.0","16.0","2038.0","1739.0","374.0","4186.0","-1.0"
"68","2000","5","Karnataka","Mandya","19.0","15.0","2156.0","1769.0","384.0","4343.0","-1.0"
"68","2001","5","Karnataka","Mandya","6.0","2.0","2156.0","1769.0","514.0","4447.0","-1.0"
"68","2002","5","Karnataka","Mandya","4.0","1.0","2423.0","2416.0","807.0","5651.0","640.0"
"68","2003","5","Karnataka","Mandya","0.0","2.0","2973.0","4164.0","1383.0","8522.0","1073.0"
"68","2004","5","Karnataka","Mandya","140.0","0.0","2703.0","2403.0","1403.0","6649.0","1351.0"
"68","2005","5","Karnataka","Mandya","73.0","0.0","2565.0","2161.0","466.0","5265.0","585.0"
"68","2006","5","Karnataka","Mandya","1.0","2.0","2468.0","2560.0","383.0","5414.0","1639.0"
"68","2007","5","Karnataka","Mandya","0.0","2.0","2633.0","2506.0","447.0","5588.0","1702.0"
"68","2008","5","Karnataka","Mandya","0.0","0.0","2698.0","2098.0","211.0","5007.0","1366.0"
"68","2009","5","Karnataka","Mandya","0.0","2.0","3061.0","2476.0","354.0","5893.0","1393.0"
"68","2010","5","Karnataka","Mandya","0.0","0.0","3062.0","2988.0","475.0","6525.0","2006.0"
"68","2011","5","Karnataka","Mandya","0.0","0.0","3297.0","3295.0","517.0","7109.0","2168.0"
"68","2012","5","Karnataka","Mandya","2.0","9.0","2793.0","2534.0","875.0","6213.0","2342.0"
"68","2013","5","Karnataka","Mandya","0.0","0.0","2411.0","1849.0","500.0","4760.0","2658.0"
"68","2014","5","Karnataka","Mandya","180.0","1.0","2022.0","1901.0","1439.0","5543.0","2601.0"
"69","1995","5","Karnataka","Hassan","74.0","532.0","936.0","980.0","43.0","2565.0","-1.0"
"69","1996","5","Karnataka","Hassan","110.0","60.0","1089.0","1085.0","461.0","2805.0","-1.0"
"69","1997","5","Karnataka","Hassan","143.0","85.0","1153.0","1072.0","44.0","2497.0","-1.0"
"69","1998","5","Karnataka","Hassan","217.0","81.0","984.0","1147.0","43.0","2472.0","-1.0"
"69","1999","5","Karnataka","Hassan","1762.0","239.0","2569.0","1242.0","944.0","6756.0","-1.0"
"69","2000","5","Karnataka","Hassan","1842.0","245.0","2681.0","1258.0","973.0","6999.0","-1.0"
"69","2001","5","Karnataka","Hassan","190.0","358.0","2812.0","1297.0","1156.0","5812.0","-1.0"
"69","2002","5","Karnataka","Hassan","202.0","391.0","300.0","1336.0","1155.0","3384.0","529.0"
"69","2003","5","Karnataka","Hassan","325.0","106.0","425.0","315.0","1056.0","2227.0","942.0"
"69","2004","5","Karnataka","Hassan","237.0","73.0","370.0","339.0","493.0","1512.0","955.0"
"69","2005","5","Karnataka","Hassan","517.0","107.0","547.0","508.0","625.0","2304.0","33.0"
"69","2006","5","Karnataka","Hassan","696.0","110.0","924.0","831.0","1943.0","4504.0","1561.0"
"69","2007","5","Karnataka","Hassan","556.0","65.0","1003.0","922.0","1473.0","4019.0","1747.0"
"69","2008","5","Karnataka","Hassan","57.0","2.0","925.0","950.0","827.0","2761.0","1437.0"
"69","2009","5","Karnataka","Hassan","23.0","11.0","1057.0","1083.0","930.0","3104.0","1511.0"
"69","2010","5","Karnataka","Hassan","26.0","18.0","1513.0","1026.0","1501.0","4084.0","1967.0"
"69","2011","5","Karnataka","Hassan","44.0","15.0","1161.0","1149.0","1409.0","3778.0","2428.0"
"69","2012","5","Karnataka","Hassan","33.0","16.0","650.0","549.0","2642.0","3890.0","2043.0"
"69","2013","5","Karnataka","Hassan","194.0","167.0","830.0","825.0","1488.0","3504.0","2533.0"
"69","2014","5","Karnataka","Hassan","112.0","27.0","584.0","647.0","897.0","2267.0","1294.0"
"70","1995","5","Karnataka","Shimoge","0.0","0.0","195.0","485.0","0.0","680.0","-1.0"
"70","1996","5","Karnataka","Shimoge","263.0","75.0","279.0","359.0","14.0","990.0","-1.0"
"70","1997","5","Karnataka","Shimoge","264.0","8.0","319.0","388.0","2.0","981.0","-1.0"
"70","1998","5","Karnataka","Shimoge","23.0","37.0","224.0","648.0","23.0","955.0","-1.0"
"70","1999","5","Karnataka","Shimoge","115.0","18.0","447.0","703.0","80.0","1363.0","-1.0"
"70","2000","5","Karnataka","Shimoge","120.0","19.0","451.0","664.0","82.0","1336.0","-1.0"
"70","2001","5","Karnataka","Shimoge","94.0","19.0","582.0","665.0","82.0","1441.0","-1.0"
"70","2002","5","Karnataka","Shimoge","90.0","20.0","587.0","697.0","76.0","1470.0","790.0"
"70","2003","5","Karnataka","Shimoge","0.0","0.0","245.0","225.0","1.0","471.0","319.0"
"70","2004","5","Karnataka","Shimoge","7.0","0.0","396.0","220.0","2.0","625.0","223.0"
"70","2005","5","Karnataka","Shimoge","4.0","1.0","488.0","348.0","6.0","847.0","11.0"
"70","2006","5","Karnataka","Shimoge","0.0","0.0","516.0","475.0","85.0","1076.0","10.0"
"70","2007","5","Karnataka","Shimoge","1.0","9.0","641.0","370.0","53.0","1074.0","59.0"
"70","2008","5","Karnataka","Shimoge","9.0","2.0","704.0","356.0","69.0","1140.0","72.0"
"70","2009","5","Karnataka","Shimoge","12.0","7.0","776.0","417.0","60.0","1272.0","78.0"
"70","2010","5","Karnataka","Shimoge","1.0","0.0","969.0","471.0","188.0","1629.0","140.0"
"70","2011","5","Karnataka","Shimoge","1.0","154.0","1063.0","396.0","511.0","2125.0","1156.0"
"70","2012","5","Karnataka","Shimoge","1.0","0.0","1078.0","406.0","150.0","1635.0","1539.0"
"70","2013","5","Karnataka","Shimoge","0.0","0.0","1205.0","621.0","48.0","1874.0","1237.0"
"70","2014","5","Karnataka","Shimoge","132.0","12.0","1103.0","776.0","90.0","2113.0","1510.0"
"71","1995","5","Karnataka","Chickmagalur","5.0","1.0","384.0","619.0","161.0","1170.0","-1.0"
"71","1996","5","Karnataka","Chickmagalur","0.0","0.0","492.0","458.0","719.0","1669.0","-1.0"
"71","1997","5","Karnataka","Chickmagalur","1.0","1.0","558.0","436.0","356.0","1352.0","-1.0"
"71","1998","5","Karnataka","Chickmagalur","2.0","3.0","546.0","338.0","497.0","1386.0","-1.0"
"71","1999","5","Karnataka","Chickmagalur","4.0","1.0","709.0","433.0","175.0","1322.0","-1.0"
"71","2000","5","Karnataka","Chickmagalur","4.0","1.0","736.0","445.0","188.0","1374.0","-1.0"
"71","2001","5","Karnataka","Chickmagalur","4.0","1.0","736.0","445.0","153.0","1340.0","-1.0"
"71","2002","5","Karnataka","Chickmagalur","0.0","2.0","813.0","473.0","151.0","1439.0","301.0"
"71","2003","5","Karnataka","Chickmagalur","0.0","0.0","163.0","124.0","78.0","365.0","312.0"
"71","2004","5","Karnataka","Chickmagalur","0.0","0.0","249.0","138.0","100.0","487.0","251.0"
"71","2005","5","Karnataka","Chickmagalur","0.0","0.0","325.0","126.0","175.0","626.0","283.0"
"71","2006","5","Karnataka","Chickmagalur","0.0","0.0","215.0","76.0","93.0","384.0","248.0"
