"Dist Code","Year","State Code","State Name","Dist Name","CATTLE TOTAL (1000 Number)","CATTLE ADULT MALE (1000 Number)","CATTLE ADULT FEMALE (1000 Number)","CATTLE YOUNG MALE (1000 Number)","CATTLE YOUNG FEMALE (1000 Number)","CATTLE YOUNG TOTAL (1000 Number)","CATTLE SHARE IN LARGE RUMINANT (Percent)","BUFFALO TOTAL (1000 Number)","BUFFALO ADULT MALE (1000 Number)","BUFFALO ADULT FEMALE (1000 Number)","BUFFALO YOUNG MALE (1000 Number)","BUFFALO YOUNG FEMALE (1000 Number)","BUFFALO YOUNG TOTAL (1000 Number)","BUFFALO SHARE IN LARGE RUMINANT (Percent)","SHEEP TOTAL (1000 Number)","SHEEP SHARE IN SMALL RUMINANT (Percent)","GOATS TOTAL (1000 Number)","GOATS SHARE IN SMALL RUMINANT (Percent)","HORSES TOTAL (1000 Number)","DONKEYS TOTAL (1000 Number)","CAMELS TOTAL (1000 Number)","PIGS TOTAL (1000 Number)","LIVESTOCK TOTAL (1000 Number)","POULTRY TOTAL (1000 Number)"
"146","2007","10","Rajasthan","Bundi","273.66","71.76","107.6","36.67","57.64","94.31","49.32","281.23","3.05","150.29","34.88","93.01","127.9","50.68","58.92","13.77","368.82","86.23","0.9","1.68","2.2","7.25","994.66","37.44"
"146","2012","10","Rajasthan","Bundi","242.96","34.5","119.63","26.64","62.2","88.84","43.39","316.93","5.1","175.18","33.66","102.99","136.65","56.61","54.03","14.09","329.37","85.91","1.39","0.73","2.74","13.6","961.75","32.94"
"146","2019","10","Rajasthan","Bundi","193.51","6.46","98.53","12.37","76.16","88.53","37.32","325.03","3.51","162.81","24.32","134.4","158.71","62.68","55.97","15.42","306.94","84.58","0.0","0.0","0.0","11.65","893.1","0.0"
"147","1966","10","Rajasthan","Chittorgarh","764.15","269.14","245.23","118.95","130.82","249.78","79.03","202.78","4.86","101.11","33.08","63.74","96.82","20.97","215.18","31.52","467.44","68.48","5.44","6.15","9.42","1.21","1671.82","58.83"
"147","1972","10","Rajasthan","Chittorgarh","807.92","287.66","271.33","123.25","125.68","248.93","78.93","215.62","4.58","116.18","36.36","58.49","94.85","21.07","202.72","31.1","449.18","68.9","4.78","6.3","6.52","2.32","1695.35","59.61"
"147","1977","10","Rajasthan","Chittorgarh","817.62","295.08","269.86","-1.0","-1.0","252.68","78.62","222.39","5.81","118.37","-1.0","-1.0","98.21","21.38","189.03","29.67","448.04","70.33","4.32","6.1","6.98","2.56","1697.04","79.48"
"147","1983","10","Rajasthan","Chittorgarh","817.8","277.03","260.15","130.72","149.9","280.61","76.27","254.46","3.13","128.98","37.63","84.72","122.35","23.73","206.64","27.39","547.8","72.61","2.24","6.4","5.71","3.75","1844.8","103.57"
"147","1988","10","Rajasthan","Chittorgarh","752.75","264.26","257.39","103.0","128.1","231.1","72.21","289.67","5.8","153.53","38.13","92.22","130.35","27.79","196.08","26.87","533.61","73.13","2.04","5.95","7.33","4.64","1792.1","108.5"
"147","1992","10","Rajasthan","Chittorgarh","780.81","272.78","253.57","112.7","141.77","254.46","67.44","376.9","6.43","196.94","53.69","119.84","173.53","32.56","157.92","23.37","517.71","76.63","1.39","4.54","6.08","6.14","1851.49","140.34"
"147","1997","10","Rajasthan","Chittorgarh","697.04","244.47","236.46","89.22","126.9","216.11","63.78","395.87","6.62","214.27","47.79","127.19","174.98","36.22","134.22","21.52","489.4","78.48","1.18","3.45","6.14","6.37","1733.67","133.91"
"147","2003","10","Rajasthan","Chittorgarh","672.57","226.76","231.26","93.75","120.81","214.55","62.21","408.62","4.45","225.97","49.12","129.08","178.2","37.79","104.75","14.1","637.97","85.9","1.25","2.73","4.53","7.38","1839.8","155.83"
"147","2007","10","Rajasthan","Chittorgarh","760.99","218.4","311.42","81.24","149.93","231.16","61.56","475.11","7.53","260.85","58.71","148.03","206.73","38.44","80.83","10.71","674.22","89.29","1.06","1.42","2.78","6.16","2002.57","109.19"
"147","2012","10","Rajasthan","Chittorgarh","565.79","159.58","231.07","56.77","118.38","175.15","56.09","442.93","7.89","242.58","51.5","140.95","192.45","43.91","51.17","8.37","560.57","91.63","1.82","0.55","2.21","4.85","1629.87","112.01"
"147","2019","10","Rajasthan","Chittorgarh","503.04","82.05","226.31","38.42","156.27","194.69","48.17","541.25","5.41","283.0","37.07","215.77","252.84","51.83","34.35","5.2","626.5","94.8","0.0","0.0","0.0","2.28","1707.42","0.0"
"148","1966","10","Rajasthan","Churu","287.9","16.44","146.39","51.07","74.0","125.06","68.66","131.43","5.0","65.95","17.9","42.58","60.49","31.34","362.11","57.19","271.02","42.81","0.6","3.05","86.13","0.03","1142.3","3.92"
"148","1972","10","Rajasthan","Churu","285.6","9.91","143.0","55.93","76.77","132.69","68.18","133.27","3.86","68.84","20.14","40.43","60.57","31.82","420.85","46.29","488.4","53.71","0.51","3.09","94.58","0.07","1426.38","2.9"
"148","1977","10","Rajasthan","Churu","273.28","7.23","138.54","-1.0","-1.0","127.51","66.05","140.46","4.6","71.24","-1.0","-1.0","64.62","33.95","456.95","43.13","602.64","56.87","0.33","4.58","96.06","0.2","1574.52","4.41"
"148","1983","10","Rajasthan","Churu","292.95","6.54","151.71","46.64","88.07","134.7","65.77","152.46","2.15","77.87","18.12","54.32","72.44","34.23","728.2","46.48","838.58","53.52","0.27","6.46","110.31","0.24","2129.49","7.19"
"148","1988","10","Rajasthan","Churu","255.2","6.41","147.63","27.97","73.19","101.16","66.48","128.69","2.81","69.38","10.86","45.64","56.5","33.52","504.58","47.01","568.69","52.99","0.37","7.19","89.67","0.63","1555.04","9.83"
"148","1992","10","Rajasthan","Churu","262.4","5.67","143.2","31.43","82.11","113.54","64.1","146.93","2.28","74.1","14.79","55.77","70.56","35.9","523.82","44.09","664.16","55.91","0.24","6.42","83.13","1.3","1688.4","10.57"
"148","1997","10","Rajasthan","Churu","328.58","8.6","176.71","38.82","104.45","143.27","61.3","207.4","2.61","103.36","20.61","80.83","101.43","38.7","642.39","43.45","836.01","56.55","0.32","8.22","73.23","3.69","2099.84","21.39"
"148","2003","10","Rajasthan","Churu","205.35","4.45","113.18","26.09","61.62","87.71","51.35","194.52","1.52","97.54","16.73","78.74","95.47","48.65","381.01","39.0","595.9","61.0","0.34","6.62","46.82","4.32","1434.88","20.61"
"148","2007","10","Rajasthan","Churu","256.22","4.94","133.38","33.43","84.48","117.91","54.41","214.67","1.56","103.59","21.42","88.12","109.53","45.59","452.29","32.97","919.58","67.03","0.38","6.17","41.28","0.66","1891.25","83.33"
"148","2012","10","Rajasthan","Churu","347.47","9.8","188.48","39.4","109.79","149.19","54.29","292.57","3.39","150.27","31.13","107.78","138.91","45.71","348.52","29.82","820.04","70.18","0.82","5.06","33.96","1.2","1849.64","549.61"
"148","2019","10","Rajasthan","Churu","438.58","15.77","217.91","21.97","182.93","204.91","61.26","277.34","1.97","134.99","12.42","127.96","140.38","38.74","281.76","32.16","594.23","67.84","0.0","0.0","0.0","0.63","1592.55","0.0"
"149","1966","10","Rajasthan","Dungarpur","350.82","151.66","102.19","46.39","50.58","96.97","74.15","122.32","0.91","68.38","12.54","40.48","53.03","25.85","89.77","26.65","247.1","73.35","1.5","4.51","1.93","0.02","817.97","50.22"
"149","1972","10","Rajasthan","Dungarpur","377.3","164.96","113.89","47.94","50.51","98.45","74.39","129.87","1.01","77.52","16.37","34.97","51.33","25.61","127.51","31.33","279.46","68.67","1.07","4.41","3.39","0.0","923.03","114.39"
"149","1977","10","Rajasthan","Dungarpur","350.56","165.86","106.4","-1.0","-1.0","78.3","74.17","122.1","0.99","74.87","-1.0","-1.0","46.24","25.83","144.56","35.12","267.11","64.88","1.2","3.84","3.23","0.0","892.6","96.4"
"149","1983","10","Rajasthan","Dungarpur","421.71","198.51","110.74","51.7","60.75","112.45","74.2","146.61","1.17","81.12","14.27","50.05","64.32","25.8","227.19","42.93","302.03","57.07","0.67","3.98","2.03","0.29","1104.4","191.32"
"149","1988","10","Rajasthan","Dungarpur","341.47","183.24","86.67","30.12","41.45","71.57","72.85","127.24","1.04","74.67","8.5","43.02","51.53","27.15","132.39","32.82","271.0","67.18","0.42","3.63","4.63","0.1","880.9","145.03"
"149","1992","10","Rajasthan","Dungarpur","379.34","200.91","93.37","37.47","47.6","85.07","71.59","150.53","1.03","86.21","12.57","50.73","63.29","28.41","146.17","32.78","299.77","67.22","0.38","4.24","4.01","0.18","984.62","181.76"
"149","1997","10","Rajasthan","Dungarpur","401.06","215.31","98.33","38.85","48.57","87.42","69.43","176.56","1.28","100.15","15.99","59.15","75.14","30.57","143.35","32.58","296.59","67.42","0.33","3.67","4.34","0.04","1025.94","235.86"
"149","2003","10","Rajasthan","Dungarpur","408.58","216.6","102.72","39.21","50.05","89.26","65.42","215.99","1.49","124.03","19.49","70.99","90.47","34.58","124.16","24.87","375.03","75.13","0.3","3.2","2.86","2.79","1132.91","245.59"
"149","2007","10","Rajasthan","Dungarpur","426.64","215.28","118.31","38.16","54.89","93.05","64.68","233.01","1.66","132.91","22.17","76.26","98.44","35.32","106.61","21.39","391.72","78.61","0.33","2.48","1.87","1.1","1163.76","155.6"
"149","2012","10","Rajasthan","Dungarpur","375.02","186.81","112.97","20.76","54.49","75.25","61.77","232.13","2.56","132.94","18.42","78.21","96.64","38.23","62.65","13.07","416.73","86.93","0.14","1.21","1.67","0.04","1089.59","177.81"
"149","2019","10","Rajasthan","Dungarpur","431.4","181.03","134.03","28.8","87.54","116.34","56.71","329.36","3.89","177.53","17.11","130.83","147.94","43.29","65.78","7.56","803.9","92.44","0.0","0.0","0.0","0.03","1630.47","0.0"
"150","1966","10","Rajasthan","Ganganagar","373.53","79.67","151.33","60.03","82.51","142.53","65.14","199.87","1.68","101.5","23.75","72.94","96.69","34.86","334.32","57.33","248.88","42.67","2.75","7.4","97.61","0.45","1264.81","57.08"
"150","1972","10","Rajasthan","Ganganagar","466.79","90.35","190.71","79.35","106.39","185.74","64.34","258.71","2.13","132.19","32.71","91.68","124.39","35.66","282.93","41.3","402.16","58.7","1.64","6.08","114.54","0.71","1533.56","95.21"
"150","1977","10","Rajasthan","Ganganagar","483.01","81.44","201.65","-1.0","-1.0","199.92","60.92","309.91","2.29","161.36","-1.0","-1.0","146.26","39.08","330.19","44.9","405.13","55.1","1.34","6.39","106.39","2.33","1644.69","138.01"
"150","1983","10","Rajasthan","Ganganagar","611.37","78.45","259.96","96.45","176.52","272.97","59.48","416.57","2.49","205.09","40.49","168.5","208.99","40.52","612.77","59.69","413.77","40.31","0.78","7.87","116.45","5.56","2185.14","154.64"
"150","1988","10","Rajasthan","Ganganagar","583.39","70.37","275.11","72.97","164.94","237.92","56.58","447.62","3.31","235.84","39.96","168.51","208.47","43.42","536.93","60.58","349.42","39.42","0.78","6.32","103.18","6.82","2034.46","205.34"
"150","1992","10","Rajasthan","Ganganagar","676.37","63.65","320.22","83.52","208.98","292.5","54.33","568.6","3.9","289.74","58.12","216.84","274.96","45.67","494.51","51.98","456.89","48.02","0.82","6.46","106.38","10.32","2320.35","211.35"
"150","1997","10","Rajasthan","Ganganagar","723.26","59.58","346.19","83.76","233.74","317.5","52.33","658.89","5.1","331.39","64.01","258.4","322.41","47.67","642.67","54.14","544.49","45.86","1.33","6.94","87.04","9.56","2674.18","175.36"
"150","2003","10","Rajasthan","Ganganagar","719.7","67.27","348.07","82.37","222.0","304.37","55.55","576.0","4.02","293.94","50.73","227.31","278.04","44.45","597.85","56.27","464.61","43.73","1.8","9.39","68.64","9.51","2447.5","234.44"
"150","2007","10","Rajasthan","Ganganagar","989.82","70.56","497.88","109.29","312.09","421.39","61.9","609.24","4.04","287.36","58.33","259.52","317.85","38.1","665.54","50.3","657.57","49.7","2.18","9.18","66.23","4.48","3004.24","264.09"
"150","2012","10","Rajasthan","Ganganagar","1138.49","86.05","568.1","110.8","373.52","484.33","63.29","660.29","4.66","333.06","71.24","251.34","322.58","36.71","462.69","43.64","597.44","56.36","2.27","7.98","43.54","3.24","2915.94","194.13"
"150","2019","10","Rajasthan","Ganganagar","1180.97","64.84","610.85","71.0","434.28","505.28","70.16","502.33","2.64","251.36","27.17","221.15","248.33","29.84","403.94","45.49","484.02","54.51","0.0","0.0","0.0","2.47","2573.73","0.0"
"151","1966","10","Rajasthan","Jaipur","862.24","318.36","296.65","104.24","142.99","247.23","68.82","390.6","6.76","194.04","51.87","137.94","189.8","31.18","382.54","36.4","668.53","63.6","3.97","12.58","13.79","10.87","2345.15","49.06"
"151","1972","10","Rajasthan","Jaipur","931.51","318.51","336.97","127.73","148.3","276.03","66.72","464.54","6.94","254.68","60.15","142.76","202.91","33.28","368.84","33.68","726.19","66.32","2.21","12.94","20.62","18.42","2545.35","52.92"
"151","1977","10","Rajasthan","Jaipur","872.21","297.45","327.67","-1.0","-1.0","247.09","63.25","506.7","9.33","288.76","-1.0","-1.0","208.61","36.75","307.38","29.75","725.97","70.25","2.41","11.53","22.22","20.43","2468.92","41.93"
"151","1983","10","Rajasthan","Jaipur","870.95","257.96","317.06","124.84","171.1","295.94","56.64","666.8","5.08","346.82","69.53","245.37","314.9","43.36","521.46","34.44","992.5","65.56","1.94","9.32","25.07","22.44","3110.58","70.79"
"151","1988","10","Rajasthan","Jaipur","728.54","191.89","290.89","91.3","154.46","245.76","49.06","756.34","8.33","415.91","71.35","260.75","332.11","50.94","405.91","31.1","899.39","68.9","2.24","6.89","31.32","25.08","2855.81","146.02"
"151","1992","10","Rajasthan","Jaipur","681.54","148.49","281.18","91.57","160.3","251.87","42.85","909.15","7.26","502.53","88.62","310.74","399.36","57.15","439.96","33.32","880.49","66.68","2.38","5.86","35.37","31.25","2986.0","136.87"
"151","1997","10","Rajasthan","Jaipur","587.72","92.82","269.97","79.34","145.59","224.93","34.35","1123.08","7.29","617.68","113.88","384.25","498.12","65.65","396.35","30.05","922.78","69.95","1.82","5.13","31.07","45.67","3113.62","147.22"
"151","2003","10","Rajasthan","Jaipur","514.68","60.68","251.15","73.37","129.47","202.84","28.82","1270.99","5.48","704.65","113.28","447.6","560.87","71.18","362.77","25.5","1059.74","74.5","1.68","2.78","22.11","46.16","3280.91","355.97"
"151","2007","10","Rajasthan","Jaipur","641.63","39.42","333.47","79.73","189.02","268.75","32.05","1360.37","5.25","721.55","138.92","494.66","633.57","67.95","400.32","22.75","1359.57","77.25","1.55","1.24","14.38","29.48","3808.54","362.47"
"151","2012","10","Rajasthan","Jaipur","772.96","16.13","434.57","79.3","242.97","322.27","33.11","1561.76","8.75","855.16","156.65","541.2","697.84","66.89","285.86","20.0","1143.43","80.0","1.9","1.73","7.17","32.02","3806.83","378.9"
"151","2019","10","Rajasthan","Jaipur","842.98","14.15","459.68","28.58","340.57","369.16","32.63","1740.67","9.1","892.8","64.6","774.17","838.78","67.37","313.5","22.21","1098.29","77.79","0.0","0.0","0.0","22.79","4018.24","0.0"
"152","1966","10","Rajasthan","Jaisalmer","343.93","49.04","190.98","49.96","53.95","103.91","99.6","1.38","0.41","0.61","0.17","0.19","0.36","0.4","590.86","74.35","203.86","25.65","0.99","16.86","41.14","0.0","1199.03","3.81"
"152","1972","10","Rajasthan","Jaisalmer","65.16","6.26","36.2","11.41","11.29","22.7","99.5","0.33","0.1","0.14","0.05","0.04","0.09","0.5","313.16","61.92","192.57","38.08","0.24","7.37","37.61","0.0","616.44","7.76"
"152","1977","10","Rajasthan","Jaisalmer","123.63","15.52","65.08","-1.0","-1.0","43.03","99.47","0.66","0.25","0.28","-1.0","-1.0","0.13","0.53","677.73","60.8","437.01","39.2","0.43","15.42","45.54","0.0","1300.42","4.93"
"152","1983","10","Rajasthan","Jaisalmer","261.31","19.89","142.93","41.39","57.09","98.48","99.59","1.07","0.19","0.4","0.28","0.2","0.48","0.41","876.31","67.77","416.69","32.23","0.68","23.07","51.7","0.0","1630.83","3.85"
"152","1988","10","Rajasthan","Jaisalmer","127.17","9.35","76.99","13.54","27.29","40.83","99.71","0.37","0.02","0.27","0.03","0.07","0.09","0.29","484.32","63.04","284.01","36.96","0.43","16.46","44.27","0.0","957.07","10.48"
"152","1992","10","Rajasthan","Jaisalmer","147.9","11.0","75.9","24.1","36.9","61.0","99.54","0.69","0.06","0.34","0.1","0.19","0.29","0.46","705.0","58.56","498.8","41.44","0.36","20.04","44.45","1.06","1418.3","23.06"
"152","1997","10","Rajasthan","Jaisalmer","310.5","18.12","154.3","57.91","80.16","138.07","99.54","1.44","0.1","0.77","0.2","0.36","0.57","0.46","1207.79","57.49","893.1","42.51","0.43","21.14","42.98","0.35","2477.73","12.62"
"152","2003","10","Rajasthan","Jaisalmer","232.47","9.39","145.18","30.25","47.65","77.9","99.06","2.21","0.08","1.36","0.25","0.52","0.77","0.94","890.18","60.22","588.0","39.78","0.63","10.64","36.95","1.43","1762.51","13.07"
"152","2007","10","Rajasthan","Jaisalmer","348.95","18.6","185.33","57.93","87.09","145.02","99.24","2.66","0.09","1.41","0.44","0.73","1.16","0.76","1303.77","53.53","1131.91","46.47","0.76","10.3","39.14","0.72","2838.21","18.45"
"152","2012","10","Rajasthan","Jaisalmer","434.62","29.91","225.43","57.65","121.63","179.28","99.07","4.06","0.23","1.99","0.54","1.3","1.84","0.93","1185.15","43.92","1513.39","56.08","1.09","5.85","49.92","1.13","3195.21","20.18"
"152","2019","10","Rajasthan","Jaisalmer","407.05","20.73","224.93","21.43","139.96","161.39","98.87","4.64","0.27","2.35","0.27","1.75","2.02","1.13","836.99","43.12","1104.27","56.88","0.0","0.0","0.0","0.79","2353.74","0.0"
"153","1966","10","Rajasthan","Jalore","403.54","156.14","124.58","53.66","69.17","122.82","81.21","93.39","1.54","50.95","8.76","32.14","40.9","18.79","515.65","59.14","356.25","40.86","2.92","5.65","19.1","0.05","1396.59","9.32"
"153","1972","10","Rajasthan","Jalore","248.82","104.47","78.53","31.4","34.43","65.82","79.14","65.57","0.55","36.76","8.16","20.1","28.26","20.86","453.18","50.86","437.86","49.14","1.6","4.67","23.01","0.06","1234.77","5.71"
"153","1977","10","Rajasthan","Jalore","350.92","135.7","108.91","-1.0","-1.0","106.31","76.97","105.02","1.89","56.33","-1.0","-1.0","46.8","23.03","479.94","57.2","359.15","42.8","1.79","6.39","18.73","0.09","1322.05","8.79"
"153","1983","10","Rajasthan","Jalore","373.07","122.9","115.18","54.69","80.31","135.0","72.43","142.03","0.61","69.77","12.17","59.48","71.65","27.57","533.49","57.1","400.87","42.9","1.31","6.11","15.36","3.5","1475.75","14.97"
"153","1988","10","Rajasthan","Jalore","231.02","72.57","85.62","27.48","45.36","72.84","62.15","140.7","1.22","78.66","9.58","51.23","60.81","37.85","419.96","54.12","356.08","45.88","1.61","7.25","19.87","1.72","1178.29","13.17"
"153","1992","10","Rajasthan","Jalore","265.44","71.19","92.61","37.62","64.03","101.64","55.15","215.86","2.95","105.85","23.51","83.56","107.06","44.85","632.38","53.67","545.87","46.33","1.29","6.91","18.37","3.46","1689.58","16.01"
"153","1997","10","Rajasthan","Jalore","287.54","54.66","114.05","41.27","77.56","118.83","47.67","315.71","3.03","159.58","30.02","123.08","153.1","52.33","710.09","60.33","466.87","39.67","1.53","7.18","13.8","10.93","1813.65","16.95"
"153","2003","10","Rajasthan","Jalore","234.23","34.86","100.25","36.59","62.53","99.12","39.65","356.5","3.03","178.75","31.94","142.77","174.71","60.35","563.13","55.51","451.25","44.49","1.54","7.23","9.3","7.07","1630.25","21.91"
"153","2007","10","Rajasthan","Jalore","294.12","31.16","141.36","42.16","79.45","121.61","41.68","411.6","2.75","206.32","39.77","162.76","202.54","58.32","632.95","53.63","547.22","46.37","1.65","3.6","8.18","2.91","1902.23","14.55"
"153","2012","10","Rajasthan","Jalore","295.84","24.98","147.41","33.31","90.14","123.45","38.67","469.16","4.31","231.54","45.91","187.4","233.31","61.33","385.42","45.08","469.64","54.92","1.92","3.33","5.11","0.74","1631.16","17.04"
"153","2019","10","Rajasthan","Jalore","299.26","21.39","144.65","19.86","113.36","133.22","33.74","587.83","4.13","291.83","21.28","270.58","291.86","66.26","416.46","54.17","352.28","45.83","0.0","0.0","0.0","0.03","1655.86","0.0"
"154","1966","10","Rajasthan","Jhalawar","457.79","142.0","158.41","73.13","84.26","157.38","76.59","139.93","1.3","71.03","25.18","42.42","67.6","23.41","29.05","10.44","249.27","89.56","4.64","2.82","2.76","2.19","888.46","44.5"
"154","1972","10","Rajasthan","Jhalawar","477.26","144.06","174.79","74.36","84.05","158.41","76.87","143.61","1.31","76.76","26.61","38.94","65.54","23.13","25.01","11.46","193.14","88.54","4.76","2.82","2.46","2.84","851.94","32.33"
"154","1977","10","Rajasthan","Jhalawar","487.29","150.0","187.35","-1.0","-1.0","149.94","76.41","150.48","1.06","84.27","-1.0","-1.0","65.15","23.59","25.41","10.6","214.37","89.4","4.71","2.85","2.29","4.18","891.63","70.31"
"154","1983","10","Rajasthan","Jhalawar","513.28","146.37","186.07","80.84","100.0","180.84","75.42","167.32","1.51","85.73","27.32","52.76","80.07","24.58","26.65","8.6","283.29","91.4","3.08","3.15","1.56","4.69","1003.09","81.35"
"154","1988","10","Rajasthan","Jhalawar","486.84","152.5","181.14","65.68","87.53","153.2","72.19","187.59","2.83","101.54","27.54","55.69","83.23","27.81","20.15","7.09","263.88","92.91","2.49","3.29","1.5","6.83","972.57","89.27"
"154","1992","10","Rajasthan","Jhalawar","458.7","148.58","161.39","61.93","86.8","148.73","68.33","212.6","3.89","112.26","29.88","66.57","96.45","31.67","19.33","7.17","250.18","92.83","2.14","3.3","2.39","6.76","955.4","78.39"
"154","1997","10","Rajasthan","Jhalawar","430.7","142.05","159.38","51.62","77.65","129.27","66.23","219.6","3.13","124.32","29.47","62.68","92.15","33.77","16.41","6.39","240.28","93.61","1.89","3.1","1.08","8.98","922.04","85.24"
"154","2003","10","Rajasthan","Jhalawar","411.0","119.69","153.95","62.79","74.57","137.36","60.88","264.09","2.98","142.48","36.73","81.89","118.63","39.12","14.32","4.26","321.61","95.74","1.5","2.47","0.69","9.31","1024.99","78.76"
"154","2007","10","Rajasthan","Jhalawar","434.6","118.5","176.86","59.13","80.1","139.24","59.92","290.73","3.85","159.65","39.87","87.36","127.23","40.08","14.87","3.77","379.06","96.23","0.96","1.69","0.34","6.58","1128.83","57.63"
"154","2012","10","Rajasthan","Jhalawar","380.08","89.27","175.5","38.81","76.5","115.3","55.04","310.51","5.53","177.59","39.34","88.06","127.4","44.96","11.33","3.49","313.48","96.51","1.33","0.83","0.26","7.1","1024.92","84.18"
"154","2019","10","Rajasthan","Jhalawar","250.82","20.6","123.94","11.68","94.61","106.29","42.15","344.22","3.67","178.79","13.63","148.13","161.75","57.85","10.17","3.44","285.59","96.56","0.0","0.0","0.0","5.32","896.12","0.0"
"155","1966","10","Rajasthan","Jhunjhunu","176.81","19.12","76.29","30.63","50.77","81.4","64.14","98.85","3.55","42.01","11.75","41.54","53.29","35.86","175.7","37.99","286.78","62.01","0.37","4.88","41.6","0.62","785.62","5.42"
"155","1972","10","Rajasthan","Jhunjhunu","181.64","13.11","83.25","32.52","52.76","85.28","56.08","142.25","4.01","65.62","17.79","54.83","72.62","43.92","211.59","35.11","391.0","64.89","0.4","4.38","46.18","1.06","978.51","8.4"
"155","1977","10","Rajasthan","Jhunjhunu","172.7","12.33","80.41","-1.0","-1.0","79.96","50.24","171.05","7.23","78.05","-1.0","-1.0","85.77","49.76","179.29","31.04","398.24","68.96","0.82","3.67","42.23","0.58","968.59","9.93"
"155","1983","10","Rajasthan","Jhunjhunu","159.12","8.95","71.36","25.64","53.17","78.8","42.65","213.96","8.24","89.5","22.11","94.1","116.21","57.35","236.02","31.07","523.73","68.93","0.26","3.14","37.69","2.07","1176.0","19.58"
"155","1988","10","Rajasthan","Jhunjhunu","125.86","6.52","60.32","17.82","41.21","59.03","36.61","217.9","7.58","103.5","18.04","88.78","106.81","63.39","211.98","34.6","400.74","65.4","0.3","3.06","35.96","3.11","998.95","21.26"
"155","1992","10","Rajasthan","Jhunjhunu","113.79","4.24","55.87","15.39","38.29","53.68","31.27","250.07","5.65","116.25","22.75","105.42","128.16","68.73","217.72","32.9","444.05","67.1","0.39","3.0","32.67","3.19","1064.88","36.8"
"155","1997","10","Rajasthan","Jhunjhunu","122.49","3.71","61.44","14.45","42.89","57.34","25.78","352.61","5.49","163.85","30.44","152.83","183.27","74.22","222.8","30.35","511.4","69.65","0.43","3.04","30.16","5.3","1248.23","130.29"
"155","2003","10","Rajasthan","Jhunjhunu","119.41","3.19","61.18","14.8","40.24","55.04","23.96","378.94","3.07","179.2","29.6","167.07","196.68","76.04","162.54","24.9","490.32","75.1","0.9","2.59","24.48","5.29","1184.47","268.73"
"155","2007","10","Rajasthan","Jhunjhunu","175.24","4.03","87.38","19.18","64.65","83.83","32.11","370.48","2.72","175.65","31.66","160.45","192.11","67.89","190.27","22.91","640.3","77.09","0.77","1.71","21.99","2.67","1403.43","449.25"
"155","2012","10","Rajasthan","Jhunjhunu","232.69","2.55","125.98","22.13","82.02","104.15","37.68","384.9","3.09","189.39","36.39","156.04","192.43","62.32","126.05","19.46","521.67","80.54","1.24","1.6","12.81","3.44","1284.4","1578.53"
"155","2019","10","Rajasthan","Jhunjhunu","269.1","3.29","151.92","6.77","107.12","113.89","43.67","347.11","1.1","182.12","8.13","155.76","163.89","56.33","152.99","25.71","442.13","74.29","0.0","0.0","0.0","2.98","1214.31","0.0"
"156","1966","10","Rajasthan","Jodhpur","607.21","158.08","252.89","96.02","100.22","196.24","91.38","57.26","2.12","31.39","8.48","15.28","23.75","8.62","663.34","63.87","375.19","36.13","1.16","4.64","45.95","0.06","1754.84","13.29"
"156","1972","10","Rajasthan","Jodhpur","426.08","91.83","190.23","69.22","74.8","144.02","89.89","47.92","1.73","25.63","7.9","12.65","20.55","10.11","682.64","50.35","673.26","49.65","1.14","5.73","55.99","0.45","1893.2","16.42"
"156","1977","10","Rajasthan","Jodhpur","531.3","94.91","245.57","-1.0","-1.0","190.82","87.65","74.88","4.78","38.24","-1.0","-1.0","31.86","12.35","1014.48","57.41","752.46","42.59","0.76","8.0","60.28","0.25","2442.42","15.02"
"156","1983","10","Rajasthan","Jodhpur","526.5","40.66","275.25","74.5","136.08","210.58","84.18","98.97","1.29","51.09","11.38","35.21","46.59","15.82","1146.82","57.87","835.0","42.13","0.48","7.75","49.74","0.49","2665.74","22.28"
"156","1988","10","Rajasthan","Jodhpur","343.49","18.98","194.09","42.52","87.9","130.43","80.51","83.15","1.56","45.79","8.83","26.97","35.8","19.49","769.19","56.78","585.41","43.22","0.45","7.06","40.98","0.81","1830.53","49.85"
"156","1992","10","Rajasthan","Jodhpur","489.61","32.09","249.4","61.35","146.77","208.12","78.12","137.16","3.18","70.68","16.41","46.9","63.31","21.88","1138.82","54.42","953.86","45.58","0.36","7.62","49.79","0.69","2777.91","22.7"
"156","1997","10","Rajasthan","Jodhpur","668.61","25.76","347.48","94.16","201.2","295.37","76.15","209.45","4.42","111.72","23.75","69.56","93.31","23.85","1560.35","54.62","1296.5","45.38","0.49","9.89","43.21","0.92","3789.42","36.89"
"156","2003","10","Rajasthan","Jodhpur","495.83","11.99","279.45","66.22","138.17","204.39","73.36","180.09","2.1","116.94","22.36","38.69","61.05","26.64","884.19","46.03","1036.7","53.97","0.55","5.61","30.24","3.09","2636.3","36.74"
"156","2007","10","Rajasthan","Jodhpur","654.17","16.29","344.33","100.08","193.46","293.54","71.32","263.02","4.0","138.32","32.95","87.75","120.7","28.68","976.75","41.06","1402.24","58.94","0.59","4.97","25.38","1.03","3328.15","15.16"
"156","2012","10","Rajasthan","Jodhpur","848.34","24.67","449.72","106.23","267.73","373.96","73.54","305.24","4.08","160.02","36.28","104.86","141.14","26.46","731.23","30.3","1681.91","69.7","1.62","4.18","16.75","0.82","3590.09","65.32"
