"Dist Code","Year","State Code","State Name","Dist Name","CATTLE TOTAL (1000 Number)","CATTLE ADULT MALE (1000 Number)","CATTLE ADULT FEMALE (1000 Number)","CATTLE YOUNG MALE (1000 Number)","CATTLE YOUNG FEMALE (1000 Number)","CATTLE YOUNG TOTAL (1000 Number)","CATTLE SHARE IN LARGE RUMINANT (Percent)","BUFFALO TOTAL (1000 Number)","BUFFALO ADULT MALE (1000 Number)","BUFFALO ADULT FEMALE (1000 Number)","BUFFALO YOUNG MALE (1000 Number)","BUFFALO YOUNG FEMALE (1000 Number)","BUFFALO YOUNG TOTAL (1000 Number)","BUFFALO SHARE IN LARGE RUMINANT (Percent)","SHEEP TOTAL (1000 Number)","SHEEP SHARE IN SMALL RUMINANT (Percent)","GOATS TOTAL (1000 Number)","GOATS SHARE IN SMALL RUMINANT (Percent)","HORSES TOTAL (1000 Number)","DONKEYS TOTAL (1000 Number)","CAMELS TOTAL (1000 Number)","PIGS TOTAL (1000 Number)","LIVESTOCK TOTAL (1000 Number)","POULTRY TOTAL (1000 Number)"
"1","1966","14","Chhattisgarh","Durg","1402.2","446.73","428.03","249.95","277.48","527.43","83.22","282.69","183.65","48.59","22.75","27.7","50.45","16.78","54.24","19.73","220.71","80.27","3.28","0.28","0.0","11.46","1974.86","258.29"
"1","1972","14","Chhattisgarh","Durg","1501.43","460.26","476.17","271.14","293.86","565.0","84.34","278.69","185.39","47.48","21.74","24.09","45.83","15.66","48.12","19.45","199.26","80.55","2.98","0.2","0.01","15.88","2046.59","435.37"
"1","1977","14","Chhattisgarh","Durg","1357.37","394.78","458.66","231.13","272.8","503.93","84.44","250.04","157.53","47.1","20.57","24.84","45.42","15.56","42.0","19.0","179.0","81.0","3.0","0.0","0.0","11.0","1842.42","376.84"
"1","1982","14","Chhattisgarh","Durg","1425.72","421.01","487.58","241.28","275.85","517.14","83.21","287.74","185.32","51.3","24.28","26.85","51.13","16.79","51.17","15.13","286.97","84.87","2.37","0.21","0.01","17.92","2072.12","577.63"
"1","1987","14","Chhattisgarh","Durg","1659.41","494.26","550.41","294.17","320.57","614.74","83.91","318.12","199.91","57.58","28.91","31.73","60.63","16.09","46.04","13.96","283.82","86.04","1.9","0.23","0.02","20.79","2330.32","611.66"
"1","1992","14","Chhattisgarh","Durg","1709.0","505.99","572.07","309.66","321.28","630.94","84.21","320.33","196.47","62.0","29.85","32.03","61.87","15.79","36.04","11.42","279.66","88.58","1.29","0.2","0.0","28.84","2375.36","929.6"
"1","1997","14","Chhattisgarh","Durg","1734.61","501.06","585.02","0.0","0.0","648.53","84.26","324.15","187.32","65.69","0.0","0.0","71.13","15.74","35.74","10.62","300.69","89.38","1.17","0.18","0.0","31.2","2427.74","1472.04"
"1","2003","14","Chhattisgarh","Durg","1730.29","500.8","540.3","322.68","366.51","689.18","83.6","339.37","163.76","87.74","28.2","59.67","87.86","16.4","16.18","5.56","275.14","94.44","0.68","0.12","0.0","34.18","2395.98","1496.52"
"1","2007","14","Chhattisgarh","Durg","2046.57","573.89","755.65","343.86","373.17","717.03","88.49","266.18","124.68","80.34","26.93","34.25","61.17","11.51","17.22","6.03","268.15","93.97","0.13","0.08","0.0","17.16","2615.5","1204.73"
"1","2012","14","Chhattisgarh","Durg","2043.17","567.09","787.81","291.44","396.82","688.25","89.29","245.0","96.41","90.91","21.93","35.78","57.69","10.71","21.32","5.99","334.66","94.01","0.33","0.08","0.0","27.09","2671.65","13556.37"
"1","2019","14","Chhattisgarh","Durg","2062.97","462.15","827.02","289.45","484.35","773.8","90.15","225.36","61.8","88.48","25.56","49.52","75.08","9.85","31.26","7.03","413.27","92.97","0.0","0.0","0.0","20.44","2753.31","0.0"
"2","1966","14","Chhattisgarh","Bastar","1138.7","377.89","372.74","179.37","208.7","388.07","89.42","134.66","91.32","21.69","10.14","11.51","21.65","10.58","8.84","2.19","394.19","97.81","0.45","0.03","0.0","142.02","1818.88","812.52"
"2","1972","14","Chhattisgarh","Bastar","1267.63","430.31","434.69","190.25","212.38","402.64","90.36","135.24","87.43","23.75","12.26","11.8","24.06","9.64","9.97","3.31","291.24","96.69","0.25","0.02","0.0","41.52","1745.87","792.5"
"2","1977","14","Chhattisgarh","Bastar","1340.21","474.8","446.8","198.13","220.48","418.61","91.25","128.55","85.63","23.14","9.54","10.24","19.78","8.75","15.0","4.05","355.0","95.95","0.0","0.0","0.0","61.0","1899.76","923.42"
"2","1982","14","Chhattisgarh","Bastar","1218.93","455.92","376.26","173.97","212.77","386.74","96.33","46.49","6.08","19.52","10.63","10.26","20.89","3.67","16.15","3.93","394.82","96.07","0.19","0.0","0.0","97.49","1774.08","936.15"
"2","1987","14","Chhattisgarh","Bastar","1475.97","557.77","442.76","215.44","260.01","475.44","89.31","176.66","125.2","24.35","13.78","13.33","27.11","10.69","22.74","4.43","490.07","95.57","0.2","0.04","0.03","155.43","2321.15","1281.69"
"2","1992","14","Chhattisgarh","Bastar","1490.6","602.32","427.46","219.23","241.6","460.83","87.51","212.78","148.43","29.18","18.79","16.38","35.17","12.49","24.91","4.68","507.66","95.32","0.14","0.01","0.0","210.83","2446.93","1588.69"
"2","1997","14","Chhattisgarh","Bastar","1577.18","642.87","442.67","0.0","0.0","491.64","86.76","240.67","160.05","33.09","0.0","0.0","47.53","13.24","31.94","5.41","558.0","94.59","0.16","0.0","0.0","251.87","2659.82","1926.86"
"2","2003","14","Chhattisgarh","Bastar","1479.5","672.72","326.02","218.53","262.24","480.76","86.92","222.63","151.25","22.28","30.88","18.23","49.11","13.08","31.76","5.67","528.17","94.33","0.2","0.0","0.0","328.33","2590.59","2035.49"
"2","2007","14","Chhattisgarh","Bastar","1629.48","696.22","493.77","219.36","220.14","439.49","86.69","250.13","149.06","51.68","25.55","23.84","49.38","13.31","25.94","4.03","618.53","95.97","0.0","0.0","0.0","283.3","2807.38","2012.62"
"2","2012","14","Chhattisgarh","Bastar","1872.57","864.08","573.4","153.21","281.9","435.12","88.47","243.96","149.22","52.04","14.63","28.06","42.71","11.53","37.46","5.19","683.82","94.81","0.15","0.03","0.03","271.48","3109.5","2855.05"
"2","2019","14","Chhattisgarh","Bastar","2009.75","927.52","563.62","187.66","330.95","518.61","91.96","175.72","108.58","33.99","11.7","21.44","33.14","8.04","39.76","4.59","826.86","95.41","0.0","0.0","0.0","382.89","3434.97","0.0"
"3","1966","14","Chhattisgarh","Raipur","1411.46","478.6","428.03","236.51","268.33","504.83","82.28","304.06","214.48","43.35","21.31","24.93","46.23","17.72","37.55","16.92","184.43","83.08","1.05","0.12","0.0","9.59","1948.26","381.84"
"3","1972","14","Chhattisgarh","Raipur","1544.32","512.47","472.92","265.18","293.76","558.94","82.64","324.46","230.56","47.73","21.46","24.72","46.18","17.36","42.5","16.63","213.03","83.37","0.72","0.17","0.03","13.99","2139.24","516.36"
"3","1977","14","Chhattisgarh","Raipur","1414.86","450.66","463.02","230.8","270.38","501.19","83.07","288.32","196.76","45.55","21.1","24.91","46.0","16.93","35.0","18.82","151.0","81.18","1.0","0.0","0.0","11.0","1901.18","470.64"
"3","1982","14","Chhattisgarh","Raipur","1471.34","458.48","490.13","230.76","291.97","522.73","82.3","316.54","215.14","47.43","25.94","28.03","53.97","17.7","45.94","15.81","244.7","84.19","0.38","0.12","0.0","17.44","2096.45","647.31"
"3","1987","14","Chhattisgarh","Raipur","1657.92","537.91","521.79","286.14","312.08","598.23","82.3","356.59","235.61","58.21","30.34","32.43","62.77","17.7","52.03","18.04","236.33","81.96","0.29","0.18","0.01","24.33","2327.68","748.56"
"3","1992","14","Chhattisgarh","Raipur","1754.07","564.12","558.28","303.64","328.03","631.67","82.47","372.72","237.42","63.31","35.49","36.51","72.0","17.53","48.37","16.85","238.71","83.15","0.2","0.19","0.02","25.38","2439.66","934.81"
"3","1997","14","Chhattisgarh","Raipur","1794.88","576.2","566.17","0.0","0.0","652.5","78.29","497.72","263.48","100.21","0.0","0.0","134.03","21.71","48.33","16.59","243.0","83.41","0.47","0.29","0.0","27.16","2611.85","1200.35"
"3","2003","14","Chhattisgarh","Raipur","1765.24","535.6","547.36","324.28","358.02","682.29","86.39","278.01","134.56","75.93","28.61","38.92","67.53","13.61","33.25","11.42","257.94","88.58","0.16","0.06","0.0","27.75","2362.41","1894.37"
"3","2007","14","Chhattisgarh","Raipur","1938.24","552.48","698.29","342.76","344.72","687.49","86.48","303.03","114.48","100.19","40.95","47.42","88.36","13.52","47.73","12.71","327.73","87.29","0.01","0.0","0.0","16.57","2633.31","1858.84"
"3","2012","14","Chhattisgarh","Raipur","1876.36","565.61","687.51","267.77","355.45","623.22","87.27","273.81","82.19","106.57","34.12","50.94","85.05","12.73","61.13","13.18","402.69","86.82","0.61","0.11","0.03","24.76","2639.5","3518.32"
"3","2019","14","Chhattisgarh","Raipur","1671.75","386.9","658.82","240.67","385.36","626.03","88.88","209.07","37.91","90.0","29.63","51.52","81.15","11.12","65.93","13.15","435.46","86.85","0.0","0.0","0.0","17.96","2400.16","0.0"
"4","1966","14","Chhattisgarh","Bilaspur","1248.31","360.89","401.66","229.45","256.32","485.76","77.9","354.15","275.14","38.12","18.82","22.06","40.88","22.1","18.17","7.99","209.28","92.01","4.76","0.05","0.0","6.36","1841.07","269.47"
"4","1972","14","Chhattisgarh","Bilaspur","1302.95","361.49","450.91","234.02","256.52","490.55","80.06","324.46","251.95","36.17","17.7","18.65","36.34","19.94","19.0","10.17","167.91","89.83","4.12","0.05","0.0","8.87","1827.36","301.39"
"4","1977","14","Chhattisgarh","Bilaspur","1269.47","355.0","442.88","218.12","253.46","471.59","79.31","331.22","261.93","34.23","17.88","17.17","35.06","20.69","18.0","10.71","150.0","89.29","3.0","0.0","0.0","7.0","1778.69","400.23"
"4","1982","14","Chhattisgarh","Bilaspur","1299.79","371.97","449.09","230.45","248.28","478.73","78.62","353.38","269.39","37.35","24.25","22.4","46.65","21.38","23.36","9.86","213.53","90.14","2.78","0.02","0.01","11.54","1904.39","463.9"
"4","1987","14","Chhattisgarh","Bilaspur","1447.34","394.43","505.64","260.55","286.71","547.26","78.47","397.12","303.55","42.23","26.31","25.03","51.34","21.53","22.11","8.19","247.74","91.81","2.0","0.05","0.0","13.21","2129.57","493.51"
"4","1992","14","Chhattisgarh","Bilaspur","1542.39","402.07","547.82","289.19","303.32","592.51","78.31","427.15","317.48","50.65","29.3","29.73","59.03","21.69","23.39","7.8","276.66","92.2","1.97","0.07","0.01","18.07","2289.71","535.21"
"4","1997","14","Chhattisgarh","Bilaspur","1686.4","493.5","568.75","0.0","0.0","624.16","78.13","472.03","336.01","61.82","0.0","0.0","74.19","21.87","28.45","8.79","295.38","91.21","2.19","0.14","0.02","23.21","2507.82","711.48"
"4","2003","14","Chhattisgarh","Bilaspur","1508.15","398.51","512.07","265.12","332.46","597.57","79.9","379.36","270.18","58.35","20.41","30.41","50.83","20.1","12.49","3.81","315.48","96.19","0.63","0.01","0.0","17.24","2233.34","978.32"
"4","2007","14","Chhattisgarh","Bilaspur","1783.33","452.77","696.62","304.44","329.53","633.94","81.92","393.48","246.02","80.1","29.27","38.08","67.36","18.08","15.69","3.83","394.31","96.17","0.13","0.07","0.0","13.71","2600.71","575.13"
"4","2012","14","Chhattisgarh","Bilaspur","1817.39","522.53","724.65","223.02","347.19","570.2","85.86","299.3","170.8","72.94","20.25","35.31","55.55","14.14","14.97","2.99","486.07","97.01","0.56","0.11","0.0","21.76","2640.16","1173.81"
"4","2019","14","Chhattisgarh","Bilaspur","1842.21","471.72","736.69","216.33","417.47","633.8","88.67","235.29","92.64","75.92","22.95","43.77","66.72","11.33","12.42","2.14","568.61","97.86","0.0","0.0","0.0","12.38","2670.91","0.0"
"5","1966","14","Chhattisgarh","Raigarh","705.53","291.91","184.26","111.19","118.16","229.36","82.39","150.77","109.29","20.12","11.09","10.27","21.36","17.61","35.44","12.36","251.25","87.64","5.11","0.01","0.0","33.66","1181.76","521.32"
"5","1972","14","Chhattisgarh","Raigarh","691.7","304.14","179.69","97.76","110.11","207.87","83.4","137.68","102.75","17.69","8.5","8.75","17.25","16.6","39.21","15.24","218.0","84.76","4.57","0.0","0.0","44.03","1135.19","451.1"
"5","1977","14","Chhattisgarh","Raigarh","708.78","311.53","184.86","101.16","111.22","212.39","83.92","135.79","101.35","17.24","8.31","8.89","17.2","16.08","35.0","14.46","207.0","85.54","3.0","0.0","0.0","40.0","1129.57","517.96"
"5","1982","14","Chhattisgarh","Raigarh","747.22","332.8","192.9","106.56","114.96","221.52","83.89","143.5","105.43","18.68","9.38","10.01","19.39","16.11","37.97","13.72","238.71","86.28","2.99","0.02","0.0","46.15","1216.56","569.89"
"5","1987","14","Chhattisgarh","Raigarh","800.93","360.53","206.11","113.87","120.42","234.28","84.68","144.94","106.87","18.38","9.31","10.38","19.69","15.32","32.88","10.74","273.18","89.26","1.82","0.01","0.0","47.74","1301.48","580.58"
"5","1992","14","Chhattisgarh","Raigarh","845.86","380.36","216.67","121.94","126.89","248.83","84.86","150.93","109.77","19.2","10.86","11.1","21.96","15.14","36.53","10.96","296.74","89.04","1.64","0.02","0.0","59.92","1391.64","660.22"
"5","1997","14","Chhattisgarh","Raigarh","869.67","394.29","222.84","0.0","0.0","252.54","84.39","160.87","112.48","22.34","0.0","0.0","26.06","15.61","41.9","11.83","312.27","88.17","1.74","0.02","0.0","69.55","1456.02","699.03"
"5","2003","14","Chhattisgarh","Raigarh","790.4","389.54","184.83","99.73","116.32","216.05","86.52","123.19","86.54","19.97","6.26","10.43","16.7","13.48","21.66","6.04","337.04","93.96","0.59","0.04","0.0","79.77","1352.69","826.29"
"5","2007","14","Chhattisgarh","Raigarh","865.97","424.1","229.55","98.02","114.31","212.32","88.25","115.35","72.73","23.85","8.23","10.54","18.77","11.75","26.0","5.11","482.84","94.89","0.0","0.0","0.0","56.3","1546.46","720.9"
"5","2012","14","Chhattisgarh","Raigarh","891.32","467.74","234.61","76.56","112.41","188.97","91.48","83.02","45.51","23.15","5.05","9.31","14.35","8.52","28.72","5.01","544.49","94.99","0.6","0.03","0.0","49.05","1597.23","822.87"
"5","2019","14","Chhattisgarh","Raigarh","812.07","402.51","211.32","74.05","124.19","198.24","93.36","57.75","26.99","16.9","4.81","9.05","13.86","6.64","24.72","3.59","663.02","96.41","0.0","0.0","0.0","49.99","1607.55","0.0"
"6","1966","14","Chhattisgarh","Surguja","957.24","399.17","277.53","123.49","157.05","280.54","83.6","187.73","99.23","48.32","17.65","22.53","40.18","16.4","1.83","0.52","351.51","99.48","14.57","0.0","0.0","15.75","1528.62","404.0"
"6","1972","14","Chhattisgarh","Surguja","981.26","428.07","283.99","118.31","150.89","269.2","86.76","149.77","64.84","47.81","15.96","21.16","37.11","13.24","1.55","0.48","323.4","99.52","11.35","0.0","0.0","18.81","1486.14","443.95"
"6","1977","14","Chhattisgarh","Surguja","1027.53","460.02","288.27","125.46","153.79","279.24","86.6","159.01","67.73","49.54","18.71","23.03","41.74","13.4","3.0","0.99","299.0","99.01","9.0","0.0","0.0","16.0","1513.54","518.08"
"6","1982","14","Chhattisgarh","Surguja","1086.98","485.35","304.75","140.75","156.13","296.88","85.83","179.47","71.6","55.5","25.38","27.0","52.37","14.17","4.7","1.31","353.79","98.69","8.21","0.41","0.0","26.97","1660.53","564.75"
"6","1987","14","Chhattisgarh","Surguja","1069.9","480.53","293.53","142.46","153.37","295.84","84.43","197.23","77.71","60.04","29.26","30.22","59.48","15.57","5.44","1.46","367.65","98.54","5.87","0.0","0.0","30.79","1676.87","587.5"
"6","1992","14","Chhattisgarh","Surguja","1129.07","537.41","296.28","143.81","151.58","295.39","84.08","213.75","89.69","62.63","29.06","32.37","61.43","15.92","7.2","1.82","387.93","98.18","4.64","0.0","0.0","43.38","1785.97","645.43"
"6","1997","14","Chhattisgarh","Surguja","1189.82","574.97","300.78","0.0","0.0","314.07","82.89","245.67","100.64","71.8","0.0","0.0","73.23","17.11","9.28","2.04","445.11","97.96","3.18","0.0","0.0","53.16","1946.22","761.49"
"6","2003","14","Chhattisgarh","Surguja","1188.73","621.03","281.61","121.46","164.62","286.09","82.31","255.51","136.05","65.45","21.07","32.93","54.0","17.69","5.34","0.85","621.97","99.15","1.26","0.0","0.0","65.12","2137.93","950.36"
"6","2007","14","Chhattisgarh","Surguja","1227.6","662.24","319.72","111.19","134.45","245.64","81.63","276.25","147.95","71.98","24.59","31.75","56.34","18.37","7.57","1.11","676.36","98.89","0.35","0.0","0.0","26.04","2214.17","960.79"
"6","2012","14","Chhattisgarh","Surguja","1314.11","748.16","319.19","86.79","159.97","246.75","84.26","245.48","133.16","63.14","16.85","32.33","49.17","15.74","4.63","0.59","773.59","99.41","0.72","0.33","0.58","44.93","2384.37","1175.76"
"6","2019","14","Chhattisgarh","Surguja","1585.2","867.47","381.81","105.57","230.36","335.93","85.37","271.55","127.39","77.49","18.47","48.21","66.67","14.63","6.14","0.56","1098.43","99.44","0.0","0.0","0.0","43.24","3004.56","0.0"
"7","1966","6","Madhya Pradesh","Jabalpur","705.3","284.42","187.06","108.3","125.53","233.83","85.06","123.91","14.15","58.64","19.48","31.64","51.12","14.94","14.3","7.91","166.42","92.09","4.32","0.22","0.01","17.0","1031.48","49.68"
"7","1972","6","Madhya Pradesh","Jabalpur","767.69","290.9","210.82","127.69","138.28","265.96","85.26","132.73","10.53","64.68","23.2","34.33","57.52","14.74","10.27","5.7","170.05","94.3","3.75","0.1","0.0","17.13","1101.72","83.19"
"7","1977","6","Madhya Pradesh","Jabalpur","777.81","295.03","224.08","119.89","138.8","258.69","85.64","130.37","15.12","65.26","19.12","30.88","50.0","14.36","11.0","5.73","181.0","94.27","5.0","0.0","0.0","21.0","1126.18","145.63"
"7","1982","6","Madhya Pradesh","Jabalpur","761.01","284.48","212.47","121.53","142.53","264.06","84.55","139.11","11.92","66.38","24.27","36.54","60.81","15.45","13.87","7.58","169.23","92.42","3.09","0.44","0.02","16.52","1103.28","161.05"
"7","1987","6","Madhya Pradesh","Jabalpur","872.21","306.27","258.4","146.28","161.27","307.54","83.48","172.56","16.43","83.58","28.47","44.09","72.56","16.52","13.19","6.9","177.9","93.1","2.66","0.53","0.0","18.7","1257.75","250.78"
"7","1992","6","Madhya Pradesh","Jabalpur","893.4","304.4","265.49","162.36","161.15","323.51","82.75","186.29","18.74","86.31","33.87","47.38","81.25","17.25","15.6","7.48","192.82","92.52","2.2","0.29","0.0","24.25","1314.85","409.11"
"7","1997","6","Madhya Pradesh","Jabalpur","1094.41","437.38","293.77","0.0","0.0","363.26","83.97","208.91","26.88","98.55","0.0","0.0","83.48","16.03","14.71","7.79","174.06","92.21","1.61","0.06","0.0","24.27","1518.03","728.2"
"7","2003","6","Madhya Pradesh","Jabalpur","681.58","123.0","251.15","130.61","176.82","307.44","80.42","165.95","10.42","87.19","23.39","44.95","68.34","19.58","4.7","2.24","205.45","97.76","0.52","0.38","0.0","22.95","1081.53","2672.07"
"7","2007","6","Madhya Pradesh","Jabalpur","922.03","264.15","342.82","145.06","170.01","315.07","82.15","200.39","9.66","114.91","30.84","44.98","75.82","17.85","4.07","1.94","205.95","98.06","0.24","0.05","0.0","16.32","1349.05","2749.84"
"7","2012","6","Madhya Pradesh","Jabalpur","800.71","238.79","285.12","90.92","185.89","276.81","84.47","147.19","9.25","80.4","16.91","40.63","57.55","15.53","2.69","1.35","197.04","98.65","0.18","0.03","0.01","8.24","1156.09","3420.15"
"7","2019","6","Madhya Pradesh","Jabalpur","676.23","138.85","275.14","62.26","199.98","262.24","77.23","199.42","8.71","105.75","16.12","68.84","84.96","22.77","2.74","0.99","273.29","99.01","0.0","0.0","0.0","10.71","1162.39","0.0"
"8","1966","6","Madhya Pradesh","Balaghat","474.56","207.78","127.58","62.64","76.57","139.21","82.75","98.93","47.51","26.34","9.84","15.24","25.08","17.25","0.15","0.1","145.68","99.9","0.58","0.0","0.0","6.72","726.63","299.29"
"8","1972","6","Madhya Pradesh","Balaghat","530.38","236.06","141.63","70.63","82.06","152.69","83.97","101.26","47.68","27.69","10.15","15.74","25.9","16.03","0.39","0.31","124.08","99.69","0.75","0.01","0.0","10.94","767.82","342.71"
"8","1977","6","Madhya Pradesh","Balaghat","489.65","211.53","136.85","65.47","75.8","141.27","82.65","102.82","46.58","28.64","11.81","15.79","27.6","17.35","0.0","0.0","121.0","100.0","0.0","0.0","0.0","9.0","722.47","344.1"
"8","1982","6","Madhya Pradesh","Balaghat","486.17","212.77","133.8","66.49","73.11","139.59","82.29","104.62","42.24","28.93","15.57","17.88","33.45","17.71","0.07","0.06","126.72","99.94","0.4","0.0","0.0","15.63","733.6","295.57"
"8","1987","6","Madhya Pradesh","Balaghat","545.59","232.67","151.24","80.92","80.76","161.69","81.55","123.4","46.25","37.27","19.27","20.6","39.87","18.45","0.13","0.09","137.02","99.91","0.33","0.0","0.0","19.07","825.55","264.98"
"8","1992","6","Madhya Pradesh","Balaghat","581.6","251.89","165.19","80.03","84.49","164.52","81.18","134.84","50.74","39.65","20.99","23.47","44.45","18.82","0.03","0.02","160.18","99.98","0.2","0.0","0.0","21.23","898.08","270.58"
"8","1997","6","Madhya Pradesh","Balaghat","574.35","243.88","167.0","0.0","0.0","163.47","80.9","135.57","45.33","44.05","0.0","0.0","46.19","19.1","1.11","0.61","180.12","99.39","0.15","0.0","0.01","22.43","913.74","314.6"
"8","2003","6","Madhya Pradesh","Balaghat","537.81","226.46","143.86","69.57","97.92","167.49","79.36","139.84","35.98","52.11","19.01","32.74","51.76","20.64","0.01","0.0","240.24","100.0","0.17","0.0","0.0","14.75","932.82","265.03"
"8","2007","6","Madhya Pradesh","Balaghat","570.6","264.5","163.95","66.16","75.99","142.15","78.78","153.73","39.81","62.38","20.75","30.79","51.53","21.22","0.0","0.0","273.23","100.0","0.1","0.0","0.0","8.96","1006.62","240.22"
"8","2012","6","Madhya Pradesh","Balaghat","576.78","267.11","151.61","54.63","103.44","158.07","80.35","141.03","39.25","50.55","14.61","36.63","51.24","19.65","0.0","0.0","225.97","100.0","0.75","0.01","0.01","5.39","949.94","248.8"
"8","2019","6","Madhya Pradesh","Balaghat","605.93","261.7","171.42","51.82","120.99","172.81","76.44","186.81","40.58","73.12","17.71","55.4","73.11","23.56","0.04","0.01","328.85","99.99","0.0","0.0","0.0","5.68","1127.3","0.0"
"9","1966","6","Madhya Pradesh","Chhindwara","604.33","250.55","161.52","86.46","105.81","192.27","88.45","78.91","2.44","40.04","13.32","23.11","36.43","11.55","3.44","2.0","168.65","98.0","6.26","0.67","0.0","4.24","866.51","247.56"
"9","1972","6","Madhya Pradesh","Chhindwara","684.69","261.9","189.21","106.58","127.01","233.58","88.21","91.54","1.98","47.18","16.1","26.29","42.39","11.79","3.55","2.09","166.59","97.91","6.93","0.74","0.0","5.45","959.49","275.12"
"9","1977","6","Madhya Pradesh","Chhindwara","655.16","253.73","190.1","97.07","114.27","211.34","87.29","95.38","3.06","48.15","16.87","27.3","44.17","12.71","3.0","1.53","193.0","98.47","6.0","0.0","0.0","7.0","959.54","291.74"
"9","1982","6","Madhya Pradesh","Chhindwara","683.84","261.4","202.79","102.81","116.85","219.66","86.66","105.23","3.18","53.14","19.5","29.42","48.92","13.34","2.86","1.23","229.35","98.77","6.55","0.91","0.0","9.21","1037.96","323.54"
"9","1987","6","Madhya Pradesh","Chhindwara","763.22","291.0","225.36","120.82","126.04","246.86","86.24","121.78","5.1","58.91","22.75","35.02","57.77","13.76","2.64","1.0","261.6","99.0","6.39","0.71","0.0","8.33","1164.67","340.82"
"9","1992","6","Madhya Pradesh","Chhindwara","724.37","297.24","203.68","108.38","115.07","223.45","85.47","123.1","3.72","62.04","22.53","34.8","57.34","14.53","2.39","0.97","244.59","99.03","5.13","0.83","0.0","6.88","1107.29","313.68"
"9","1997","6","Madhya Pradesh","Chhindwara","761.54","305.83","213.01","0.0","0.0","242.7","84.7","137.61","4.46","68.3","0.0","0.0","64.86","15.3","1.74","0.69","250.65","99.31","4.83","0.7","0.0","6.75","1163.82","327.18"
"9","2003","6","Madhya Pradesh","Chhindwara","716.06","315.11","190.23","92.71","118.01","210.72","83.65","139.92","3.8","74.65","19.45","42.02","61.47","16.35","0.82","0.27","306.73","99.73","2.16","0.4","0.0","5.33","1171.42","542.67"
"9","2007","6","Madhya Pradesh","Chhindwara","778.36","344.6","238.33","87.51","107.93","195.44","82.2","168.5","3.54","93.53","27.22","44.22","71.43","17.8","0.59","0.17","355.93","99.83","1.49","0.51","0.0","3.39","1308.77","329.55"
"9","2012","6","Madhya Pradesh","Chhindwara","699.07","314.7","201.06","60.14","123.16","183.3","83.64","136.7","5.25","71.7","17.45","42.3","59.75","16.36","0.06","0.02","273.07","99.98","1.03","0.24","0.0","1.8","1111.97","361.12"
"9","2019","6","Madhya Pradesh","Chhindwara","712.16","266.05","218.81","64.06","163.24","227.3","81.0","167.07","6.55","83.88","12.29","64.36","76.64","19.0","0.34","0.09","368.67","99.91","0.0","0.0","0.0","1.2","1249.44","0.0"
"10","1966","6","Madhya Pradesh","Narsinghpur","304.43","98.27","87.81","56.65","61.7","118.35","86.12","49.06","0.98","25.12","8.51","14.44","22.95","13.88","8.22","13.14","54.32","86.86","3.17","1.34","0.01","4.42","424.98","28.12"
"10","1972","6","Madhya Pradesh","Narsinghpur","320.53","102.19","92.8","65.09","60.45","125.54","85.41","54.75","0.84","27.51","10.59","15.81","26.4","14.59","7.44","14.3","44.6","85.7","3.4","0.96","0.02","4.67","436.37","27.37"
"10","1977","6","Madhya Pradesh","Narsinghpur","316.99","104.79","94.85","55.59","61.75","117.34","84.11","59.87","1.13","31.15","10.88","16.71","27.58","15.89","2.0","4.0","48.0","96.0","5.0","0.0","0.0","5.0","436.85","42.67"
"10","1982","6","Madhya Pradesh","Narsinghpur","335.48","104.6","104.43","63.88","62.57","126.45","81.35","76.92","2.0","40.9","13.01","21.0","34.01","18.65","2.46","3.49","67.98","96.51","3.51","1.22","0.0","5.16","492.72","64.02"
"10","1987","6","Madhya Pradesh","Narsinghpur","334.85","103.76","104.61","63.1","63.38","126.49","80.77","79.72","2.28","40.48","14.63","22.33","36.96","19.23","1.66","2.75","58.69","97.25","2.72","1.29","0.0","5.14","484.08","52.42"
"10","1992","6","Madhya Pradesh","Narsinghpur","341.39","105.52","107.9","62.93","65.04","127.97","79.32","88.99","3.03","43.72","16.58","25.67","42.25","20.68","1.27","1.81","68.94","98.19","1.72","1.22","0.0","5.81","509.34","49.16"
"10","1997","6","Madhya Pradesh","Narsinghpur","325.95","89.82","111.71","0.0","0.0","124.42","76.5","100.14","3.1","51.76","0.0","0.0","45.29","23.5","1.19","1.67","70.03","98.33","1.47","0.89","0.0","5.57","505.24","53.74"
"10","2003","6","Madhya Pradesh","Narsinghpur","400.8","97.44","132.31","73.2","97.86","171.06","77.21","118.31","1.84","58.9","15.93","41.65","57.57","22.79","0.24","0.25","96.91","99.75","1.07","0.68","0.0","5.14","623.15","52.32"
"10","2007","6","Madhya Pradesh","Narsinghpur","374.48","70.83","173.95","57.46","72.25","129.71","73.86","132.53","2.31","73.27","21.81","35.15","56.96","26.14","0.33","0.42","77.91","99.58","0.15","0.69","0.0","1.22","587.31","28.4"
"10","2012","6","Madhya Pradesh","Narsinghpur","321.11","62.6","129.82","40.13","88.57","128.69","71.62","127.23","2.47","66.56","14.9","43.29","58.19","28.38","0.74","0.69","106.61","99.31","0.26","0.56","0.0","2.83","559.34","53.84"
"10","2019","6","Madhya Pradesh","Narsinghpur","254.9","26.89","116.21","20.29","91.51","111.8","68.6","116.68","1.5","57.76","8.36","49.07","57.43","31.4","0.59","0.48","122.18","99.52","0.0","0.0","0.0","1.65","496.01","0.0"
