"Dist Code","Year","State Code","State Name","Dist Name","MARGINAL NUMBER (1000 Number)","MARGINAL AREA (1000 ha)","SMALL NUMBER (1000 Number)","SMALL AREA (1000 ha)","SEMI MEDIUM NUMBER (1000 Number)","SEMI MEDIUM AREA (1000 ha)","MEDIUM NUMBER (1000 Number)","MEDIUM AREA (1000 ha)","LARGE NUMBER (1000 Number)","LARGE AREA (1000 ha)","TOTAL NUMBER (1000 Number)","TOTAL AREA (1000 ha)"
"134","1985","3","Gujarat","Panch Mahals","71.46","37.1","58.46","85.16","57.2","161.8","32.51","186.44","2.86","37.99","222.48","508.48"
"134","1990","3","Gujarat","Panch Mahals","75.03","38.98","60.59","88.25","57.4","161.86","31.04","177.08","2.64","54.56","226.71","520.74"
"134","1995","3","Gujarat","Panch Mahals","79.29","41.28","62.4","90.59","58.0","162.93","30.36","172.75","2.46","32.33","232.51","499.87"
"134","2000","3","Gujarat","Panch Mahals","99.58","50.1","70.04","100.6","59.66","166.22","28.57","161.35","2.09","34.43","259.95","512.72"
"134","2005","3","Gujarat","Panch Mahals","121.99","55.53","74.77","108.02","61.99","173.06","28.59","160.84","2.41","45.41","289.74","542.86"
"134","2010","3","Gujarat","Panch Mahals","143.0","60.0","77.0","110.0","61.0","169.0","27.0","152.0","2.0","37.0","309.0","530.0"
"135","1970","3","Gujarat","Rajkot","4.15","2.78","10.5","16.09","22.36","65.58","43.67","290.31","25.46","380.36","106.14","755.13"
"135","1976","3","Gujarat","Rajkot","8.69","5.25","20.66","31.25","39.54","114.85","58.47","372.17","17.33","248.61","144.68","772.13"
"135","1980","3","Gujarat","Rajkot","9.96","7.0","27.73","41.98","48.0","138.91","61.02","382.7","14.78","202.53","161.49","773.12"
"135","1985","3","Gujarat","Rajkot","15.45","10.39","40.6","61.13","56.62","161.6","60.33","372.29","11.56","160.32","184.56","765.72"
"135","1990","3","Gujarat","Rajkot","23.76","16.35","60.53","90.83","69.78","196.96","58.13","349.71","8.47","121.66","220.69","775.51"
"135","1995","3","Gujarat","Rajkot","35.84","25.64","89.54","133.38","83.46","232.35","50.61","294.73","5.25","75.15","264.69","761.25"
"135","2000","3","Gujarat","Rajkot","59.56","39.35","125.04","184.57","94.71","259.5","41.14","231.71","2.82","43.42","323.28","758.54"
"135","2005","3","Gujarat","Rajkot","71.27","46.26","136.48","201.55","98.39","269.52","39.25","220.07","2.79","46.36","348.17","783.76"
"135","2010","3","Gujarat","Rajkot","81.0","52.0","141.0","207.0","95.0","259.0","33.0","184.0","2.0","33.0","353.0","735.0"
"136","1970","3","Gujarat","Sabar Kantha","43.96","23.72","38.6","56.73","42.22","120.39","29.49","174.46","4.83","88.16","159.1","463.45"
"136","1976","3","Gujarat","Sabar Kantha","47.5","24.35","40.49","59.14","42.91","121.82","29.37","172.48","3.88","61.89","164.16","439.68"
"136","1980","3","Gujarat","Sabar Kantha","51.7","27.77","46.79","68.46","45.5","128.96","27.99","162.08","3.05","47.51","175.03","434.77"
"136","1985","3","Gujarat","Sabar Kantha","58.25","30.85","53.01","77.42","46.39","130.85","26.8","153.87","2.47","37.67","186.91","430.67"
"136","1990","3","Gujarat","Sabar Kantha","28.56","16.1","47.53","70.78","64.11","184.3","65.45","399.88","13.98","219.71","219.62","890.77"
"136","1995","3","Gujarat","Sabar Kantha","75.5","40.52","64.19","93.51","48.22","134.56","23.24","131.9","1.95","33.14","213.09","433.62"
"136","2000","3","Gujarat","Sabar Kantha","87.72","45.54","71.2","102.96","49.25","136.5","20.76","116.65","1.64","29.98","230.58","431.63"
"136","2005","3","Gujarat","Sabar Kantha","104.18","50.3","74.72","108.12","50.66","140.6","20.69","115.82","1.95","42.0","252.19","456.83"
"136","2010","3","Gujarat","Sabar Kantha","122.0","56.0","78.0","113.0","50.0","138.0","18.0","102.0","1.0","32.0","270.0","440.0"
"137","1970","3","Gujarat","Surat","38.4","20.24","33.25","48.65","37.19","106.68","31.02","186.01","5.04","70.9","144.89","432.47"
"137","1976","3","Gujarat","Surat","39.32","19.64","33.78","49.28","36.53","104.63","28.62","168.92","3.74","52.49","141.99","394.95"
"137","1980","3","Gujarat","Surat","47.14","24.48","41.52","60.37","41.4","118.0","28.4","165.5","3.03","42.23","161.49","410.58"
"137","1985","3","Gujarat","Surat","50.73","25.45","42.89","62.39","41.66","118.42","26.93","156.46","2.73","39.59","164.93","402.31"
"137","1990","3","Gujarat","Surat","54.69","27.58","47.71","69.23","43.66","123.62","26.81","154.86","2.68","45.09","175.55","420.37"
"137","1995","3","Gujarat","Surat","57.24","29.49","49.33","71.99","44.13","124.83","25.02","143.78","2.22","32.22","177.94","402.31"
"137","2000","3","Gujarat","Surat","65.53","32.75","53.16","77.4","44.65","125.44","22.84","129.96","1.87","29.65","188.04","395.2"
"137","2005","3","Gujarat","Surat","77.78","35.65","57.19","82.76","45.98","129.26","23.09","131.39","2.0","33.52","206.05","412.57"
"137","2010","3","Gujarat","Surat","91.0","38.0","58.0","83.0","43.0","121.0","20.0","109.0","2.0","24.0","213.0","376.0"
"138","1970","3","Gujarat","Surendranagar","3.48","2.4","8.15","12.34","15.57","45.41","29.74","197.28","26.65","447.76","83.58","705.19"
"138","1976","3","Gujarat","Surendranagar","5.09","3.53","11.92","17.84","21.78","63.35","38.21","250.05","24.75","396.64","101.75","731.4"
"138","1980","3","Gujarat","Surendranagar","6.39","4.54","15.54","23.27","26.5","76.93","42.16","273.28","21.93","336.33","112.53","714.35"
"138","1985","3","Gujarat","Surendranagar","8.15","5.88","21.42","32.01","33.68","96.49","45.21","290.47","18.86","282.96","127.31","707.8"
"138","1990","3","Gujarat","Surendranagar","10.95","7.93","30.24","45.23","44.76","126.89","48.82","307.73","15.81","251.34","150.58","739.12"
"138","1995","3","Gujarat","Surendranagar","15.31","11.11","39.33","58.83","55.65","156.69","50.67","313.95","11.84","173.97","172.79","714.56"
"138","2000","3","Gujarat","Surendranagar","20.64","15.12","50.44","74.73","64.4","180.82","50.81","307.38","8.41","122.35","194.7","700.4"
"138","2005","3","Gujarat","Surendranagar","25.23","17.65","56.4","83.36","68.87","193.9","52.12","314.5","8.38","124.42","211.0","733.82"
"138","2010","3","Gujarat","Surendranagar","33.0","22.0","67.0","98.0","74.0","207.0","48.0","286.0","6.0","103.0","227.0","715.0"
"139","1970","10","Rajasthan","Ajmer","68.09","29.57","34.98","50.76","29.67","84.28","23.8","144.86","8.02","177.6","164.56","487.06"
"139","1976","10","Rajasthan","Ajmer","77.16","33.29","37.87","54.89","33.45","94.41","25.34","153.68","7.81","136.46","181.63","472.72"
"139","1980","10","Rajasthan","Ajmer","89.35","40.27","47.14","68.37","38.1","107.77","26.01","157.09","8.22","141.36","208.82","514.85"
"139","1985","10","Rajasthan","Ajmer","91.93","37.48","43.52","62.62","38.51","106.04","27.33","161.81","7.49","113.83","208.78","481.78"
"139","1990","10","Rajasthan","Ajmer","107.65","42.49","47.25","66.93","39.05","108.45","27.38","163.85","7.25","114.72","228.58","496.44"
"139","1995","10","Rajasthan","Ajmer","95.41","40.09","44.94","65.36","39.16","109.4","28.16","167.43","7.74","120.18","215.41","502.47"
"139","2000","10","Rajasthan","Ajmer","107.3","44.65","46.92","67.87","39.2","110.36","26.53","159.72","6.59","103.53","226.54","486.12"
"139","2005","10","Rajasthan","Ajmer","115.77","49.87","50.74","73.23","40.95","114.87","26.2","157.14","6.36","98.95","240.01","494.06"
"139","2010","10","Rajasthan","Ajmer","124.92","54.0","55.08","79.3","42.41","118.82","25.48","151.43","5.81","91.0","253.7","494.56"
"140","1970","10","Rajasthan","Alwar","87.37","44.13","49.25","71.07","45.09","131.64","31.4","178.79","4.25","99.45","217.36","525.08"
"140","1976","10","Rajasthan","Alwar","117.61","52.39","58.47","81.7","48.47","138.21","30.75","175.95","3.65","59.71","258.96","507.97"
"140","1980","10","Rajasthan","Alwar","127.24","59.5","68.44","91.08","51.55","142.39","30.44","169.3","3.11","44.45","280.76","506.72"
"140","1985","10","Rajasthan","Alwar","122.16","57.98","67.42","94.86","50.77","144.3","31.49","179.63","3.52","49.67","275.36","526.45"
"140","1990","10","Rajasthan","Alwar","121.44","59.84","68.6","97.44","52.28","147.29","30.57","176.7","3.45","49.77","276.35","531.02"
"140","1995","10","Rajasthan","Alwar","136.24","66.64","73.09","102.52","52.55","147.22","28.36","163.19","3.16","47.7","293.4","527.28"
"140","2000","10","Rajasthan","Alwar","151.35","73.97","78.65","111.26","54.27","152.09","27.25","156.45","2.59","36.54","314.11","530.31"
"140","2005","10","Rajasthan","Alwar","178.69","90.28","87.79","123.35","55.19","152.8","23.09","130.72","1.89","26.16","346.66","523.3"
"140","2010","10","Rajasthan","Alwar","234.3","113.66","97.92","137.16","53.69","147.04","18.31","101.94","1.26","17.34","405.49","517.13"
"141","1970","10","Rajasthan","Banswara","35.32","16.18","19.9","29.02","20.92","59.93","17.26","103.08","2.4","34.98","95.8","243.18"
"141","1976","10","Rajasthan","Banswara","47.17","20.87","22.58","32.66","23.44","66.41","15.67","92.59","1.89","27.9","110.76","240.43"
"141","1980","10","Rajasthan","Banswara","51.21","25.02","28.34","41.33","24.82","69.25","12.97","75.19","1.22","16.13","118.56","226.92"
"141","1985","10","Rajasthan","Banswara","60.99","27.9","28.89","41.52","24.79","69.37","13.96","81.17","1.45","23.36","130.08","243.32"
"141","1990","10","Rajasthan","Banswara","67.64","31.61","32.23","46.22","26.93","74.92","13.78","79.71","1.3","17.31","141.88","249.79"
"141","1995","10","Rajasthan","Banswara","78.46","36.71","35.8","51.38","27.09","75.21","12.24","69.91","1.09","18.31","154.68","251.51"
"141","2000","10","Rajasthan","Banswara","104.46","48.45","41.74","59.14","26.18","71.98","10.16","57.53","0.86","11.79","183.4","248.9"
"141","2005","10","Rajasthan","Banswara","129.71","57.06","43.17","60.72","26.56","72.69","9.82","55.31","0.72","10.28","209.97","256.06"
"141","2010","10","Rajasthan","Banswara","185.7","83.09","57.32","79.85","29.23","79.34","9.39","52.2","0.7","9.95","282.35","304.44"
"142","1970","10","Rajasthan","Barmer","2.46","1.36","4.46","6.85","10.25","31.14","25.17","170.86","63.75","1881.72","106.09","2091.93"
"142","1976","10","Rajasthan","Barmer","6.76","1.93","4.88","7.45","12.38","37.83","32.17","219.42","70.01","1947.36","126.21","2213.99"
"142","1980","10","Rajasthan","Barmer","8.84","2.25","5.84","8.94","13.88","40.21","46.04","311.46","76.78","1971.8","151.37","2334.67"
"142","1985","10","Rajasthan","Barmer","4.58","2.24","7.15","10.72","17.37","51.97","48.7","330.51","74.97","1777.43","152.77","2172.87"
"142","1990","10","Rajasthan","Barmer","7.47","3.23","8.54","13.1","19.94","60.22","52.07","355.44","77.69","1849.36","165.69","2281.34"
"142","1995","10","Rajasthan","Barmer","7.13","3.12","9.95","15.27","24.89","75.15","62.6","424.2","78.23","1755.71","182.8","2273.45"
"142","2000","10","Rajasthan","Barmer","8.33","4.04","13.04","20.03","32.39","97.49","76.61","513.68","77.76","1643.7","208.11","2278.94"
"142","2005","10","Rajasthan","Barmer","8.74","4.83","15.39","23.7","39.28","117.76","84.47","558.11","75.5","1557.52","223.38","2261.92"
"142","2010","10","Rajasthan","Barmer","18.93","11.61","32.18","48.65","59.12","174.72","100.39","651.49","69.73","1351.72","280.34","2238.18"
"143","1970","10","Rajasthan","Bharatpur","112.81","56.81","68.65","99.24","63.21","181.21","43.96","252.97","5.09","70.79","293.71","661.01"
"143","1976","10","Rajasthan","Bharatpur","134.37","63.48","61.62","87.73","55.86","158.07","33.94","194.33","2.96","43.55","288.75","547.16"
"143","1980","10","Rajasthan","Bharatpur","137.76","68.24","70.46","101.04","58.69","166.79","34.12","199.05","3.22","44.38","304.23","579.5"
"143","1985","10","Rajasthan","Bharatpur","143.77","67.66","66.55","95.75","56.53","160.27","33.73","194.92","3.31","46.9","303.89","565.48"
"143","1990","10","Rajasthan","Bharatpur","145.52","68.94","69.54","99.78","57.52","162.21","33.35","192.97","3.52","50.21","309.43","574.1"
"143","1995","10","Rajasthan","Bharatpur","170.95","80.28","73.4","105.03","56.96","160.35","31.86","184.83","3.01","42.03","336.15","572.52"
"143","2000","10","Rajasthan","Bharatpur","185.9","88.43","80.21","114.83","58.81","164.83","29.23","167.95","2.63","36.68","356.79","572.7"
"143","2005","10","Rajasthan","Bharatpur","206.22","97.84","84.44","120.07","57.55","160.12","27.01","154.16","2.43","33.57","377.64","565.75"
"143","2010","10","Rajasthan","Bharatpur","218.72","103.28","88.11","124.59","56.84","157.59","25.75","146.78","2.34","32.29","391.74","564.5"
"144","1970","10","Rajasthan","Bhilwara","57.93","31.11","55.33","78.99","50.31","142.75","33.33","199.08","6.82","119.19","203.71","571.12"
"144","1976","10","Rajasthan","Bhilwara","81.46","41.86","63.69","89.68","54.37","152.01","32.18","189.06","5.63","132.41","237.32","605.03"
"144","1980","10","Rajasthan","Bhilwara","71.63","38.81","59.11","83.92","50.56","142.25","27.01","160.09","4.15","61.33","212.46","486.4"
"144","1985","10","Rajasthan","Bhilwara","88.3","46.69","69.35","98.36","58.05","162.05","31.38","183.16","4.4","68.28","251.47","558.54"
"144","1990","10","Rajasthan","Bhilwara","104.72","54.42","75.26","106.76","60.68","169.03","31.87","186.16","4.51","69.89","277.04","586.26"
"144","1995","10","Rajasthan","Bhilwara","113.4","57.95","77.38","100.8","61.25","170.99","31.84","185.81","4.43","66.74","288.3","582.29"
"144","2000","10","Rajasthan","Bhilwara","109.31","57.42","75.96","107.98","60.33","167.88","29.98","173.77","3.98","61.25","279.56","568.3"
"144","2005","10","Rajasthan","Bhilwara","119.99","64.12","81.79","115.7","60.94","169.04","28.81","166.25","3.59","53.67","295.12","568.78"
"144","2010","10","Rajasthan","Bhilwara","143.78","74.48","86.59","122.17","59.93","165.52","26.93","154.71","3.36","50.76","320.58","567.65"
"145","1970","10","Rajasthan","Bikaner","0.2","0.11","0.43","0.66","2.08","6.57","11.29","78.36","33.9","971.97","47.9","1057.66"
"145","1976","10","Rajasthan","Bikaner","0.98","0.47","1.39","2.06","5.26","16.12","28.95","195.42","50.29","1284.77","86.86","1498.84"
"145","1980","10","Rajasthan","Bikaner","0.64","0.42","1.43","2.12","6.95","21.72","36.4","237.8","50.05","1144.56","95.48","1406.61"
"145","1985","10","Rajasthan","Bikaner","0.76","0.45","2.07","3.1","10.87","33.85","45.46","295.59","46.55","1013.88","105.71","1346.87"
"145","1990","10","Rajasthan","Bikaner","0.95","0.57","2.7","4.06","11.91","36.76","51.92","332.75","49.48","1035.77","116.95","1409.92"
"145","1995","10","Rajasthan","Bikaner","1.9","1.15","4.63","6.92","18.13","55.7","67.4","434.59","53.85","1082.38","145.91","1580.74"
"145","2000","10","Rajasthan","Bikaner","2.62","1.44","6.7","10.04","25.67","78.34","86.11","559.21","63.39","1224.54","184.49","1873.56"
"145","2005","10","Rajasthan","Bikaner","3.07","1.7","7.7","11.41","29.36","89.25","92.57","596.51","59.92","1113.5","192.62","1812.38"
"145","2010","10","Rajasthan","Bikaner","3.98","2.25","10.46","15.64","37.07","112.74","110.92","713.58","61.67","1117.27","224.1","1961.47"
"146","1970","10","Rajasthan","Bundi","15.34","7.95","13.42","19.91","16.06","45.57","13.27","81.74","4.47","74.92","62.56","230.09"
"146","1976","10","Rajasthan","Bundi","24.78","11.31","16.54","24.14","18.42","51.28","15.5","94.01","3.9","61.8","79.14","242.54"
"146","1980","10","Rajasthan","Bundi","34.85","17.56","26.7","42.36","26.17","76.5","19.06","115.54","3.93","59.11","110.71","311.07"
"146","1985","10","Rajasthan","Bundi","30.05","15.17","23.15","34.2","23.99","67.98","17.37","104.64","3.05","46.35","97.61","268.34"
"146","1990","10","Rajasthan","Bundi","38.38","18.83","27.39","39.54","26.09","72.63","17.23","102.11","2.6","38.91","111.68","272.03"
"146","1995","10","Rajasthan","Bundi","37.27","19.61","28.39","41.41","36.11","73.07","16.45","97.44","2.45","36.35","120.68","267.87"
"146","2000","10","Rajasthan","Bundi","43.2","23.02","32.07","46.83","28.39","79.61","15.69","91.87","1.87","27.69","121.22","269.03"
"146","2005","10","Rajasthan","Bundi","53.38","27.81","35.73","51.6","28.46","79.24","14.58","85.12","1.57","23.13","133.72","266.89"
"146","2010","10","Rajasthan","Bundi","69.04","36.31","40.64","58.22","28.52","78.94","12.42","71.41","1.25","18.52","151.88","263.39"
"147","1970","10","Rajasthan","Chittorgarh","39.14","21.19","38.63","55.66","38.85","110.95","31.85","195.04","7.23","126.93","155.7","509.76"
"147","1976","10","Rajasthan","Chittorgarh","67.81","30.98","48.85","68.68","45.77","129.2","34.69","210.56","6.07","90.65","203.19","530.08"
"147","1980","10","Rajasthan","Chittorgarh","57.3","31.16","51.98","75.4","51.0","143.93","35.36","209.92","5.06","71.96","200.69","532.37"
"147","1985","10","Rajasthan","Chittorgarh","63.57","33.75","54.96","78.02","49.3","138.05","33.98","202.02","5.19","75.66","206.99","527.5"
"147","1990","10","Rajasthan","Chittorgarh","72.07","38.9","60.21","85.84","52.8","148.08","33.93","200.97","4.78","69.22","223.78","543.0"
"147","1995","10","Rajasthan","Chittorgarh","80.08","42.38","63.98","91.25","53.27","149.3","32.71","192.74","4.56","65.97","234.59","541.65"
"147","2000","10","Rajasthan","Chittorgarh","97.39","51.23","70.88","100.72","55.3","154.39","30.99","181.56","3.87","56.47","258.42","544.36"
"147","2005","10","Rajasthan","Chittorgarh","105.73","56.5","74.16","104.86","54.72","151.94","28.79","167.73","3.6","51.8","267.0","532.82"
"147","2010","10","Rajasthan","Chittorgarh","114.18","59.56","69.42","97.95","47.29","130.82","21.97","126.9","2.41","34.61","255.27","449.84"
"148","1970","10","Rajasthan","Churu","0.94","0.62","2.06","3.18","8.8","27.42","31.99","217.5","57.91","1249.17","101.7","1497.9"
"148","1976","10","Rajasthan","Churu","1.66","0.79","2.71","4.11","10.6","32.56","37.73","261.45","56.91","1198.23","109.62","1497.14"
"148","1980","10","Rajasthan","Churu","1.01","0.51","2.31","3.7","9.24","28.71","36.23","252.01","47.79","938.43","96.57","1223.36"
"148","1985","10","Rajasthan","Churu","1.34","0.82","4.51","7.05","17.67","54.25","54.42","367.75","57.02","1100.09","134.96","1529.95"
"148","1990","10","Rajasthan","Churu","1.53","0.88","4.96","7.71","20.34","62.33","58.03","391.57","57.18","1080.56","142.04","1543.05"
"148","1995","10","Rajasthan","Churu","2.47","1.51","7.84","12.18","29.05","87.88","68.06","452.51","54.5","994.12","161.93","1548.21"
"148","2000","10","Rajasthan","Churu","3.27","2.01","10.83","16.57","35.12","105.18","68.05","443.5","41.06","703.06","158.32","1270.32"
"148","2005","10","Rajasthan","Churu","6.04","3.65","17.89","27.21","48.02","142.07","77.72","497.71","36.79","596.4","186.44","1267.04"
"148","2010","10","Rajasthan","Churu","12.01","7.3","27.44","41.53","60.39","178.12","83.04","523.53","32.23","507.0","215.1","1257.48"
"149","1970","10","Rajasthan","Dungarpur","29.89","13.19","20.69","30.36","19.4","54.77","9.49","52.76","0.69","19.35","80.15","170.43"
"149","1976","10","Rajasthan","Dungarpur","54.32","19.99","22.69","32.92","21.52","59.76","9.71","54.02","0.63","11.81","108.87","178.5"
"149","1980","10","Rajasthan","Dungarpur","52.62","21.61","22.49","32.98","19.39","54.04","6.81","36.71","0.3","4.01","101.62","149.35"
"149","1985","10","Rajasthan","Dungarpur","66.81","26.49","27.02","39.72","21.85","60.28","8.24","45.03","0.45","9.31","124.37","180.82"
"149","1990","10","Rajasthan","Dungarpur","77.76","30.57","27.76","40.03","22.68","62.05","8.08","43.83","0.47","10.21","136.75","186.68"
"149","1995","10","Rajasthan","Dungarpur","78.77","31.32","29.6","42.6","22.45","61.65","7.91","43.42","0.51","11.84","139.24","190.82"
"149","2000","10","Rajasthan","Dungarpur","86.13","33.47","29.66","43.05","22.27","61.62","8.0","43.85","0.52","13.42","146.57","195.42"
"149","2005","10","Rajasthan","Dungarpur","96.8","37.2","30.65","43.94","22.07","60.76","7.73","42.36","0.48","13.44","157.73","197.7"
"149","2010","10","Rajasthan","Dungarpur","116.11","47.47","35.81","50.69","19.81","53.36","5.15","27.5","0.28","7.16","177.16","186.18"
"150","1970","10","Rajasthan","Ganganagar","8.05","4.23","13.44","18.9","33.73","102.0","63.16","403.58","40.44","893.89","158.82","1422.6"
"150","1976","10","Rajasthan","Ganganagar","9.59","5.74","17.74","25.95","44.67","136.06","94.55","607.87","48.02","873.63","214.57","1649.26"
"150","1980","10","Rajasthan","Ganganagar","14.33","7.85","22.59","32.25","50.37","150.44","94.62","601.22","38.4","660.01","220.31","1451.77"
"150","1985","10","Rajasthan","Ganganagar","11.81","6.99","24.7","36.47","59.75","179.47","120.02","756.97","45.44","744.77","261.73","1724.66"
"150","1990","10","Rajasthan","Ganganagar","12.67","7.29","25.47","37.46","57.96","173.86","114.58","729.05","46.61","775.62","257.29","1723.28"
"150","1995","10","Rajasthan","Ganganagar","12.59","7.44","27.39","40.38","60.33","180.71","118.11","398.12","47.64","777.49","266.04","1404.13"
"150","2000","10","Rajasthan","Ganganagar","13.73","8.04","28.61","41.72","60.38","179.45","116.0","735.83","46.25","737.25","264.97","1702.3"
"150","2005","10","Rajasthan","Ganganagar","16.87","9.86","33.47","48.96","66.51","196.39","116.47","735.75","42.99","679.19","276.33","1670.15"
"150","2010","10","Rajasthan","Ganganagar","18.63","11.17","37.68","54.75","71.0","208.12","120.23","755.66","44.16","690.45","291.69","1720.15"
"151","1970","10","Rajasthan","Jaipur","69.55","33.93","49.04","71.68","59.3","174.58","54.22","339.5","22.05","388.58","254.15","1008.27"
"151","1976","10","Rajasthan","Jaipur","100.03","40.8","56.57","81.67","66.06","192.61","56.04","347.89","20.08","344.2","298.78","1007.17"
"151","1980","10","Rajasthan","Jaipur","72.96","34.43","51.51","74.73","63.2","184.47","52.58","323.87","18.22","305.35","258.47","922.84"
"151","1985","10","Rajasthan","Jaipur","79.21","38.53","63.1","91.57","72.71","210.97","59.1","360.51","17.95","295.13","292.06","996.71"
"151","1990","10","Rajasthan","Jaipur","95.56","48.39","76.06","109.79","80.71","231.32","59.82","363.76","16.1","257.9","328.24","1011.15"
"151","1995","10","Rajasthan","Jaipur","108.77","54.55","84.72","122.03","86.93","249.53","61.51","370.69","15.23","245.3","357.16","1042.09"
"151","2000","10","Rajasthan","Jaipur","138.55","67.58","99.5","143.38","94.47","269.41","58.85","351.47","13.08","216.07","404.46","1047.9"
"151","2005","10","Rajasthan","Jaipur","154.08","76.98","104.2","147.85","92.27","261.1","56.39","336.19","12.41","198.68","419.35","1020.8"
"151","2010","10","Rajasthan","Jaipur","187.63","95.07","119.02","169.07","95.21","268.25","50.96","300.1","10.3","163.57","463.12","996.04"
"152","1970","10","Rajasthan","Jaisalmer","0.44","0.34","0.88","1.51","2.04","6.53","5.23","36.66","12.33","469.49","20.92","514.53"
"152","1976","10","Rajasthan","Jaisalmer","1.09","0.57","1.21","1.89","2.52","7.74","7.27","49.59","17.46","523.72","29.54","583.51"
"152","1980","10","Rajasthan","Jaisalmer","0.74","0.44","1.45","2.1","2.99","9.08","9.94","67.7","18.47","491.31","33.59","570.63"
"152","1985","10","Rajasthan","Jaisalmer","0.84","0.53","1.34","2.03","2.47","7.4","8.84","63.09","20.39","536.45","33.88","609.5"
"152","1990","10","Rajasthan","Jaisalmer","1.76","1.15","2.41","3.75","3.57","10.6","10.7","74.44","20.95","517.94","39.38","607.87"
"152","1995","10","Rajasthan","Jaisalmer","2.94","2.11","3.62","5.37","4.9","14.59","17.2","115.48","22.61","533.87","51.27","671.42"
"152","2000","10","Rajasthan","Jaisalmer","2.12","1.27","2.91","4.49","7.3","22.44","36.47","229.0","22.98","510.49","71.78","767.68"
"152","2005","10","Rajasthan","Jaisalmer","1.36","1.0","3.44","5.46","7.9","24.0","37.11","235.87","22.42","490.16","72.22","756.49"
"152","2010","10","Rajasthan","Jaisalmer","2.93","2.1","7.99","12.55","12.5","37.76","51.71","319.66","24.21","494.46","99.34","866.52"
"153","1970","10","Rajasthan","Jalore","5.94","3.53","11.52","17.51","21.7","62.15","29.67","191.76","26.42","575.55","95.25","850.51"
"153","1976","10","Rajasthan","Jalore","7.89","4.58","13.28","20.11","27.55","77.94","32.01","208.22","25.51","483.73","106.24","794.57"
"153","1980","10","Rajasthan","Jalore","10.7","7.23","16.04","26.99","33.54","96.68","36.87","245.15","30.95","584.62","128.1","960.67"
"153","1985","10","Rajasthan","Jalore","7.82","4.79","15.85","23.87","31.18","87.98","35.98","232.17","25.39","463.07","116.22","811.89"
"153","1990","10","Rajasthan","Jalore","11.01","6.22","19.52","29.52","35.09","100.29","41.75","268.71","23.72","412.73","131.08","817.47"
"153","1995","10","Rajasthan","Jalore","11.27","6.33","20.29","30.81","36.09","103.19","42.76","273.54","23.0","391.06","133.41","804.93"
"153","2000","10","Rajasthan","Jalore","13.0","7.63","23.88","36.01","40.26","115.62","47.45","301.76","21.67","351.76","146.25","812.78"
"153","2005","10","Rajasthan","Jalore","14.0","8.54","25.89","38.9","41.86","119.94","47.89","302.89","20.38","329.05","150.01","799.31"
"153","2010","10","Rajasthan","Jalore","16.02","9.98","30.18","45.12","46.87","134.3","50.29","315.62","18.71","295.73","162.06","800.75"
"154","1970","10","Rajasthan","Jhalawar","28.51","13.35","21.72","31.93","23.76","68.73","23.98","148.36","6.49","105.7","104.46","368.07"
"154","1976","10","Rajasthan","Jhalawar","38.45","16.2","22.22","32.19","25.03","71.39","25.64","158.51","6.15","91.77","117.49","370.06"
"154","1980","10","Rajasthan","Jhalawar","42.51","21.86","30.57","44.09","29.01","82.76","22.88","136.44","3.86","54.82","128.83","339.96"
"154","1985","10","Rajasthan","Jhalawar","39.43","19.25","27.92","39.92","29.16","82.71","25.19","152.94","4.34","61.29","126.04","356.1"
"154","1990","10","Rajasthan","Jhalawar","46.65","22.77","32.29","46.59","31.79","90.7","25.17","152.59","4.94","70.12","140.85","382.76"
"154","1995","10","Rajasthan","Jhalawar","48.09","23.99","34.11","49.29","32.41","91.74","24.23","145.59","4.42","62.87","143.25","373.48"
"154","2000","10","Rajasthan","Jhalawar","62.74","30.25","40.03","57.59","35.74","100.94","22.95","136.06","3.45","48.36","164.9","373.2"
"154","2005","10","Rajasthan","Jhalawar","57.82","30.54","42.41","61.38","37.3","105.65","22.34","131.13","2.97","40.98","162.84","369.69"
"154","2010","10","Rajasthan","Jhalawar","73.29","37.95","50.36","71.99","38.87","108.49","20.09","116.2","2.29","31.75","184.91","366.38"
"155","1970","10","Rajasthan","Jhunjhunu","14.99","8.28","18.47","27.36","26.57","77.59","29.88","188.76","11.17","175.55","101.07","477.54"
"155","1976","10","Rajasthan","Jhunjhunu","19.12","9.84","21.05","31.04","28.9","83.45","31.09","194.37","9.47","142.72","109.62","461.42"
"155","1980","10","Rajasthan","Jhunjhunu","19.9","10.46","21.56","33.02","31.05","89.5","35.45","219.43","12.79","196.16","120.76","548.56"
"155","1985","10","Rajasthan","Jhunjhunu","20.05","11.18","26.88","38.93","34.96","100.84","32.23","197.1","7.27","106.55","121.38","454.6"
"155","1990","10","Rajasthan","Jhunjhunu","30.66","17.38","37.97","55.18","44.09","125.05","31.99","189.99","5.12","72.23","149.83","459.83"
"155","1995","10","Rajasthan","Jhunjhunu","32.75","19.76","47.28","68.85","51.22","144.39","30.76","179.7","3.69","50.86","165.7","463.56"
"155","2000","10","Rajasthan","Jhunjhunu","43.94","26.2","54.72","79.11","54.72","153.41","28.78","165.58","2.95","40.62","185.12","464.93"
"155","2005","10","Rajasthan","Jhunjhunu","62.37","36.12","68.81","98.09","58.85","162.53","24.31","135.89","1.88","25.41","216.22","458.04"
"155","2010","10","Rajasthan","Jhunjhunu","93.34","53.6","83.94","118.3","56.85","155.04","19.19","106.4","1.23","17.19","254.54","450.53"
