"Dist Code","Year","State Code","State Name","Dist Name","MARGINAL NUMBER (1000 Number)","MARGINAL AREA (1000 ha)","SMALL NUMBER (1000 Number)","SMALL AREA (1000 ha)","SEMI MEDIUM NUMBER (1000 Number)","SEMI MEDIUM AREA (1000 ha)","MEDIUM NUMBER (1000 Number)","MEDIUM AREA (1000 ha)","LARGE NUMBER (1000 Number)","LARGE AREA (1000 ha)","TOTAL NUMBER (1000 Number)","TOTAL AREA (1000 ha)"
"1","1970","14","Chhattisgarh","Durg","110.3","51.1","60.3","88.5","66.9","191.9","63.2","390.9","21.9","427.4","322.6","1149.8"
"1","1976","14","Chhattisgarh","Durg","143.99","66.85","75.98","112.03","77.92","221.87","65.96","399.69","20.0","358.88","383.86","1159.3"
"1","1980","14","Chhattisgarh","Durg","151.56","70.59","79.95","117.32","79.32","225.35","65.44","398.55","19.47","355.85","395.74","1167.68"
"1","1985","14","Chhattisgarh","Durg","204.56","93.19","101.09","145.06","90.69","252.07","65.62","392.83","16.56","284.01","478.52","1167.17"
"1","1990","14","Chhattisgarh","Durg","235.72","109.02","118.1","171.43","96.3","269.64","63.14","375.16","14.13","236.29","527.36","1161.53"
"1","1995","14","Chhattisgarh","Durg","316.6","146.08","145.35","207.57","106.16","291.94","57.98","338.86","10.13","166.04","636.2","1150.5"
"1","2000","14","Chhattisgarh","Durg","373.17","175.74","163.65","233.34","108.85","299.56","53.35","305.56","7.82","124.96","706.86","1139.15"
"1","2005","14","Chhattisgarh","Durg","425.88","192.8","176.15","251.31","110.49","300.74","49.47","283.08","6.65","105.51","768.62","1133.45"
"1","2010","14","Chhattisgarh","Durg","488.04","223.33","198.72","284.17","109.12","294.67","41.63","236.69","4.97","76.13","842.47","1114.97"
"2","1970","14","Chhattisgarh","Bastar","31.8","13.6","19.9","29.3","30.7","87.1","37.9","240.2","22.0","451.7","142.3","821.9"
"2","1976","14","Chhattisgarh","Bastar","41.77","18.86","27.59","41.13","44.28","125.71","48.66","302.07","22.07","400.26","184.37","888.02"
"2","1980","14","Chhattisgarh","Bastar","53.04","24.2","35.27","52.02","55.02","153.98","48.7","304.45","21.24","404.36","213.28","939.0"
"2","1985","14","Chhattisgarh","Bastar","69.53","32.22","46.4","68.49","72.49","191.14","50.09","305.26","19.1","374.75","257.6","971.86"
"2","1990","14","Chhattisgarh","Bastar","85.23","38.03","57.19","81.65","78.62","206.76","50.58","300.22","17.95","325.37","289.56","952.03"
"2","1995","14","Chhattisgarh","Bastar","90.91","42.36","71.95","106.91","89.76","234.08","52.99","316.59","15.2","285.59","320.8","985.52"
"2","2000","14","Chhattisgarh","Bastar","108.81","53.7","91.09","131.04","93.97","242.05","47.18","273.25","12.8","239.32","353.85","939.36"
"2","2005","14","Chhattisgarh","Bastar","120.52","60.72","98.0","141.82","96.54","252.05","46.48","274.63","12.01","229.26","373.53","958.48"
"2","2010","14","Chhattisgarh","Bastar","137.49","71.32","108.06","157.5","94.07","245.79","43.25","254.36","10.62","197.74","393.49","926.7"
"3","1970","14","Chhattisgarh","Raipur","161.6","75.4","75.0","110.8","68.6","195.3","51.7","315.1","15.9","300.7","372.8","997.3"
"3","1976","14","Chhattisgarh","Raipur","174.2","83.43","80.96","117.9","73.29","196.35","54.44","324.22","15.22","279.29","398.11","1001.18"
"3","1980","14","Chhattisgarh","Raipur","200.79","89.32","89.77","129.87","76.95","215.44","54.26","322.7","14.62","264.44","436.39","1021.77"
"3","1985","14","Chhattisgarh","Raipur","266.53","117.36","110.61","161.06","86.99","245.79","51.7","306.46","10.84","205.14","526.65","1035.82"
"3","1990","14","Chhattisgarh","Raipur","300.7","134.96","127.2","183.46","89.95","246.79","51.11","297.25","9.97","170.53","578.93","1032.99"
"3","1995","14","Chhattisgarh","Raipur","366.88","164.38","141.97","202.35","95.13","259.07","45.36","259.76","6.8","113.07","656.13","998.62"
"3","2000","14","Chhattisgarh","Raipur","426.97","192.62","165.42","235.04","95.75","261.53","41.46","237.71","5.12","79.73","734.72","1006.64"
"3","2005","14","Chhattisgarh","Raipur","460.92","206.18","171.63","240.92","95.17","258.13","38.95","219.58","4.19","68.05","770.86","992.85"
"3","2010","14","Chhattisgarh","Raipur","521.94","231.75","188.89","266.22","92.01","248.38","31.95","179.42","3.11","48.64","837.91","974.4"
"4","1970","14","Chhattisgarh","Bilaspur","238.3","96.7","81.8","120.0","68.3","197.8","46.4","280.6","11.3","195.9","446.1","891.0"
"4","1976","14","Chhattisgarh","Bilaspur","270.02","108.82","87.37","126.45","72.72","205.43","47.0","279.1","10.29","173.08","487.39","892.88"
"4","1980","14","Chhattisgarh","Bilaspur","287.6","115.37","94.0","135.4","74.95","209.04","45.54","269.08","9.46","157.03","511.53","885.9"
"4","1985","14","Chhattisgarh","Bilaspur","335.29","130.74","107.94","154.5","80.08","217.96","43.79","254.98","8.28","140.17","575.38","898.35"
"4","1990","14","Chhattisgarh","Bilaspur","382.62","147.13","116.89","166.95","80.07","220.64","41.42","240.47","6.93","116.91","627.94","892.1"
"4","1995","14","Chhattisgarh","Bilaspur","466.31","182.76","127.87","184.37","80.89","220.34","36.84","211.27","5.1","80.6","717.02","879.35"
"4","2000","14","Chhattisgarh","Bilaspur","504.25","205.95","140.25","195.26","77.85","213.31","33.47","189.84","3.92","61.3","759.74","865.67"
"4","2005","14","Chhattisgarh","Bilaspur","543.54","219.66","148.36","206.34","81.18","220.23","30.03","169.7","3.18","48.62","806.3","864.55"
"4","2010","14","Chhattisgarh","Bilaspur","607.94","242.92","157.07","219.27","77.08","206.32","26.17","146.49","2.36","35.03","870.63","850.03"
"5","1970","14","Chhattisgarh","Raigarh","54.1","23.0","23.1","33.6","26.8","77.9","32.0","203.3","13.3","231.6","149.3","569.4"
"5","1976","14","Chhattisgarh","Raigarh","68.38","31.12","34.22","49.85","37.87","107.38","36.07","228.27","11.77","191.82","188.3","608.44"
"5","1980","14","Chhattisgarh","Raigarh","69.05","31.82","39.45","57.62","44.51","125.42","37.72","231.74","10.16","168.57","200.89","615.16"
"5","1985","14","Chhattisgarh","Raigarh","88.77","40.05","46.97","69.16","48.18","135.74","37.83","230.3","8.85","144.19","230.6","619.43"
"5","1990","14","Chhattisgarh","Raigarh","99.98","44.41","52.37","77.19","53.02","148.53","38.01","230.05","7.74","124.01","251.12","624.19"
"5","1995","14","Chhattisgarh","Raigarh","128.7","57.77","59.82","87.31","55.43","155.06","36.16","218.32","6.62","102.44","286.75","620.89"
"5","2000","14","Chhattisgarh","Raigarh","144.31","64.76","64.55","92.73","55.29","152.14","34.49","204.82","5.8","88.11","304.43","602.56"
"5","2005","14","Chhattisgarh","Raigarh","157.31","69.94","69.08","99.29","55.93","154.88","32.9","192.78","5.1","75.12","320.29","592.0"
"5","2010","14","Chhattisgarh","Raigarh","174.12","75.6","72.75","104.32","55.55","151.76","30.07","174.52","4.24","61.91","336.72","568.09"
"6","1970","14","Chhattisgarh","Surguja","62.1","25.8","29.7","43.8","38.5","111.6","39.2","243.5","10.2","156.5","179.7","581.2"
"6","1976","14","Chhattisgarh","Surguja","72.96","32.12","40.54","59.93","50.69","143.21","44.36","273.15","10.09","153.67","218.63","662.09"
"6","1980","14","Chhattisgarh","Surguja","80.98","36.16","49.56","73.92","59.37","163.91","44.57","271.98","9.39","144.91","243.88","690.89"
"6","1985","14","Chhattisgarh","Surguja","103.84","47.69","60.45","90.34","65.68","180.39","44.3","267.01","8.02","122.25","282.28","707.68"
"6","1990","14","Chhattisgarh","Surguja","126.7","56.9","69.22","100.88","70.4","192.7","43.14","254.49","6.82","100.49","316.27","705.46"
"6","1995","14","Chhattisgarh","Surguja","152.85","66.82","77.29","110.07","74.16","199.48","40.26","231.13","4.94","69.98","349.49","677.47"
"6","2000","14","Chhattisgarh","Surguja","189.05","83.42","91.28","131.06","76.73","206.51","34.92","199.0","3.53","49.69","395.49","669.67"
"6","2005","14","Chhattisgarh","Surguja","210.39","90.24","96.51","138.14","77.77","209.64","33.32","187.69","3.08","42.59","421.07","668.3"
"6","2010","14","Chhattisgarh","Surguja","253.29","107.88","105.64","147.92","75.17","200.75","28.79","161.39","2.39","31.91","465.28","649.86"
"7","1970","6","Madhya Pradesh","Jabalpur","81.7","35.7","38.2","56.1","36.0","103.1","31.0","193.5","11.5","200.4","198.4","588.8"
"7","1976","6","Madhya Pradesh","Jabalpur","93.39","41.15","44.49","64.74","39.52","110.48","30.4","186.21","8.65","143.86","216.45","546.44"
"7","1980","6","Madhya Pradesh","Jabalpur","94.54","41.52","46.93","68.08","41.08","115.58","31.29","190.66","9.31","156.99","223.15","572.83"
"7","1985","6","Madhya Pradesh","Jabalpur","123.89","54.2","58.27","84.25","46.63","130.17","30.85","185.81","7.42","120.15","267.06","574.58"
"7","1990","6","Madhya Pradesh","Jabalpur","139.44","60.95","69.85","99.77","51.66","142.91","30.36","179.61","5.96","96.02","297.26","579.25"
"7","1995","6","Madhya Pradesh","Jabalpur","173.74","81.54","81.1","112.52","57.45","156.42","28.98","165.05","3.59","56.79","344.87","572.31"
"7","2000","6","Madhya Pradesh","Jabalpur","193.76","91.46","88.34","125.65","52.11","143.45","24.36","140.71","2.86","43.14","361.42","544.41"
"7","2005","6","Madhya Pradesh","Jabalpur","209.93","98.94","91.94","133.31","53.86","147.45","22.88","130.81","2.15","32.32","380.75","542.82"
"7","2010","6","Madhya Pradesh","Jabalpur","225.0","104.0","96.0","135.0","53.0","145.0","21.0","116.0","2.0","33.0","395.0","535.0"
"8","1970","6","Madhya Pradesh","Balaghat","58.5","24.1","24.4","37.3","23.6","66.6","29.6","110.4","4.9","78.8","141.0","317.2"
"8","1976","6","Madhya Pradesh","Balaghat","82.31","35.7","30.73","44.7","26.61","75.17","18.67","112.86","3.97","61.58","162.29","330.01"
"8","1980","6","Madhya Pradesh","Balaghat","86.94","34.37","31.89","46.18","27.36","76.6","18.47","109.9","3.67","57.73","168.32","324.78"
"8","1985","6","Madhya Pradesh","Balaghat","112.13","43.75","39.5","56.16","29.32","80.18","17.77","104.71","2.5","38.42","201.21","323.21"
"8","1990","6","Madhya Pradesh","Balaghat","127.72","47.57","43.24","60.53","29.85","81.42","16.43","93.86","2.29","35.3","219.53","318.68"
"8","1995","6","Madhya Pradesh","Balaghat","136.72","56.63","49.06","69.7","30.71","83.06","13.87","80.37","1.59","23.47","231.95","313.23"
"8","2000","6","Madhya Pradesh","Balaghat","158.05","67.91","53.89","74.74","29.57","79.39","11.54","65.78","1.29","18.55","254.33","306.37"
"8","2005","6","Madhya Pradesh","Balaghat","165.53","68.76","56.2","76.89","30.72","81.16","11.89","68.36","1.24","17.23","265.58","312.39"
"8","2010","6","Madhya Pradesh","Balaghat","188.0","79.0","60.0","83.0","28.0","75.0","9.0","49.0","1.0","9.0","286.0","294.0"
"9","1970","6","Madhya Pradesh","Chhindwara","36.6","11.9","20.2","30.1","30.6","89.5","36.2","223.7","12.9","219.7","136.5","574.9"
"9","1976","6","Madhya Pradesh","Chhindwara","32.6","12.1","23.93","35.66","35.18","100.93","37.91","233.39","11.63","182.58","141.24","564.67"
"9","1980","6","Madhya Pradesh","Chhindwara","37.37","14.65","28.25","42.1","37.15","106.11","37.51","230.56","11.54","182.92","151.83","576.34"
"9","1985","6","Madhya Pradesh","Chhindwara","44.33","18.58","37.18","54.86","42.98","120.91","38.43","233.71","10.04","154.22","172.95","582.27"
"9","1990","6","Madhya Pradesh","Chhindwara","52.83","23.01","46.56","68.63","47.15","132.33","37.37","225.84","8.18","123.28","192.08","573.09"
"9","1995","6","Madhya Pradesh","Chhindwara","76.09","37.48","65.37","92.91","53.93","150.54","34.29","201.6","4.36","63.23","234.04","545.75"
"9","2000","6","Madhya Pradesh","Chhindwara","84.18","40.74","73.64","106.59","57.05","157.12","33.39","195.09","4.61","64.89","252.87","564.43"
"9","2005","6","Madhya Pradesh","Chhindwara","101.38","48.6","87.15","125.18","59.89","162.4","30.66","176.45","3.67","52.43","282.75","565.05"
"9","2010","6","Madhya Pradesh","Chhindwara","114.0","61.0","93.0","134.0","59.0","160.0","25.0","143.0","2.0","34.0","295.0","531.0"
"10","1970","6","Madhya Pradesh","Narsinghpur","19.2","8.2","13.6","20.3","17.5","50.5","18.0","112.9","7.2","117.3","75.5","309.2"
"10","1976","6","Madhya Pradesh","Narsinghpur","23.22","10.02","16.94","24.72","19.88","56.96","20.16","121.9","6.21","97.73","86.42","311.33"
"10","1980","6","Madhya Pradesh","Narsinghpur","21.24","10.29","18.77","27.29","20.09","57.09","19.21","118.26","6.1","95.07","85.4","307.99"
"10","1985","6","Madhya Pradesh","Narsinghpur","31.23","15.74","27.67","40.37","24.65","69.73","20.0","121.84","4.4","66.43","107.95","314.11"
"10","1990","6","Madhya Pradesh","Narsinghpur","33.96","17.11","34.83","51.17","25.39","70.99","19.44","117.33","3.83","58.96","117.45","315.56"
"10","1995","6","Madhya Pradesh","Narsinghpur","38.17","19.64","38.06","56.7","26.47","74.52","18.72","111.74","3.33","51.16","124.75","313.75"
"10","2000","6","Madhya Pradesh","Narsinghpur","43.43","23.99","42.54","62.45","28.52","80.34","17.23","102.02","2.65","38.71","134.36","307.5"
"10","2005","6","Madhya Pradesh","Narsinghpur","46.36","26.12","45.75","64.4","29.79","82.92","16.53","97.22","1.93","29.4","140.35","300.05"
"10","2010","6","Madhya Pradesh","Narsinghpur","55.0","30.0","53.0","74.0","33.0","91.0","16.0","90.0","1.0","19.0","157.0","304.0"
"11","1970","6","Madhya Pradesh","Seoni / Shivani","29.4","7.6","12.3","18.5","18.6","54.6","25.0","159.1","12.7","219.6","98.0","459.4"
"11","1976","6","Madhya Pradesh","Seoni / Shivani","30.28","9.39","16.57","24.55","22.4","64.56","26.61","167.51","11.18","182.53","107.02","448.54"
"11","1980","6","Madhya Pradesh","Seoni / Shivani","34.57","11.09","18.19","27.07","23.99","68.72","27.86","174.98","11.02","179.53","115.64","461.39"
"11","1985","6","Madhya Pradesh","Seoni / Shivani","39.57","13.65","23.61","34.59","27.59","78.92","28.58","176.97","9.42","145.38","128.77","449.5"
"11","1990","6","Madhya Pradesh","Seoni / Shivani","47.39","17.55","30.26","44.71","31.56","90.12","28.25","173.82","7.69","116.12","145.15","442.31"
"11","1995","6","Madhya Pradesh","Seoni / Shivani","56.24","23.32","40.45","59.58","36.0","102.01","27.22","163.19","6.12","91.78","166.02","439.87"
"11","2000","6","Madhya Pradesh","Seoni / Shivani","72.09","31.4","50.03","73.16","38.82","109.41","26.55","157.62","4.47","66.09","191.96","437.68"
"11","2005","6","Madhya Pradesh","Seoni / Shivani","80.1","35.27","56.49","81.57","41.57","115.35","24.99","147.44","3.83","55.35","206.98","434.98"
"11","2010","6","Madhya Pradesh","Seoni / Shivani","109.0","49.0","71.0","101.0","47.0","127.0","21.0","122.0","2.0","31.0","250.0","431.0"
"12","1970","6","Madhya Pradesh","Mandla","35.0","14.1","17.2","25.1","22.7","65.6","30.7","199.2","16.3","268.4","121.9","572.4"
"12","1976","6","Madhya Pradesh","Mandla","45.25","18.97","22.86","33.29","27.3","78.81","34.09","215.82","15.57","238.5","145.07","585.39"
"12","1980","6","Madhya Pradesh","Mandla","54.74","23.34","27.2","39.99","30.61","88.11","35.1","222.82","13.64","214.75","161.28","589.0"
"12","1985","6","Madhya Pradesh","Mandla","71.96","29.24","33.25","48.88","35.7","102.21","36.51","227.58","12.08","180.4","189.49","588.3"
"12","1990","6","Madhya Pradesh","Mandla","83.67","36.93","44.12","64.36","43.97","125.94","38.87","238.31","8.15","117.78","218.77","583.32"
"12","1995","6","Madhya Pradesh","Mandla","95.93","43.99","52.29","76.18","48.33","138.02","37.08","221.65","5.9","84.21","239.52","564.05"
"12","2000","6","Madhya Pradesh","Mandla","122.63","56.38","62.38","91.86","50.96","143.33","34.5","206.06","4.71","65.47","275.16","563.11"
"12","2005","6","Madhya Pradesh","Mandla","133.77","61.43","68.05","97.35","52.26","144.82","33.29","193.87","4.33","57.95","291.7","555.42"
"12","2010","6","Madhya Pradesh","Mandla","160.0","72.0","76.0","108.0","52.0","144.0","30.0","176.0","3.0","47.0","321.0","548.0"
"13","1970","6","Madhya Pradesh","Sagar","48.5","17.9","30.1","43.6","33.7","95.7","31.2","194.7","12.4","210.5","155.9","562.4"
"13","1976","6","Madhya Pradesh","Sagar","49.81","20.06","33.25","47.93","34.41","96.89","31.02","190.17","11.48","195.96","159.96","551.0"
"13","1980","6","Madhya Pradesh","Sagar","52.31","22.23","36.58","52.5","35.5","99.94","31.01","189.75","11.4","197.06","166.8","561.48"
"13","1985","6","Madhya Pradesh","Sagar","61.43","27.39","45.03","64.72","38.46","108.01","30.94","189.12","10.27","174.78","186.12","564.03"
"13","1990","6","Madhya Pradesh","Sagar","62.4","29.67","51.51","73.63","40.14","112.14","30.34","183.79","9.42","164.45","193.82","563.68"
"13","1995","6","Madhya Pradesh","Sagar","79.68","39.18","62.9","89.81","44.93","125.24","28.9","174.24","7.63","131.04","224.04","559.51"
"13","2000","6","Madhya Pradesh","Sagar","99.65","51.37","72.81","107.25","48.15","134.82","28.52","170.12","5.97","98.33","255.1","561.9"
"13","2005","6","Madhya Pradesh","Sagar","118.22","61.24","84.37","118.31","53.22","146.46","27.64","161.41","4.21","64.9","287.66","552.32"
"13","2010","6","Madhya Pradesh","Sagar","135.0","73.0","99.0","140.0","52.0","142.0","25.0","142.0","3.0","50.0","313.0","547.0"
"14","1970","6","Madhya Pradesh","Damoh","28.0","12.5","15.4","23.6","17.1","48.6","16.5","103.3","7.4","132.7","84.4","320.7"
"14","1976","6","Madhya Pradesh","Damoh","34.39","14.51","18.35","27.05","18.11","51.58","17.24","106.85","6.9","120.83","94.99","320.82"
"14","1980","6","Madhya Pradesh","Damoh","39.91","17.66","21.13","30.61","20.1","56.61","17.33","106.4","6.35","107.02","104.82","318.3"
"14","1985","6","Madhya Pradesh","Damoh","49.2","21.61","25.53","36.93","22.24","62.6","17.42","105.93","5.63","90.78","120.02","317.84"
"14","1990","6","Madhya Pradesh","Damoh","56.04","24.8","28.85","41.7","24.09","66.72","17.07","101.93","4.63","74.49","130.69","309.63"
"14","1995","6","Madhya Pradesh","Damoh","60.03","29.37","34.32","48.56","25.75","72.26","17.12","102.94","4.49","74.23","141.7","327.36"
"14","2000","6","Madhya Pradesh","Damoh","74.57","36.28","38.21","54.39","27.3","76.03","16.07","96.59","2.86","47.15","159.02","310.44"
"14","2005","6","Madhya Pradesh","Damoh","76.47","37.99","42.74","58.58","28.49","78.93","15.27","90.5","2.63","42.28","165.59","308.27"
"14","2010","6","Madhya Pradesh","Damoh","83.0","42.0","46.0","66.0","29.0","79.0","13.0","72.0","2.0","28.0","172.0","288.0"
"15","1970","6","Madhya Pradesh","Tikamgarh","39.5","19.0","24.6","37.3","26.0","75.9","13.6","92.6","2.1","33.7","105.8","258.5"
"15","1976","6","Madhya Pradesh","Tikamgarh","48.58","22.18","29.29","42.55","28.64","79.67","15.71","89.83","1.95","31.41","124.17","265.63"
"15","1980","6","Madhya Pradesh","Tikamgarh","56.23","25.54","33.83","49.28","30.74","84.71","15.29","86.15","1.78","28.96","137.87","274.63"
"15","1985","6","Madhya Pradesh","Tikamgarh","60.33","30.06","42.43","60.09","33.02","89.85","14.52","81.75","1.44","21.65","151.74","283.4"
"15","1990","6","Madhya Pradesh","Tikamgarh","57.53","29.32","42.57","61.15","33.04","89.84","14.48","79.98","1.41","20.75","149.04","281.04"
"15","1995","6","Madhya Pradesh","Tikamgarh","72.21","37.21","47.81","67.05","34.21","91.71","13.31","74.19","1.07","15.25","168.6","285.41"
"15","2000","6","Madhya Pradesh","Tikamgarh","77.59","39.2","48.78","68.78","33.5","90.4","12.38","68.61","0.9","12.78","173.16","279.76"
"15","2005","6","Madhya Pradesh","Tikamgarh","79.15","41.56","49.83","69.85","32.65","88.49","9.55","53.81","0.62","10.13","171.8","263.84"
"15","2010","6","Madhya Pradesh","Tikamgarh","62.0","31.0","37.0","46.0","30.0","78.0","10.0","54.0","0.0","6.0","140.0","215.0"
"16","1970","6","Madhya Pradesh","Chhatarpur","28.0","11.8","18.2","27.2","25.1","74.4","26.0","158.8","10.0","185.7","107.3","457.9"
"16","1976","6","Madhya Pradesh","Chhatarpur","37.34","18.83","32.18","48.88","34.05","98.49","27.67","166.38","8.78","159.92","140.01","492.5"
"16","1980","6","Madhya Pradesh","Chhatarpur","36.52","18.99","32.54","47.77","35.39","99.1","27.92","169.75","8.11","136.91","140.47","472.52"
"16","1985","6","Madhya Pradesh","Chhatarpur","45.57","23.59","42.95","62.89","40.16","111.79","27.55","164.05","6.68","108.77","162.9","471.08"
"16","1990","6","Madhya Pradesh","Chhatarpur","54.98","29.29","53.69","78.89","44.69","122.39","27.42","163.07","5.51","87.51","186.29","481.15"
"16","1995","6","Madhya Pradesh","Chhatarpur","67.56","36.04","64.72","95.07","47.3","128.62","25.75","150.96","4.26","65.8","209.59","476.48"
"16","2000","6","Madhya Pradesh","Chhatarpur","83.6","45.58","75.07","109.49","48.44","130.86","24.46","142.06","3.67","55.94","235.24","483.93"
"16","2005","6","Madhya Pradesh","Chhatarpur","90.48","49.69","80.68","115.72","50.17","134.96","23.23","133.38","2.99","44.46","247.54","478.2"
"16","2010","6","Madhya Pradesh","Chhatarpur","107.0","58.0","86.0","122.0","52.0","139.0","21.0","120.0","2.0","34.0","268.0","472.0"
"17","1970","6","Madhya Pradesh","Panna","18.6","8.2","11.7","17.4","14.2","39.7","14.7","94.2","6.1","101.8","65.3","261.3"
"17","1976","6","Madhya Pradesh","Panna","25.43","11.3","16.63","24.83","18.47","51.14","16.21","100.46","5.49","89.45","82.22","277.19"
"17","1980","6","Madhya Pradesh","Panna","25.6","11.84","17.56","25.7","18.36","51.27","16.04","99.06","5.15","82.4","82.71","270.26"
"17","1985","6","Madhya Pradesh","Panna","34.07","15.15","21.54","31.85","21.66","59.25","16.52","101.79","4.62","72.06","98.42","280.1"
"17","1990","6","Madhya Pradesh","Panna","42.42","20.0","30.08","45.3","26.07","71.83","17.55","105.36","3.15","46.62","119.26","289.1"
"17","1995","6","Madhya Pradesh","Panna","57.7","26.89","36.84","54.05","28.6","78.26","16.02","94.95","2.24","32.85","141.4","286.99"
"17","2000","6","Madhya Pradesh","Panna","65.6","32.04","44.84","62.83","29.73","81.06","15.24","88.01","1.63","22.31","157.05","286.25"
"17","2005","6","Madhya Pradesh","Panna","77.3","36.09","44.62","64.51","30.24","82.2","13.14","76.2","1.23","18.42","166.52","277.41"
"17","2010","6","Madhya Pradesh","Panna","93.0","44.0","57.0","80.0","33.0","89.0","13.0","73.0","1.0","14.0","197.0","300.0"
"18","1970","6","Madhya Pradesh","Rewa","40.0","16.8","15.7","23.7","17.6","51.5","19.5","127.3","11.9","255.0","104.7","474.3"
"18","1976","6","Madhya Pradesh","Rewa","59.18","22.75","21.35","31.52","22.05","63.35","21.51","134.12","10.62","206.37","134.71","458.1"
"18","1980","6","Madhya Pradesh","Rewa","59.48","24.06","22.29","33.04","23.46","66.92","22.86","141.82","10.4","208.99","138.49","474.83"
"18","1985","6","Madhya Pradesh","Rewa","75.33","29.61","30.94","45.53","27.58","78.33","23.22","142.65","8.69","160.8","165.76","456.92"
"18","1990","6","Madhya Pradesh","Rewa","91.42","36.95","37.55","52.65","30.0","84.56","23.49","142.6","7.34","134.41","189.8","451.16"
"18","1995","6","Madhya Pradesh","Rewa","107.04","44.8","41.66","59.08","33.6","93.53","22.47","133.65","5.92","105.82","210.69","436.87"
"18","2000","6","Madhya Pradesh","Rewa","136.91","58.9","48.14","69.19","35.35","97.95","20.56","119.24","5.24","92.14","246.2","437.43"
"18","2005","6","Madhya Pradesh","Rewa","60.59","24.05","16.59","22.87","10.82","29.5","6.22","36.48","1.38","23.62","95.6","136.52"
"18","2010","6","Madhya Pradesh","Rewa","174.0","73.0","56.0","78.0","35.0","95.0","17.0","100.0","3.0","41.0","284.0","387.0"
"19","1970","6","Madhya Pradesh","Sidhi","31.6","12.0","12.6","18.6","14.9","42.7","16.9","107.0","8.8","180.7","84.8","361.0"
"19","1976","6","Madhya Pradesh","Sidhi","51.18","21.32","20.57","30.68","22.54","63.14","20.18","124.2","8.48","164.56","122.95","403.89"
"19","1980","6","Madhya Pradesh","Sidhi","55.87","22.3","25.18","36.13","29.85","77.85","20.32","124.39","8.18","150.91","139.39","411.57"
"19","1985","6","Madhya Pradesh","Sidhi","69.6","27.15","32.53","46.19","33.96","87.82","21.38","129.6","7.86","141.5","165.32","432.25"
"19","1990","6","Madhya Pradesh","Sidhi","81.43","32.39","39.33","55.44","35.77","94.12","21.55","130.51","6.75","119.8","184.82","432.26"
"19","1995","6","Madhya Pradesh","Sidhi","99.93","42.29","44.81","63.82","40.42","105.63","21.26","126.16","5.47","90.43","211.88","428.32"
"19","2000","6","Madhya Pradesh","Sidhi","112.06","52.39","53.53","87.05","40.72","111.22","20.21","118.74","4.48","73.49","230.99","442.88"
"19","2005","6","Madhya Pradesh","Sidhi","128.16","52.24","55.72","78.94","40.75","107.23","19.45","113.01","3.71","57.99","247.79","409.4"
"19","2010","6","Madhya Pradesh","Sidhi","154.0","61.0","57.0","82.0","42.0","113.0","18.0","103.0","3.0","43.0","274.0","401.0"
"20","1970","6","Madhya Pradesh","Satna","53.2","20.2","21.9","32.5","23.7","68.0","22.2","139.2","9.4","167.2","130.4","427.1"
"20","1976","6","Madhya Pradesh","Satna","64.3","25.31","28.21","40.94","28.14","80.02","23.95","146.26","7.67","128.47","152.27","421.01"
"20","1980","6","Madhya Pradesh","Satna","70.49","28.33","33.18","47.25","30.7","86.81","24.28","148.89","6.85","111.51","165.5","422.8"
"20","1985","6","Madhya Pradesh","Satna","91.34","37.08","40.27","58.11","34.74","97.36","23.86","143.37","5.49","90.68","195.71","426.61"
"20","1990","6","Madhya Pradesh","Satna","101.02","40.48","47.22","68.27","36.53","101.37","23.54","140.37","4.53","73.23","212.83","423.72"
"20","1995","6","Madhya Pradesh","Satna","109.6","45.83","50.27","71.63","36.34","99.83","21.3","125.05","3.45","54.52","220.96","396.86"
"20","2000","6","Madhya Pradesh","Satna","124.62","53.74","56.23","80.29","37.39","103.42","19.25","111.95","2.67","40.72","240.16","390.11"
"20","2005","6","Madhya Pradesh","Satna","135.07","58.51","57.18","82.37","36.11","98.63","17.7","101.8","2.07","30.72","248.13","372.03"
"20","2010","6","Madhya Pradesh","Satna","159.0","69.0","62.0","86.0","36.0","97.0","15.0","87.0","1.0","22.0","274.0","361.0"
"21","1970","6","Madhya Pradesh","Shahdol","62.8","25.7","27.2","39.7","29.4","86.1","31.2","201.5","13.7","239.4","164.3","592.4"
"21","1976","6","Madhya Pradesh","Shahdol","81.17","33.3","34.98","50.91","37.65","105.35","34.87","213.39","11.85","195.82","200.51","598.78"
"21","1980","6","Madhya Pradesh","Shahdol","82.99","33.81","38.26","56.83","39.8","110.52","34.68","219.25","11.6","191.24","207.34","611.65"
"21","1985","6","Madhya Pradesh","Shahdol","96.04","40.92","45.9","68.89","44.45","123.27","36.09","220.93","10.67","183.23","233.15","637.25"
"21","1990","6","Madhya Pradesh","Shahdol","111.64","46.53","53.64","76.48","50.56","138.72","36.45","220.35","8.56","144.29","260.86","626.37"
"21","1995","6","Madhya Pradesh","Shahdol","124.77","55.09","60.98","85.95","55.25","152.59","34.55","204.37","6.28","95.1","281.83","593.1"
"21","2000","6","Madhya Pradesh","Shahdol","147.64","62.7","65.61","92.25","56.97","156.3","32.79","192.21","5.42","78.58","308.43","582.03"
"21","2005","6","Madhya Pradesh","Shahdol","204.61","98.7","123.39","174.26","102.77","279.56","52.26","304.88","8.29","132.25","491.3","989.64"
"21","2010","6","Madhya Pradesh","Shahdol","244.0","111.0","136.0","189.0","106.0","292.0","48.0","272.0","6.0","94.0","541.0","959.0"
