"Dist Code","Year","State Code","State Name","Dist Name","TOTAL POPULATION (1000 Number)","TOTAL MALE POPULATION (1000 Number)","TOTAL FEMALE POPULATION (1000 Number)","TOTAL RURAL POPULATION (1000 Number)","RURAL MALE POPULATION (1000 Number)","RURAL FEMALE POPULATION (1000 Number)","TOTAL URBAN POPULATION (1000 Number)","URBAN MALE POPULATION (1000 Number)","URBAN FEMALE POPULATION (1000 Number)","ST TOTAL POPULATION (1000 Number)","ST MALE POPULATION (1000 Number)","ST FEMALE POPULATION (1000 Number)","ST RURAL TOTAL POPULATION (1000 Number)","ST RURAL MALE POPULATION (1000 Number)","ST RURAL FEMALE POPULATION (1000 Number)","ST URBAN TOTAL POPULATION (1000 Number)","ST URBAN MALE POPULATION (1000 Number)","ST URBAN FEMALE POPULATION (1000 Number)","SC TOTAL POPULATION (1000 Number)","SC MALE POPULATION (1000 Number)","SC FEMALE POPULATION (1000 Number)","SC RURAL TOTAL POPULATION (1000 Number)","SC RURAL MALE POPULATION (1000 Number)","SC RURAL FEMALE POPULATION (1000 Number)","SC URBAN TOTAL POPULATION (1000 Number)","SC URBAN MALE POPULATION (1000 Number)","SC URBAN FEMALE POPULATION (1000 Number)","TOTAL LITERATES POPULATION (1000 Number)","MALE LITERATES POPULATION (1000 Number)","FEMALE LITERATES POPULATION (1000 Number)","TOTAL RURAL LITERATES POPULATION (1000 Number)","RURAL MALE LITERATES POPULATION (1000 Number)","RURAL FEMALE LITERATES POPULATION (1000 Number)","TOTAL URBAN LITERATES POPULATION (1000 Number)","URBAN MALE LITERATES POPULATION (1000 Number)","URBAN FEMALE LITERATES POPULATION (1000 Number)","TOTAL CULTIVATORS POPULATION (1000 Number)","MALE CULTIVATORS POPULATION (1000 Number)","FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL RURAL CULTIVATORS POPULATION (1000 Number)","RURAL MALE CULTIVATORS POPULATION (1000 Number)","RURAL FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL URBAN CULTIVATORS POPULATION (1000 Number)","URBAN MALE CULTIVATORS POPULATION (1000 Number)","URBAN FEMALE CULTIVATORS POPULATION (1000 Number)","TOTAL AGRICULTURAL LABOUR POPULATION (1000 Number)","MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL RURAL AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","RURAL FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","TOTAL URBAN AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN MALE AGRICULTURAL LABOUR POPULATION (1000 Number)","URBAN FEMALE AGRICULTURAL LABOUR POPULATION (1000 Number)","NON AGRICULTURAL WORKERS POPULATION (1000 Number)","AGRICULTURAL WORKERS POPULATION (1000 Number)","TOTAL WORKERS POPULATION (1000 Number)"
"238","1961","16","Uttarakhand","Almorah","633.41","304.46","328.95","606.16","287.38","318.78","27.24","17.08","10.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","123.71","61.58","62.13","120.08","59.51","60.57","3.63","2.07","1.56","135.42","117.09","18.33","116.71","103.92","12.79","18.71","13.17","5.54","335.97","133.18","202.79","335.58","133.11","202.47","0.39","0.07","0.32","2.34","1.24","1.1","2.34","1.24","1.1","0.0","0.0","0.0","257.51","338.31","595.82"
"238","1971","16","Uttarakhand","Almorah","741.82","352.59","389.23","703.66","329.4","374.27","38.16","23.2","14.96","1.87","0.95","0.93","1.67","0.81","0.85","0.21","0.13","0.08","144.32","72.58","71.73","137.49","68.46","69.03","6.83","4.13","2.7","213.45","169.18","44.27","187.2","151.19","36.02","26.25","17.99","8.25","246.76","128.59","118.17","246.29","128.24","118.05","0.47","0.35","0.11","4.54","2.78","1.76","4.43","2.71","1.72","0.11","0.07","0.04","458.7","251.3","710.0"
"238","1981","16","Uttarakhand","Almorah","757.37","363.98","393.39","709.78","335.12","374.65","47.6","28.86","18.74","2.15","1.08","1.07","1.87","0.95","0.92","0.28","0.13","0.14","155.71","78.38","77.33","149.12","74.69","74.44","6.59","3.69","2.9","285.96","206.22","79.74","249.94","182.17","67.77","36.03","24.05","11.97","174.81","86.15","88.66","174.42","86.0","88.42","0.39","0.15","0.24","3.75","2.75","1.01","3.27","2.27","1.0","0.48","0.47","0.01","456.7","178.56","635.26"
"238","1991","16","Uttarakhand","Almorah","836.62","400.9","435.72","783.11","370.07","413.04","53.51","30.83","22.68","2.74","2.29","2.28","2.04","1.01","1.03","0.7","0.39","0.3","184.24","91.3","92.93","175.7","86.68","89.02","8.54","4.62","3.91","399.66","257.25","142.41","359.42","232.46","126.96","40.24","24.78","15.45","257.4","94.6","162.7","256.7","94.5","162.2","0.7","0.1","0.5","3.1","2.0","1.1","3.1","2.0","1.1","0.1","0.0","0.0","500.62","260.5","761.12"
"238","2001","16","Uttarakhand","Almorah","879.9","411.78","468.12","818.15","377.01","441.14","61.75","34.77","26.98","2.82","1.36","1.46","2.11","1.01","1.1","0.71","0.36","0.35","204.95","99.35","105.61","195.06","94.17","100.88","9.9","5.18","4.72","548.58","305.89","242.69","497.72","276.1","221.61","50.86","29.78","21.08","308.09","99.11","208.98","307.83","99.07","208.76","0.87","0.26","0.61","7.71","3.38","4.33","7.69","3.37","4.31","0.13","0.1","0.04","338.39","315.79","654.18"
"238","2011","16","Uttarakhand","Almorah","882.41","415.41","467.0","811.01","376.98","434.03","71.39","38.43","32.96","3.26","1.6","1.66","2.62","1.28","1.35","0.64","0.33","0.31","223.06","108.32","114.74","210.77","102.11","108.66","12.28","6.21","6.08","615.98","329.15","286.83","555.26","295.41","259.85","60.73","33.75","26.98","292.75","104.35","188.4","292.5","104.19","188.31","0.25","0.16","0.09","19.26","9.8","9.46","19.16","9.74","9.42","0.11","0.07","0.04","460.56","312.01","772.57"
"239","1961","16","Uttarakhand","Pithorgarh","263.58","128.29","135.29","263.58","128.29","135.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58.62","29.94","28.68","58.62","29.94","28.68","0.0","0.0","0.0","61.55","53.61","7.94","61.55","53.61","7.94","0.0","0.0","0.0","137.81","55.22","82.59","137.81","55.22","82.59","0.0","0.0","0.0","1.23","0.64","0.58","1.23","0.64","0.58","0.0","0.0","0.0","105.8","139.04","244.84"
"239","1971","16","Uttarakhand","Pithorgarh","308.22","148.55","159.67","296.26","141.61","154.66","11.96","6.94","5.01","15.35","7.79","7.56","15.12","7.65","7.47","0.23","0.14","0.09","66.65","33.97","32.68","65.03","33.06","31.97","1.62","0.91","0.7","96.7","73.43","23.27","89.51","68.57","20.94","7.2","4.86","2.34","102.66","51.43","51.23","102.05","50.96","51.09","0.61","0.47","0.14","1.55","1.08","0.48","1.55","1.07","0.48","0.01","0.01","0.0","187.81","104.21","292.02"
"239","1981","16","Uttarakhand","Pithorgarh","489.27","243.0","246.37","462.25","227.16","235.09","27.0","15.74","11.28","17.34","8.76","8.58","15.22","7.68","7.54","2.12","1.08","1.04","95.15","48.6","46.55","91.14","46.39","44.75","4.0","2.21","1.8","191.2","141.18","50.02","172.72","128.98","43.75","18.47","12.2","6.27","146.49","71.16","75.34","145.58","70.63","74.95","0.91","0.52","0.38","1.21","0.93","0.28","1.14","0.88","0.27","0.07","0.06","0.01","263.42","147.7","411.12"
"239","1991","16","Uttarakhand","Pithorgarh","566.41","285.3","281.11","524.3","261.67","262.62","42.11","23.62","18.49","18.31","9.44","9.33","15.14","7.64","7.5","3.17","1.54","1.63","115.83","59.21","56.62","109.23","55.63","53.61","6.6","3.59","3.01","273.12","184.77","88.35","242.95","166.25","76.71","30.17","18.52","11.64","170.8","73.3","97.5","169.6","72.8","96.8","1.1","0.5","0.7","1.8","1.3","0.5","1.7","1.3","0.4","0.1","0.0","0.0","334.41","172.6","507.01"
"239","2001","16","Uttarakhand","Pithorgarh","686.61","338.51","348.1","597.75","290.76","307.0","88.86","47.75","41.11","20.02","9.81","10.22","15.5","7.64","7.87","4.52","2.17","2.34","144.55","72.79","71.76","131.64","66.0","65.64","12.91","6.79","6.12","431.43","252.62","178.8","364.53","214.5","150.03","66.89","38.13","28.77","197.53","72.11","125.42","195.93","71.58","124.35","0.99","0.3","0.69","4.14","2.3","1.84","3.99","2.19","1.8","0.04","0.01","0.03","263.58","201.67","465.25"
"239","2011","16","Uttarakhand","Pithorgarh","743.09","370.44","372.65","635.14","313.77","321.36","107.95","56.66","51.29","20.88","10.34","10.54","17.0","8.46","8.53","3.88","1.88","2.0","167.76","84.3","83.47","151.27","75.79","75.47","16.5","8.51","7.98","523.28","291.64","231.64","439.17","246.11","193.06","84.11","45.53","38.58","197.32","82.4","114.93","195.87","81.71","114.16","1.46","0.68","0.77","9.46","5.56","3.91","9.0","5.19","3.81","0.46","0.37","0.09","427.03","206.78","633.81"
"240","1961","16","Uttarakhand","Chamoli","253.14","120.09","133.05","253.14","120.09","133.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.0","21.13","21.87","43.0","21.13","21.87","0.0","0.0","0.0","55.18","49.77","5.41","55.18","49.77","5.41","0.0","0.0","0.0","146.81","58.97","87.84","146.81","58.97","87.84","0.0","0.0","0.0","0.38","0.19","0.19","0.38","0.19","0.19","0.0","0.0","0.0","87.9","147.19","235.09"
"240","1971","16","Uttarakhand","Chamoli","297.35","143.45","153.9","285.16","135.84","149.32","12.19","7.61","4.58","8.16","4.05","4.1","6.63","3.24","3.39","1.53","0.82","0.71","49.08","24.39","24.68","47.56","23.51","24.05","1.52","0.89","0.64","83.63","69.78","13.85","77.03","64.65","12.38","6.6","5.13","1.47","149.61","58.15","91.46","147.67","57.23","90.43","1.95","0.92","1.03","0.55","0.3","0.25","0.49","0.25","0.24","0.06","0.05","0.01","122.82","150.16","272.98"
"240","1981","16","Uttarakhand","Chamoli","364.35","178.34","186.0","335.17","160.36","174.81","29.17","17.98","11.2","9.16","4.48","4.69","6.58","3.14","3.45","2.58","1.34","1.24","62.89","31.97","30.92","58.02","29.13","28.9","4.86","2.84","2.02","136.48","102.37","34.11","117.85","88.85","29.0","18.63","13.53","5.11","131.92","52.98","78.94","129.6","51.98","77.62","2.32","1.0","1.31","0.55","0.36","0.18","0.49","0.32","0.17","0.06","0.04","0.02","181.9","132.47","314.37"
"240","1991","16","Uttarakhand","Chamoli","454.87","227.13","227.74","414.33","202.17","212.16","40.54","24.96","15.58","10.27","5.1","5.37","7.94","3.76","4.18","2.33","1.22","1.11","79.57","40.25","39.32","72.84","36.47","36.36","6.74","3.78","2.96","225.28","150.42","74.86","196.93","130.73","66.19","28.35","19.69","8.66","140.7","54.0","86.6","138.0","53.0","84.9","2.7","1.0","1.7","1.6","1.2","0.4","1.4","1.0","0.4","0.2","0.1","0.1","262.87","142.3","405.17"
"240","2001","16","Uttarakhand","Chamoli","596.66","290.46","306.2","544.35","260.0","284.35","52.31","30.46","21.85","10.67","5.19","5.48","7.89","3.78","4.11","2.78","1.42","1.37","107.85","53.96","53.89","99.04","49.12","49.92","8.82","4.84","3.98","382.26","219.84","162.42","341.2","194.41","146.79","41.06","25.43","15.63","179.54","63.09","116.45","176.87","62.36","114.51","2.67","0.73","1.94","2.75","1.38","1.37","2.56","1.24","1.32","0.2","0.14","0.05","205.63","182.29","387.92"
"240","2011","16","Uttarakhand","Chamoli","633.9","308.58","325.31","564.57","269.11","295.46","69.33","39.47","29.85","12.65","6.24","6.41","9.36","4.63","4.73","3.29","1.61","1.68","127.0","63.31","63.69","114.28","56.58","57.7","12.72","6.72","6.0","451.49","247.2","204.29","395.24","213.72","181.52","56.24","33.47","22.77","204.32","76.9","127.41","200.75","75.67","125.08","3.57","1.23","2.34","7.05","3.4","3.64","6.61","3.12","3.5","0.43","0.28","0.15","339.92","211.37","551.29"
"241","1961","16","Uttarakhand","Uttar Kashi","122.84","62.53","60.3","120.16","60.77","59.39","2.68","1.77","0.91","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.96","13.61","12.35","25.66","13.44","12.22","0.3","0.17","0.13","19.14","17.96","1.18","17.62","16.71","0.9","1.53","1.25","0.28","73.51","33.82","39.69","73.15","33.71","39.44","0.36","0.11","0.25","0.77","0.44","0.32","0.7","0.42","0.29","0.06","0.03","0.04","38.09","74.28","112.36"
"241","1971","16","Uttarakhand","Uttar Kashi","149.79","79.0","70.78","143.77","75.19","68.58","6.02","3.81","2.21","0.28","0.14","0.15","0.27","0.13","0.14","0.01","0.0","0.0","34.19","17.86","16.33","33.67","17.57","16.1","0.52","0.29","0.23","33.0","29.54","3.46","29.19","26.69","2.5","3.82","2.85","0.96","81.33","38.89","42.44","80.85","38.7","42.14","0.49","0.19","0.3","0.88","0.65","0.23","0.85","0.63","0.23","0.03","0.03","0.0","53.88","82.21","136.09"
"241","1981","16","Uttarakhand","Uttar Kashi","190.95","101.53","89.42","177.68","93.09","84.59","13.27","8.45","4.83","1.82","0.96","0.85","1.77","0.93","0.83","0.05","0.03","0.02","41.88","21.33","20.54","40.35","20.42","19.94","1.52","0.91","0.61","55.23","47.03","8.2","46.57","40.61","5.96","8.65","6.42","2.23","78.34","38.56","39.78","77.74","38.2","39.54","0.6","0.36","0.24","0.57","0.46","0.11","0.48","0.37","0.11","0.09","0.09","0.0","85.36","78.91","164.27"
"241","1991","16","Uttarakhand","Uttar Kashi","239.71","124.98","114.73","222.45","114.72","107.73","17.26","10.26","7.01","2.3","1.21","1.1","2.24","1.17","1.07","0.06","0.03","0.03","54.59","28.08","26.51","52.36","26.84","25.51","2.24","1.24","1.0","92.0","70.13","21.87","80.21","62.23","17.98","11.79","7.9","3.88","89.2","39.6","49.6","88.3","39.2","49.2","0.8","0.4","0.4","1.5","1.1","0.4","1.5","1.1","0.4","0.0","0.0","0.0","93.71","90.7","184.41"
"241","2001","16","Uttarakhand","Uttar Kashi","294.18","151.6","142.58","271.26","138.33","132.93","22.92","13.27","9.65","2.69","1.41","1.27","2.45","1.28","1.17","0.24","0.13","0.11","67.47","34.29","33.18","64.15","32.54","31.61","3.32","1.76","1.56","163.5","107.02","56.49","145.79","95.96","49.83","17.71","11.06","6.66","101.89","45.37","56.52","101.16","45.1","56.07","0.73","0.27","0.46","2.59","1.41","1.18","2.57","1.4","1.17","0.01","0.01","0.01","159.11","104.48","263.59"
"241","2011","16","Uttarakhand","Uttar Kashi","330.09","168.6","161.49","305.78","155.38","150.41","24.31","13.22","11.08","3.51","1.65","1.86","3.37","1.58","1.79","0.14","0.07","0.07","80.57","40.83","39.73","76.88","38.94","37.94","3.69","1.9","1.8","215.13","128.24","86.89","195.91","117.1","78.81","19.22","11.14","8.08","117.26","54.66","62.61","116.52","54.34","62.18","0.74","0.32","0.43","4.39","2.46","1.93","4.27","2.38","1.89","0.12","0.08","0.03","172.81","121.65","294.46"
"242","1961","16","Uttarakhand","Tehri Garhwal","347.74","157.91","189.83","340.14","153.06","187.08","7.6","4.85","2.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.12","22.99","24.13","46.48","22.63","23.85","0.64","0.36","0.27","55.61","51.82","3.8","50.7","48.17","2.53","4.92","3.64","1.27","208.05","79.78","128.28","207.99","79.74","128.26","0.06","0.04","0.02","0.67","0.37","0.3","0.67","0.37","0.3","0.0","0.0","0.0","123.56","208.73","332.29"
"242","1971","16","Uttarakhand","Tehri Garhwal","398.68","181.27","217.41","388.15","174.62","213.53","10.53","6.65","3.88","0.44","0.22","0.21","0.43","0.22","0.21","0.0","0.0","0.0","52.16","25.52","26.64","51.32","25.06","26.26","0.84","0.46","0.38","75.93","66.5","9.43","69.15","61.49","7.66","6.78","5.01","1.77","188.2","77.83","110.37","188.18","77.82","110.36","0.02","0.02","0.0","1.06","0.55","0.51","1.05","0.54","0.51","0.01","0.01","0.0","192.8","189.26","382.06"
"242","1981","16","Uttarakhand","Tehri Garhwal","497.71","238.33","259.38","477.16","225.12","252.05","20.55","13.21","7.34","0.07","0.05","0.02","0.06","0.04","0.02","0.01","0.01","0.0","63.54","31.82","31.72","61.71","30.8","30.92","1.83","1.03","0.8","138.81","114.38","24.43","125.03","104.46","20.58","13.78","9.92","3.86","189.3","78.78","110.51","189.15","78.71","110.45","0.15","0.08","0.07","0.63","0.52","0.11","0.62","0.51","0.11","0.02","0.01","0.0","244.67","189.93","434.6"
"242","1991","16","Uttarakhand","Tehri Garhwal","580.15","281.93","298.22","547.26","260.89","286.37","32.9","21.05","11.85","0.62","0.27","0.35","0.55","0.22","0.33","0.07","0.05","0.02","82.38","41.59","40.79","79.01","39.65","39.36","3.37","1.94","1.43","227.43","162.98","64.45","205.26","147.15","58.11","22.18","15.83","6.35","179.0","73.3","105.7","178.6","72.9","105.6","0.4","0.4","0.0","2.3","1.9","0.4","2.1","1.7","0.4","0.2","0.2","0.0","350.15","181.3","531.45"
"242","2001","16","Uttarakhand","Tehri Garhwal","604.61","294.84","309.77","546.13","259.08","287.06","58.48","35.76","22.71","0.69","0.52","0.17","0.27","0.17","0.1","0.42","0.35","0.07","87.33","43.67","43.66","82.04","40.7","41.35","5.28","2.97","2.31","340.88","209.81","131.07","295.99","180.58","115.41","44.89","29.22","15.67","185.42","63.33","122.09","185.32","63.29","122.03","0.1","0.04","0.06","3.19","1.8","1.39","3.18","1.8","1.39","0.01","0.01","0.0","340.03","188.61","528.64"
"242","2011","16","Uttarakhand","Tehri Garhwal","618.93","297.99","320.95","548.79","259.38","289.41","70.14","38.61","31.53","0.88","0.46","0.42","0.63","0.31","0.32","0.25","0.15","0.1","102.13","50.37","51.76","94.63","46.33","48.3","7.5","4.04","3.46","407.99","227.41","180.59","352.78","195.36","157.42","55.22","32.05","23.17","187.12","70.4","116.73","186.88","70.26","116.62","0.24","0.14","0.1","8.13","4.04","4.09","7.98","3.92","4.06","0.15","0.11","0.04","338.49","195.25","533.74"
"243","1961","16","Uttarakhand","Garhwal","482.33","222.89","259.44","454.83","204.89","249.94","27.5","18.01","9.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","51.55","25.55","26.0","48.58","23.83","24.75","2.97","1.72","1.25","112.55","96.68","15.87","96.94","84.31","12.63","15.61","12.37","3.24","243.75","84.0","159.75","242.39","83.59","158.81","1.36","0.41","0.94","1.33","0.78","0.55","1.29","0.76","0.53","0.04","0.01","0.03","198.39","245.08","443.47"
"243","1971","16","Uttarakhand","Garhwal","539.67","247.65","292.02","504.92","226.55","278.38","34.75","21.1","13.64","0.41","0.32","0.09","0.37","0.3","0.08","0.04","0.02","0.02","58.46","28.76","29.69","55.25","26.95","28.3","3.21","1.82","1.39","170.14","123.88","46.26","149.26","108.83","40.42","20.89","15.05","2.84","197.92","72.13","125.79","197.48","71.77","125.71","0.44","0.36","0.08","3.81","2.09","1.73","3.71","2.02","1.69","0.1","0.07","0.04","301.94","201.73","503.67"
"243","1981","16","Uttarakhand","Garhwal","637.88","305.07","332.81","575.21","267.81","307.4","62.67","37.26","25.41","1.1","0.64","0.46","0.98","0.55","0.43","0.12","0.09","0.03","74.9","36.84","38.07","67.6","32.72","34.88","7.3","4.11","3.19","261.92","171.63","90.29","221.25","143.93","77.32","40.66","27.7","12.96","165.04","65.35","99.68","164.82","65.17","99.65","0.22","0.19","0.03","1.89","1.57","0.32","1.83","1.51","0.32","0.06","0.06","0.0","360.65","166.93","527.58"
"243","1991","16","Uttarakhand","Garhwal","682.54","331.37","351.16","601.35","283.75","317.6","81.18","47.62","33.56","1.5","0.86","0.64","1.36","0.76","0.6","0.14","0.1","0.04","92.26","45.82","46.44","83.64","41.07","42.57","8.62","4.75","3.87","371.54","225.86","145.68","318.57","192.98","125.59","52.98","32.88","20.09","135.9","57.9","78.1","135.2","57.6","77.6","0.7","0.3","0.5","3.9","2.8","1.1","3.8","2.7","1.1","0.1","0.1","0.0","464.54","139.8","604.34"
"243","2001","16","Uttarakhand","Garhwal","696.85","331.14","365.71","606.63","281.58","325.05","90.22","49.56","40.67","1.59","0.89","0.71","1.35","0.74","0.6","0.25","0.14","0.1","106.65","52.53","54.13","96.72","47.2","49.52","9.94","5.33","4.61","466.44","255.96","210.48","395.94","215.25","180.69","70.51","40.71","29.8","181.34","60.12","121.23","180.9","59.99","120.91","0.44","0.13","0.32","4.19","2.39","1.8","4.12","2.33","1.79","0.08","0.06","0.01","427.21","185.54","612.74"
"243","2011","16","Uttarakhand","Garhwal","687.27","326.83","360.44","574.57","268.03","306.54","112.7","58.8","53.9","2.22","1.17","1.04","1.95","1.02","0.93","0.26","0.16","0.11","122.36","59.84","62.52","109.58","53.28","56.3","12.79","6.56","6.22","494.89","262.15","232.74","404.56","213.36","191.2","90.33","48.79","41.54","150.61","54.22","96.39","150.17","54.02","96.15","0.44","0.2","0.24","13.72","7.31","6.41","13.23","6.99","6.24","0.49","0.32","0.17","413.12","164.33","577.45"
"244","1961","16","Uttarakhand","Dehradun","429.01","242.99","186.03","231.18","127.75","103.43","197.84","115.24","82.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.09","25.14","19.95","28.72","15.95","12.77","16.36","9.19","7.18","166.23","116.29","49.94","52.65","41.37","11.28","113.59","74.92","38.67","60.28","42.81","17.47","59.34","42.02","17.32","0.94","0.79","0.15","60.28","42.81","17.47","59.34","42.02","17.32","0.94","0.79","0.15","256.71","120.56","377.27"
"244","1971","16","Uttarakhand","Dehradun","582.59","329.79","252.8","314.42","173.86","140.56","268.17","155.93","112.25","61.67","33.59","28.09","61.11","33.23","27.88","0.57","0.36","0.21","67.28","37.27","30.01","41.12","22.52","18.59","26.16","14.75","11.42","262.49","176.91","85.58","94.0","68.57","25.43","168.5","108.35","60.15","57.86","47.57","10.29","56.9","46.63","10.28","0.96","0.95","0.01","16.61","14.86","1.75","15.54","13.91","1.63","1.07","0.96","0.11","376.26","74.47","450.73"
"244","1981","16","Uttarakhand","Dehradun","761.67","420.47","341.2","389.53","211.76","177.77","372.14","208.71","163.43","76.09","41.07","35.01","75.18","40.46","34.72","0.9","0.61","0.29","90.88","49.94","40.94","49.4","27.16","22.24","41.48","22.78","18.7","400.52","257.1","143.42","151.31","104.21","47.1","249.21","152.89","96.32","69.29","54.97","14.32","68.06","53.86","14.2","1.23","1.11","0.12","19.68","17.79","1.9","17.79","16.05","1.73","1.9","1.73","0.16","501.16","88.97","590.13"
"244","1991","16","Uttarakhand","Dehradun","1025.68","556.43","469.25","510.2","274.11","236.09","515.48","282.32","233.16","84.08","44.51","39.57","81.01","42.69","38.32","3.07","1.82","1.25","137.46","74.25","63.21","77.29","41.86","35.43","60.18","32.39","27.79","597.39","367.11","230.27","239.97","154.96","85.01","357.42","212.16","145.26","74.6","49.3","25.3","72.6","47.6","25.1","2.0","1.7","0.3","31.6","26.1","5.4","28.8","23.6","5.1","2.8","2.5","0.3","692.68","106.2","798.88"
"244","2001","16","Uttarakhand","Dehradun","1279.08","675.55","603.53","601.97","314.3","287.67","677.12","361.25","315.87","99.33","51.92","47.41","94.91","49.44","45.48","4.42","2.49","1.93","173.45","91.93","81.52","92.03","48.84","43.19","81.42","43.08","38.33","881.48","506.62","374.86","365.55","214.96","150.59","515.92","291.66","224.26","74.61","45.54","29.07","73.43","44.61","28.81","1.18","0.93","0.26","28.04","19.98","8.06","26.47","18.79","7.68","1.58","1.19","0.38","881.67","102.65","984.32"
"244","2011","16","Uttarakhand","Dehradun","1696.69","892.2","804.5","754.75","392.89","361.86","941.94","499.31","442.63","111.66","58.26","53.4","101.48","52.83","48.65","10.19","5.44","4.75","228.9","120.43","108.47","119.12","62.55","56.58","109.78","57.88","51.9","1259.51","702.22","557.29","517.84","292.38","225.45","741.67","409.83","331.84","77.18","47.8","29.37","73.84","45.47","28.37","3.34","2.33","1.01","38.2","29.23","8.97","32.26","24.3","7.96","5.94","4.92","1.01","1113.93","115.38","1229.31"
"601","1961","17","Assam","Cachar","1378.48","722.49","655.99","1281.66","668.75","612.91","96.81","53.74","43.08","14.08","7.25","6.83","13.66","6.94","6.73","0.41","0.31","0.1","192.81","100.41","92.39","185.09","96.36","88.73","7.71","4.05","3.66","394.31","290.63","103.68","331.89","251.35","80.54","62.42","39.28","23.14","244.86","219.63","25.22","243.79","218.57","25.22","1.06","1.06","0.0","3.27","2.06","1.2","3.27","2.06","1.2","0.0","0.0","0.0","899.52","248.12","1147.64"
