"Dist Code","Year","State Code","State Name","Dist Name","PRINCIPLE MARKETS NUMBER (Number)","SUB MARKETS NUMBER (Number)","TOTAL MARKETS NUMBER (Number)","ROAD LENGTH NUMBER (KILOMETER)"
"1","1970","14","Chhattisgarh","Durg","7.0","-1.0","7.0","2395.0"
"1","1971","14","Chhattisgarh","Durg","7.0","-1.0","7.0","2517.0"
"1","1972","14","Chhattisgarh","Durg","7.0","-1.0","7.0","2643.0"
"1","1973","14","Chhattisgarh","Durg","7.0","-1.0","7.0","2772.0"
"1","1974","14","Chhattisgarh","Durg","7.0","-1.0","7.0","2905.0"
"1","1975","14","Chhattisgarh","Durg","7.0","-1.0","7.0","3043.0"
"1","1976","14","Chhattisgarh","Durg","8.0","-1.0","8.0","3185.0"
"1","1977","14","Chhattisgarh","Durg","8.0","-1.0","8.0","3331.0"
"1","1978","14","Chhattisgarh","Durg","8.0","-1.0","8.0","3483.0"
"1","1979","14","Chhattisgarh","Durg","8.0","-1.0","8.0","3640.0"
"1","1980","14","Chhattisgarh","Durg","8.0","-1.0","8.0","3802.0"
"1","1981","14","Chhattisgarh","Durg","8.0","-1.0","8.0","3970.0"
"1","1982","14","Chhattisgarh","Durg","8.0","-1.0","8.0","4078.0"
"1","1983","14","Chhattisgarh","Durg","8.0","4.0","12.0","4624.0"
"1","1984","14","Chhattisgarh","Durg","8.0","5.0","13.0","4835.0"
"1","1985","14","Chhattisgarh","Durg","9.0","5.0","14.0","5051.0"
"1","1986","14","Chhattisgarh","Durg","9.0","5.0","14.0","5271.0"
"1","1987","14","Chhattisgarh","Durg","9.0","7.0","16.0","5496.0"
"1","1988","14","Chhattisgarh","Durg","9.0","7.0","16.0","5727.0"
"1","1989","14","Chhattisgarh","Durg","9.0","7.0","16.0","5962.0"
"1","1990","14","Chhattisgarh","Durg","9.0","8.0","17.0","6203.0"
"1","1991","14","Chhattisgarh","Durg","10.0","8.0","18.0","6449.0"
"1","1992","14","Chhattisgarh","Durg","10.0","8.0","18.0","6701.0"
"1","1993","14","Chhattisgarh","Durg","10.0","8.0","18.0","6959.0"
"1","1994","14","Chhattisgarh","Durg","10.0","8.0","18.0","7040.0"
"1","1995","14","Chhattisgarh","Durg","10.0","8.0","18.0","7242.0"
"1","1996","14","Chhattisgarh","Durg","10.0","8.0","18.0","-1.0"
"1","1997","14","Chhattisgarh","Durg","10.0","8.0","18.0","-1.0"
"1","1998","14","Chhattisgarh","Durg","10.0","8.0","18.0","-1.0"
"1","1999","14","Chhattisgarh","Durg","10.0","8.0","18.0","-1.0"
"2","1970","14","Chhattisgarh","Bastar","7.0","2.0","9.0","1782.0"
"2","1971","14","Chhattisgarh","Bastar","7.0","2.0","9.0","1876.0"
"2","1972","14","Chhattisgarh","Bastar","7.0","2.0","9.0","1974.0"
"2","1973","14","Chhattisgarh","Bastar","7.0","2.0","9.0","2078.0"
"2","1974","14","Chhattisgarh","Bastar","7.0","2.0","9.0","2188.0"
"2","1975","14","Chhattisgarh","Bastar","8.0","3.0","11.0","2303.0"
"2","1976","14","Chhattisgarh","Bastar","8.0","3.0","11.0","2424.0"
"2","1977","14","Chhattisgarh","Bastar","8.0","3.0","11.0","2552.0"
"2","1978","14","Chhattisgarh","Bastar","8.0","3.0","11.0","2686.0"
"2","1979","14","Chhattisgarh","Bastar","8.0","3.0","11.0","2827.0"
"2","1980","14","Chhattisgarh","Bastar","8.0","3.0","11.0","2976.0"
"2","1981","14","Chhattisgarh","Bastar","8.0","5.0","13.0","3133.0"
"2","1982","14","Chhattisgarh","Bastar","8.0","15.0","23.0","3301.0"
"2","1983","14","Chhattisgarh","Bastar","8.0","21.0","29.0","3445.0"
"2","1984","14","Chhattisgarh","Bastar","8.0","21.0","29.0","4134.0"
"2","1985","14","Chhattisgarh","Bastar","8.0","21.0","29.0","4961.0"
"2","1986","14","Chhattisgarh","Bastar","8.0","21.0","29.0","5953.0"
"2","1987","14","Chhattisgarh","Bastar","8.0","21.0","29.0","7144.0"
"2","1988","14","Chhattisgarh","Bastar","8.0","21.0","29.0","8573.0"
"2","1989","14","Chhattisgarh","Bastar","10.0","22.0","32.0","8632.0"
"2","1990","14","Chhattisgarh","Bastar","11.0","22.0","33.0","8632.0"
"2","1991","14","Chhattisgarh","Bastar","11.0","22.0","33.0","8632.0"
"2","1992","14","Chhattisgarh","Bastar","11.0","22.0","33.0","8632.0"
"2","1993","14","Chhattisgarh","Bastar","11.0","22.0","33.0","8632.0"
"2","1994","14","Chhattisgarh","Bastar","11.0","22.0","33.0","8632.0"
"2","1995","14","Chhattisgarh","Bastar","11.0","22.0","33.0","4704.0"
"2","1996","14","Chhattisgarh","Bastar","11.0","22.0","33.0","-1.0"
"2","1997","14","Chhattisgarh","Bastar","11.0","22.0","33.0","-1.0"
"2","1998","14","Chhattisgarh","Bastar","11.0","22.0","33.0","-1.0"
"2","1999","14","Chhattisgarh","Bastar","11.0","22.0","33.0","-1.0"
"3","1970","14","Chhattisgarh","Raipur","14.0","2.0","16.0","1992.0"
"3","1971","14","Chhattisgarh","Raipur","14.0","2.0","16.0","2228.0"
"3","1972","14","Chhattisgarh","Raipur","14.0","2.0","16.0","2464.0"
"3","1973","14","Chhattisgarh","Raipur","14.0","5.0","19.0","2700.0"
"3","1974","14","Chhattisgarh","Raipur","14.0","6.0","20.0","2936.0"
"3","1975","14","Chhattisgarh","Raipur","14.0","6.0","20.0","3172.0"
"3","1976","14","Chhattisgarh","Raipur","14.0","6.0","20.0","3408.0"
"3","1977","14","Chhattisgarh","Raipur","14.0","6.0","20.0","3644.0"
"3","1978","14","Chhattisgarh","Raipur","14.0","6.0","20.0","3880.0"
"3","1979","14","Chhattisgarh","Raipur","14.0","6.0","20.0","4116.0"
"3","1980","14","Chhattisgarh","Raipur","14.0","6.0","20.0","4352.0"
"3","1981","14","Chhattisgarh","Raipur","14.0","7.0","21.0","4588.0"
"3","1982","14","Chhattisgarh","Raipur","14.0","16.0","30.0","4823.0"
"3","1983","14","Chhattisgarh","Raipur","14.0","17.0","31.0","5497.0"
"3","1984","14","Chhattisgarh","Raipur","14.0","17.0","31.0","5727.0"
"3","1985","14","Chhattisgarh","Raipur","14.0","17.0","31.0","5957.0"
"3","1986","14","Chhattisgarh","Raipur","14.0","17.0","31.0","6186.0"
"3","1987","14","Chhattisgarh","Raipur","15.0","18.0","33.0","6416.0"
"3","1988","14","Chhattisgarh","Raipur","17.0","21.0","38.0","6645.0"
"3","1989","14","Chhattisgarh","Raipur","18.0","21.0","39.0","6875.0"
"3","1990","14","Chhattisgarh","Raipur","18.0","21.0","39.0","7104.0"
"3","1991","14","Chhattisgarh","Raipur","18.0","22.0","40.0","7334.0"
"3","1992","14","Chhattisgarh","Raipur","18.0","22.0","40.0","7564.0"
"3","1993","14","Chhattisgarh","Raipur","18.0","22.0","40.0","7793.0"
"3","1994","14","Chhattisgarh","Raipur","18.0","22.0","40.0","7802.0"
"3","1995","14","Chhattisgarh","Raipur","18.0","22.0","40.0","8083.0"
"3","1996","14","Chhattisgarh","Raipur","18.0","22.0","40.0","-1.0"
"3","1997","14","Chhattisgarh","Raipur","18.0","22.0","40.0","-1.0"
"3","1998","14","Chhattisgarh","Raipur","18.0","22.0","40.0","-1.0"
"3","1999","14","Chhattisgarh","Raipur","18.0","22.0","40.0","-1.0"
"4","1970","14","Chhattisgarh","Bilaspur","7.0","-1.0","7.0","499.0"
"4","1971","14","Chhattisgarh","Bilaspur","7.0","-1.0","7.0","3620.0"
"4","1972","14","Chhattisgarh","Bilaspur","10.0","1.0","11.0","3657.0"
"4","1973","14","Chhattisgarh","Bilaspur","10.0","1.0","11.0","3694.0"
"4","1974","14","Chhattisgarh","Bilaspur","10.0","1.0","11.0","3731.0"
"4","1975","14","Chhattisgarh","Bilaspur","11.0","1.0","12.0","3769.0"
"4","1976","14","Chhattisgarh","Bilaspur","12.0","1.0","13.0","3807.0"
"4","1977","14","Chhattisgarh","Bilaspur","12.0","1.0","13.0","3845.0"
"4","1978","14","Chhattisgarh","Bilaspur","12.0","1.0","13.0","3884.0"
"4","1979","14","Chhattisgarh","Bilaspur","12.0","1.0","13.0","3923.0"
"4","1980","14","Chhattisgarh","Bilaspur","12.0","1.0","13.0","3963.0"
"4","1981","14","Chhattisgarh","Bilaspur","12.0","2.0","14.0","4003.0"
"4","1982","14","Chhattisgarh","Bilaspur","12.0","6.0","18.0","4176.0"
"4","1983","14","Chhattisgarh","Bilaspur","12.0","10.0","22.0","4889.0"
"4","1984","14","Chhattisgarh","Bilaspur","12.0","10.0","22.0","4889.0"
"4","1985","14","Chhattisgarh","Bilaspur","12.0","12.0","24.0","4889.0"
"4","1986","14","Chhattisgarh","Bilaspur","12.0","12.0","24.0","4889.0"
"4","1987","14","Chhattisgarh","Bilaspur","13.0","12.0","25.0","4889.0"
"4","1988","14","Chhattisgarh","Bilaspur","13.0","12.0","25.0","4889.0"
"4","1989","14","Chhattisgarh","Bilaspur","13.0","12.0","25.0","5773.0"
"4","1990","14","Chhattisgarh","Bilaspur","13.0","13.0","26.0","5773.0"
"4","1991","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","5773.0"
"4","1992","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","5773.0"
"4","1993","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","5773.0"
"4","1994","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","5852.0"
"4","1995","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","5850.0"
"4","1996","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","-1.0"
"4","1997","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","-1.0"
"4","1998","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","-1.0"
"4","1999","14","Chhattisgarh","Bilaspur","13.0","14.0","27.0","-1.0"
"5","1970","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","919.0"
"5","1971","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1000.0"
"5","1972","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1082.0"
"5","1973","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1163.0"
"5","1974","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1245.0"
"5","1975","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1326.0"
"5","1976","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1407.0"
"5","1977","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1489.0"
"5","1978","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1570.0"
"5","1979","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1652.0"
"5","1980","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1733.0"
"5","1981","14","Chhattisgarh","Raigarh","6.0","-1.0","6.0","1815.0"
"5","1982","14","Chhattisgarh","Raigarh","6.0","2.0","8.0","1896.0"
"5","1983","14","Chhattisgarh","Raigarh","6.0","3.0","9.0","1983.0"
"5","1984","14","Chhattisgarh","Raigarh","6.0","3.0","9.0","2067.0"
"5","1985","14","Chhattisgarh","Raigarh","6.0","3.0","9.0","2151.0"
"5","1986","14","Chhattisgarh","Raigarh","6.0","3.0","9.0","2235.0"
"5","1987","14","Chhattisgarh","Raigarh","6.0","3.0","9.0","2319.0"
"5","1988","14","Chhattisgarh","Raigarh","6.0","3.0","9.0","2403.0"
"5","1989","14","Chhattisgarh","Raigarh","6.0","4.0","10.0","2487.0"
"5","1990","14","Chhattisgarh","Raigarh","8.0","4.0","12.0","2571.0"
"5","1991","14","Chhattisgarh","Raigarh","8.0","7.0","15.0","2655.0"
"5","1992","14","Chhattisgarh","Raigarh","8.0","7.0","15.0","2739.0"
"5","1993","14","Chhattisgarh","Raigarh","8.0","7.0","15.0","2823.0"
"5","1994","14","Chhattisgarh","Raigarh","8.0","7.0","15.0","2823.0"
"5","1995","14","Chhattisgarh","Raigarh","9.0","8.0","17.0","2815.0"
"5","1996","14","Chhattisgarh","Raigarh","9.0","8.0","17.0","-1.0"
"5","1997","14","Chhattisgarh","Raigarh","9.0","8.0","17.0","-1.0"
"5","1998","14","Chhattisgarh","Raigarh","9.0","8.0","17.0","-1.0"
"5","1999","14","Chhattisgarh","Raigarh","9.0","8.0","17.0","-1.0"
"6","1970","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","534.0"
"6","1971","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","733.0"
"6","1972","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","932.0"
"6","1973","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","1130.0"
"6","1974","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","1329.0"
"6","1975","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","1528.0"
"6","1976","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","1727.0"
"6","1977","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","1925.0"
"6","1978","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","2124.0"
"6","1979","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","2323.0"
"6","1980","14","Chhattisgarh","Surguja","3.0","-1.0","3.0","2522.0"
"6","1981","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","2721.0"
"6","1982","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","2919.0"
"6","1983","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","2984.0"
"6","1984","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","3049.0"
"6","1985","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","3114.0"
"6","1986","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","3179.0"
"6","1987","14","Chhattisgarh","Surguja","4.0","-1.0","4.0","3243.0"
"6","1988","14","Chhattisgarh","Surguja","5.0","-1.0","5.0","3308.0"
"6","1989","14","Chhattisgarh","Surguja","7.0","-1.0","7.0","3373.0"
"6","1990","14","Chhattisgarh","Surguja","7.0","-1.0","7.0","3438.0"
"6","1991","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","3502.0"
"6","1992","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","3567.0"
"6","1993","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","3632.0"
"6","1994","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","3686.0"
"6","1995","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","3692.0"
"6","1996","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","-1.0"
"6","1997","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","-1.0"
"6","1998","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","-1.0"
"6","1999","14","Chhattisgarh","Surguja","8.0","-1.0","8.0","-1.0"
"7","1970","6","Madhya Pradesh","Jabalpur","3.0","-1.0","3.0","1667.0"
"7","1971","6","Madhya Pradesh","Jabalpur","3.0","-1.0","3.0","1684.0"
"7","1972","6","Madhya Pradesh","Jabalpur","3.0","-1.0","3.0","1701.0"
"7","1973","6","Madhya Pradesh","Jabalpur","3.0","-1.0","3.0","1719.0"
"7","1974","6","Madhya Pradesh","Jabalpur","3.0","-1.0","3.0","1736.0"
"7","1975","6","Madhya Pradesh","Jabalpur","3.0","-1.0","3.0","1753.0"
"7","1976","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1771.0"
"7","1977","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1789.0"
"7","1978","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1807.0"
"7","1979","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1825.0"
"7","1980","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1844.0"
"7","1981","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1862.0"
"7","1982","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1910.0"
"7","1983","6","Madhya Pradesh","Jabalpur","4.0","2.0","6.0","1889.0"
"7","1984","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1898.0"
"7","1985","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1908.0"
"7","1986","6","Madhya Pradesh","Jabalpur","4.0","3.0","7.0","1917.0"
"7","1987","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1927.0"
"7","1988","6","Madhya Pradesh","Jabalpur","4.0","-1.0","4.0","1936.0"
"7","1989","6","Madhya Pradesh","Jabalpur","4.0","4.0","8.0","2103.0"
"7","1990","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2124.0"
"7","1991","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2145.0"
"7","1992","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2167.0"
"7","1993","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2189.0"
"7","1994","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2601.0"
"7","1995","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2682.0"
"7","1996","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","-1.0"
"7","1997","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","-1.0"
"7","1998","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2801.0"
"7","1999","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2821.0"
"7","2000","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2851.0"
"7","2001","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","2846.0"
"7","2002","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","-1.0"
"7","2003","6","Madhya Pradesh","Jabalpur","4.0","7.0","11.0","-1.0"
"7","2004","6","Madhya Pradesh","Jabalpur","4.0","8.0","12.0","-1.0"
"7","2005","6","Madhya Pradesh","Jabalpur","4.0","8.0","12.0","-1.0"
"7","2006","6","Madhya Pradesh","Jabalpur","4.0","8.0","12.0","-1.0"
"7","2007","6","Madhya Pradesh","Jabalpur","4.0","8.0","12.0","-1.0"
"7","2008","6","Madhya Pradesh","Jabalpur","4.0","10.0","14.0","-1.0"
"7","2009","6","Madhya Pradesh","Jabalpur","4.0","11.0","15.0","-1.0"
"7","2010","6","Madhya Pradesh","Jabalpur","4.0","11.0","15.0","-1.0"
"7","2011","6","Madhya Pradesh","Jabalpur","4.0","11.0","15.0","-1.0"
"7","2015","6","Madhya Pradesh","Jabalpur","4.0","-1.0","-1.0","-1.0"
"8","1970","6","Madhya Pradesh","Balaghat","6.0","2.0","8.0","672.0"
"8","1971","6","Madhya Pradesh","Balaghat","6.0","2.0","8.0","747.0"
"8","1972","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","830.0"
"8","1973","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","922.0"
"8","1974","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","1024.0"
"8","1975","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","1138.0"
"8","1976","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","1264.0"
"8","1977","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","1405.0"
"8","1978","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","1561.0"
"8","1979","6","Madhya Pradesh","Balaghat","6.0","3.0","9.0","1734.0"
"8","1980","6","Madhya Pradesh","Balaghat","7.0","3.0","10.0","1927.0"
"8","1981","6","Madhya Pradesh","Balaghat","7.0","3.0","10.0","2118.0"
"8","1982","6","Madhya Pradesh","Balaghat","7.0","3.0","10.0","2198.0"
"8","1983","6","Madhya Pradesh","Balaghat","7.0","7.0","14.0","2141.0"
"8","1984","6","Madhya Pradesh","Balaghat","7.0","8.0","15.0","2286.0"
"8","1985","6","Madhya Pradesh","Balaghat","7.0","8.0","15.0","2332.0"
"8","1986","6","Madhya Pradesh","Balaghat","7.0","8.0","15.0","2379.0"
"8","1987","6","Madhya Pradesh","Balaghat","7.0","8.0","15.0","2426.0"
"8","1988","6","Madhya Pradesh","Balaghat","7.0","8.0","15.0","2475.0"
"8","1989","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2524.0"
"8","1990","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2575.0"
"8","1991","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2626.0"
"8","1992","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2679.0"
"8","1993","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2732.0"
"8","1994","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2745.0"
"8","1995","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2749.0"
"8","1996","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","1997","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","1998","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2814.0"
"8","1999","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2824.0"
"8","2000","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2868.0"
"8","2001","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","2861.0"
"8","2002","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2003","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2004","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2005","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2006","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2007","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2008","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2009","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2010","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2011","6","Madhya Pradesh","Balaghat","7.0","9.0","16.0","-1.0"
"8","2015","6","Madhya Pradesh","Balaghat","7.0","-1.0","-1.0","-1.0"
"9","1970","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1088.0"
"9","1971","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1098.0"
"9","1972","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1110.0"
"9","1973","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1121.0"
"9","1974","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1132.0"
"9","1975","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1144.0"
"9","1976","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1155.0"
"9","1977","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1167.0"
"9","1978","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1179.0"
"9","1979","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1190.0"
"9","1980","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1202.0"
"9","1981","6","Madhya Pradesh","Chhindwara","2.0","-1.0","2.0","1215.0"
"9","1982","6","Madhya Pradesh","Chhindwara","3.0","-1.0","3.0","1280.0"
"9","1983","6","Madhya Pradesh","Chhindwara","3.0","-1.0","3.0","1302.0"
"9","1984","6","Madhya Pradesh","Chhindwara","3.0","-1.0","3.0","1309.0"
"9","1985","6","Madhya Pradesh","Chhindwara","3.0","1.0","4.0","1315.0"
"9","1986","6","Madhya Pradesh","Chhindwara","3.0","1.0","4.0","1322.0"
"9","1987","6","Madhya Pradesh","Chhindwara","3.0","1.0","4.0","1328.0"
"9","1988","6","Madhya Pradesh","Chhindwara","4.0","2.0","6.0","1335.0"
"9","1989","6","Madhya Pradesh","Chhindwara","4.0","2.0","6.0","1347.0"
"9","1990","6","Madhya Pradesh","Chhindwara","4.0","3.0","7.0","1468.0"
"9","1991","6","Madhya Pradesh","Chhindwara","4.0","5.0","9.0","1600.0"
"9","1992","6","Madhya Pradesh","Chhindwara","4.0","5.0","9.0","1744.0"
"9","1993","6","Madhya Pradesh","Chhindwara","4.0","5.0","9.0","1901.0"
"9","1994","6","Madhya Pradesh","Chhindwara","4.0","5.0","9.0","2032.0"
"9","1995","6","Madhya Pradesh","Chhindwara","4.0","5.0","9.0","2037.0"
"9","1996","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","1997","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","1998","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","2142.0"
"9","1999","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","2152.0"
"9","2000","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","2167.0"
"9","2001","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","2221.0"
"9","2002","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","2003","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","2004","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","2005","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","2006","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","2007","6","Madhya Pradesh","Chhindwara","4.0","6.0","10.0","-1.0"
"9","2008","6","Madhya Pradesh","Chhindwara","4.0","8.0","12.0","-1.0"
"9","2009","6","Madhya Pradesh","Chhindwara","4.0","8.0","12.0","-1.0"
"9","2010","6","Madhya Pradesh","Chhindwara","5.0","8.0","13.0","-1.0"
"9","2011","6","Madhya Pradesh","Chhindwara","5.0","8.0","13.0","-1.0"
"9","2015","6","Madhya Pradesh","Chhindwara","5.0","-1.0","-1.0","-1.0"
"10","1970","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","548.0"
"10","1971","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","557.0"
"10","1972","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","566.0"
"10","1973","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","574.0"
"10","1974","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","583.0"
"10","1975","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","592.0"
"10","1976","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","601.0"
"10","1977","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","609.0"
"10","1978","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","618.0"
"10","1979","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","627.0"
"10","1980","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","636.0"
"10","1981","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","644.0"
"10","1982","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","653.0"
"10","1983","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","701.0"
"10","1984","6","Madhya Pradesh","Narsinghpur","3.0","-1.0","3.0","710.0"
"10","1985","6","Madhya Pradesh","Narsinghpur","3.0","2.0","5.0","719.0"
"10","1986","6","Madhya Pradesh","Narsinghpur","3.0","2.0","5.0","727.0"
"10","1987","6","Madhya Pradesh","Narsinghpur","4.0","2.0","6.0","736.0"
"10","1988","6","Madhya Pradesh","Narsinghpur","4.0","2.0","6.0","745.0"
"10","1989","6","Madhya Pradesh","Narsinghpur","4.0","2.0","6.0","754.0"
"10","1990","6","Madhya Pradesh","Narsinghpur","4.0","2.0","6.0","762.0"
"10","1991","6","Madhya Pradesh","Narsinghpur","4.0","2.0","6.0","771.0"
"10","1992","6","Madhya Pradesh","Narsinghpur","4.0","2.0","6.0","780.0"
