"Dist Code","Year","State Code","State Name","Dist Name","INDIGENOUS COW PRODUCTION (1000 tons)","CROSSBRED COW PRODUCTION (1000 tons)","TOTAL COW PRODUCTION (1000 tons)","INDIGENOUS BUFFALO PRODUCTION (1000 tons)","GRADED MURRAH BUFFALO PRODUCTION (1000 tons)","TOTAL BUFFALO PRODUCTION (1000 tons)","GOAT PRODUCTION (1000 tons)","TOTAL PRODUCTION (1000 tons)"
"108","2014","7","Maharashtra","Aurangabad","74.26","320.11","394.37","0.0","0.0","228.53","16.39","639.29"
"108","2015","7","Maharashtra","Aurangabad","12.4","120.12","132.52","0.0","0.0","54.06","24.12","210.7"
"109","1985","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","70.82"
"109","1986","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","68.55"
"109","1987","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","77.75"
"109","1990","7","Maharashtra","Parbhani","0.0","0.0","0.0","0.0","0.0","0.0","0.0","123.94"
"109","1991","7","Maharashtra","Parbhani","66.16","8.87","75.03","0.0","0.0","47.94","0.0","120.96"
"109","1992","7","Maharashtra","Parbhani","63.69","9.26","72.95","0.0","0.0","48.02","0.0","118.97"
"109","1994","7","Maharashtra","Parbhani","0.0","0.0","0.0","0.0","0.0","0.0","0.0","125.91"
"109","1995","7","Maharashtra","Parbhani","0.0","0.0","0.0","0.0","0.0","0.0","0.0","128.6"
"109","1996","7","Maharashtra","Parbhani","0.0","0.0","0.0","0.0","0.0","0.0","0.0","133.54"
"109","1997","7","Maharashtra","Parbhani","0.0","0.0","0.0","0.0","0.0","0.0","0.0","135.36"
"109","1998","7","Maharashtra","Parbhani","63.67","11.86","75.52","0.0","0.0","57.23","8.73","141.48"
"109","1999","7","Maharashtra","Parbhani","64.64","11.69","76.32","0.0","0.0","58.05","9.14","143.51"
"109","2000","7","Maharashtra","Parbhani","67.29","11.94","79.23","0.0","0.0","58.45","9.32","147.0"
"109","2001","7","Maharashtra","Parbhani","59.96","15.15","75.11","0.0","0.0","68.73","10.13","153.97"
"109","2002","7","Maharashtra","Parbhani","61.14","15.61","76.76","0.0","0.0","70.32","10.38","157.45"
"109","2003","7","Maharashtra","Parbhani","61.89","15.94","77.84","0.0","0.0","71.53","10.58","159.94"
"109","2004","7","Maharashtra","Parbhani","53.83","18.85","72.68","0.0","0.0","72.83","9.79","155.31"
"109","2005","7","Maharashtra","Parbhani","53.83","19.73","73.56","0.0","0.0","74.43","9.92","157.91"
"109","2006","7","Maharashtra","Parbhani","49.85","20.24","70.09","0.0","0.0","78.91","9.38","158.38"
"109","2008","7","Maharashtra","Parbhani","52.43","22.02","74.45","0.0","0.0","97.36","9.33","181.14"
"109","2011","7","Maharashtra","Parbhani","78.74","18.34","97.08","0.0","0.0","100.52","9.84","207.45"
"109","2012","7","Maharashtra","Parbhani","81.7","18.83","100.52","0.0","0.0","104.47","10.22","215.21"
"109","2013","7","Maharashtra","Parbhani","69.93","15.39","85.32","0.0","0.0","126.83","8.56","220.71"
"109","2014","7","Maharashtra","Parbhani","115.44","42.79","158.23","0.0","0.0","273.06","14.02","445.3"
"109","2015","7","Maharashtra","Parbhani","14.45","21.01","35.46","0.0","0.0","59.78","9.58","104.82"
"110","1985","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","88.9"
"110","1986","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","82.87"
"110","1987","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","100.35"
"110","1990","7","Maharashtra","Beed","0.0","0.0","0.0","0.0","0.0","0.0","0.0","119.16"
"110","1991","7","Maharashtra","Beed","46.2","24.53","70.73","0.0","0.0","44.78","0.0","113.5"
"110","1992","7","Maharashtra","Beed","45.97","25.38","71.36","0.0","0.0","48.7","0.0","118.06"
"110","1994","7","Maharashtra","Beed","0.0","0.0","0.0","0.0","0.0","0.0","0.0","138.87"
"110","1995","7","Maharashtra","Beed","0.0","0.0","0.0","0.0","0.0","0.0","0.0","139.56"
"110","1996","7","Maharashtra","Beed","0.0","0.0","0.0","0.0","0.0","0.0","0.0","142.03"
"110","1997","7","Maharashtra","Beed","0.0","0.0","0.0","0.0","0.0","0.0","0.0","144.99"
"110","1998","7","Maharashtra","Beed","44.05","44.23","88.28","0.0","0.0","57.02","12.83","158.13"
"110","1999","7","Maharashtra","Beed","40.01","46.74","86.76","0.0","0.0","58.23","13.43","158.41"
"110","2000","7","Maharashtra","Beed","38.49","47.75","86.24","0.0","0.0","59.97","13.7","159.91"
"110","2001","7","Maharashtra","Beed","41.29","76.63","117.92","0.0","0.0","64.92","14.97","197.8"
"110","2002","7","Maharashtra","Beed","42.33","78.96","121.29","0.0","0.0","66.59","15.33","203.21"
"110","2003","7","Maharashtra","Beed","43.14","80.63","123.77","0.0","0.0","67.76","15.67","207.2"
"110","2004","7","Maharashtra","Beed","36.13","95.35","131.47","0.0","0.0","68.89","14.21","214.56"
"110","2005","7","Maharashtra","Beed","37.26","99.8","137.06","0.0","0.0","70.49","14.65","222.2"
"110","2006","7","Maharashtra","Beed","34.39","105.85","140.24","0.0","0.0","82.31","14.3","236.85"
"110","2008","7","Maharashtra","Beed","38.48","115.15","153.64","0.0","0.0","97.85","12.83","264.32"
"110","2011","7","Maharashtra","Beed","44.82","167.71","212.54","0.0","0.0","135.35","13.14","361.02"
"110","2012","7","Maharashtra","Beed","46.03","172.13","218.16","0.0","0.0","140.65","13.61","372.42"
"110","2013","7","Maharashtra","Beed","52.26","189.08","241.34","0.0","0.0","154.84","11.52","407.69"
"110","2014","7","Maharashtra","Beed","40.84","100.01","140.85","0.0","0.0","96.63","9.49","246.96"
"110","2015","7","Maharashtra","Beed","25.3","122.84","148.14","0.0","0.0","63.39","8.94","220.47"
"111","1985","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","77.65"
"111","1986","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","74.59"
"111","1987","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","84.83"
"111","1990","7","Maharashtra","Nanded","0.0","0.0","0.0","0.0","0.0","0.0","0.0","146.16"
"111","1991","7","Maharashtra","Nanded","66.16","10.18","76.33","0.0","0.0","71.9","0.0","146.24"
"111","1992","7","Maharashtra","Nanded","63.69","10.51","74.2","0.0","0.0","72.51","0.0","144.71"
"111","1994","7","Maharashtra","Nanded","0.0","0.0","0.0","0.0","0.0","0.0","0.0","163.94"
"111","1995","7","Maharashtra","Nanded","0.0","0.0","0.0","0.0","0.0","0.0","0.0","168.02"
"111","1996","7","Maharashtra","Nanded","0.0","0.0","0.0","0.0","0.0","0.0","0.0","174.44"
"111","1997","7","Maharashtra","Nanded","0.0","0.0","0.0","0.0","0.0","0.0","0.0","177.14"
"111","1998","7","Maharashtra","Nanded","62.33","25.77","88.1","0.0","0.0","89.24","8.47","185.81"
"111","1999","7","Maharashtra","Nanded","63.28","26.71","89.99","0.0","0.0","90.53","8.86","189.38"
"111","2000","7","Maharashtra","Nanded","65.88","27.28","93.16","0.0","0.0","91.15","9.04","193.35"
"111","2001","7","Maharashtra","Nanded","63.34","22.74","86.08","0.0","0.0","90.86","8.95","185.9"
"111","2002","7","Maharashtra","Nanded","32.14","27.28","59.42","0.0","0.0","90.35","6.05","155.83"
"111","2003","7","Maharashtra","Nanded","32.76","27.85","60.62","0.0","0.0","91.94","6.19","158.74"
"111","2004","7","Maharashtra","Nanded","56.86","28.29","85.15","0.0","0.0","96.27","8.68","190.1"
"111","2005","7","Maharashtra","Nanded","56.87","29.61","86.48","0.0","0.0","98.38","8.77","193.63"
"111","2006","7","Maharashtra","Nanded","59.11","20.89","80.0","0.0","0.0","97.38","9.25","186.63"
"111","2008","7","Maharashtra","Nanded","62.17","22.73","84.9","0.0","0.0","120.14","9.2","214.24"
"111","2011","7","Maharashtra","Nanded","87.97","15.72","103.69","0.0","0.0","113.45","9.71","226.85"
"111","2012","7","Maharashtra","Nanded","91.21","16.14","107.34","0.0","0.0","117.44","10.06","234.84"
"111","2013","7","Maharashtra","Nanded","69.76","20.38","90.13","0.0","0.0","194.57","8.24","292.95"
"111","2014","7","Maharashtra","Nanded","25.49","6.82","32.31","0.0","0.0","61.7","5.75","99.75"
"111","2015","7","Maharashtra","Nanded","27.84","10.76","38.6","0.0","0.0","66.16","10.63","115.38"
"112","1985","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","129.19"
"112","1986","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","119.17"
"112","1987","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","146.85"
"112","1990","7","Maharashtra","Osmanabad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","203.86"
"112","1991","7","Maharashtra","Osmanabad","65.32","49.57","114.89","0.0","0.0","89.55","0.0","200.45"
"112","1992","7","Maharashtra","Osmanabad","65.0","51.5","116.5","0.0","0.0","95.23","0.0","207.73"
"112","1994","7","Maharashtra","Osmanabad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","251.8"
"112","1995","7","Maharashtra","Osmanabad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","257.05"
"112","1996","7","Maharashtra","Osmanabad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","259.24"
"112","1997","7","Maharashtra","Osmanabad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","264.61"
"112","1998","7","Maharashtra","Osmanabad","66.84","79.13","145.96","0.0","0.0","127.89","14.64","288.49"
"112","1999","7","Maharashtra","Osmanabad","60.71","81.8","142.51","0.0","0.0","130.6","15.32","288.42"
"112","2000","7","Maharashtra","Osmanabad","58.39","83.56","141.95","0.0","0.0","134.5","15.64","292.08"
"112","2001","7","Maharashtra","Osmanabad","58.17","87.02","145.19","0.0","0.0","145.64","15.76","306.59"
"112","2002","7","Maharashtra","Osmanabad","92.09","85.83","177.92","0.0","0.0","152.0","19.26","349.17"
"112","2003","7","Maharashtra","Osmanabad","93.4","87.63","181.03","0.0","0.0","154.63","19.66","355.32"
"112","2004","7","Maharashtra","Osmanabad","50.89","108.28","159.17","0.0","0.0","154.55","15.39","329.11"
"112","2005","7","Maharashtra","Osmanabad","52.5","113.33","165.83","0.0","0.0","158.14","15.43","339.4"
"112","2006","7","Maharashtra","Osmanabad","52.72","125.79","178.51","0.0","0.0","146.72","14.22","339.45"
"112","2008","7","Maharashtra","Osmanabad","58.99","136.84","195.83","0.0","0.0","174.42","12.76","383.01"
"112","2011","7","Maharashtra","Osmanabad","64.81","138.89","203.7","0.0","0.0","235.79","10.19","449.68"
"112","2012","7","Maharashtra","Osmanabad","66.61","142.55","209.16","0.0","0.0","244.83","10.63","464.62"
"112","2013","7","Maharashtra","Osmanabad","67.18","154.0","221.19","0.0","0.0","263.35","8.61","493.14"
"112","2014","7","Maharashtra","Osmanabad","89.56","47.06","136.62","0.0","0.0","105.53","7.11","249.27"
"112","2015","7","Maharashtra","Osmanabad","35.1","151.03","186.13","0.0","0.0","110.02","10.63","306.79"
"113","1985","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","78.63"
"113","1986","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","75.74"
"113","1987","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","81.58"
"113","1990","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","98.44"
"113","1991","7","Maharashtra","Buldhana","37.25","19.05","56.3","0.0","0.0","40.57","0.0","94.87"
"113","1992","7","Maharashtra","Buldhana","38.12","19.66","57.79","0.0","0.0","39.15","0.0","94.94"
"113","1994","7","Maharashtra","Buldhana","0.0","0.0","0.0","0.0","0.0","0.0","0.0","106.61"
"113","1995","7","Maharashtra","Buldhana","0.0","0.0","0.0","0.0","0.0","0.0","0.0","107.98"
"113","1996","7","Maharashtra","Buldhana","0.0","0.0","0.0","0.0","0.0","0.0","0.0","111.65"
"113","1997","7","Maharashtra","Buldhana","0.0","0.0","0.0","0.0","0.0","0.0","0.0","113.66"
"113","1998","7","Maharashtra","Buldhana","36.53","26.5","63.03","0.0","0.0","50.74","7.54","121.31"
"113","1999","7","Maharashtra","Buldhana","36.78","26.71","63.49","0.0","0.0","51.58","7.89","122.96"
"113","2000","7","Maharashtra","Buldhana","36.9","27.28","64.18","0.0","0.0","52.57","8.04","124.79"
"113","2001","7","Maharashtra","Buldhana","37.94","24.59","62.53","0.0","0.0","47.52","9.36","119.4"
"113","2002","7","Maharashtra","Buldhana","38.82","25.34","64.16","0.0","0.0","49.68","9.58","123.42"
"113","2003","7","Maharashtra","Buldhana","39.38","25.87","65.25","0.0","0.0","49.51","9.77","124.53"
"113","2004","7","Maharashtra","Buldhana","33.2","30.59","63.79","0.0","0.0","50.41","9.01","123.22"
"113","2005","7","Maharashtra","Buldhana","34.17","32.02","66.2","0.0","0.0","52.59","9.15","127.94"
"113","2006","7","Maharashtra","Buldhana","36.36","29.96","66.32","0.0","0.0","58.46","9.51","134.29"
"113","2008","7","Maharashtra","Buldhana","9.14","30.67","39.81","0.0","0.0","34.36","2.8","76.97"
"113","2011","7","Maharashtra","Buldhana","40.25","44.55","84.8","0.0","0.0","85.62","6.26","176.68"
"113","2012","7","Maharashtra","Buldhana","41.48","45.72","87.21","0.0","0.0","88.25","9.02","184.47"
"113","2013","7","Maharashtra","Buldhana","36.85","42.03","78.88","0.0","0.0","90.44","7.6","176.91"
"113","2014","7","Maharashtra","Buldhana","25.2","29.85","55.04","0.0","0.0","75.65","3.77","134.46"
"113","2015","7","Maharashtra","Buldhana","1.39","27.16","28.55","0.0","0.0","31.12","6.9","66.57"
"114","1985","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","65.89"
"114","1986","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","68.38"
"114","1987","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","68.13"
"114","1990","7","Maharashtra","Akola","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69.36"
"114","1991","7","Maharashtra","Akola","28.13","6.52","34.66","0.0","0.0","35.49","0.0","68.15"
"114","1992","7","Maharashtra","Akola","25.54","6.87","32.41","0.0","0.0","38.0","0.0","68.41"
"114","1994","7","Maharashtra","Akola","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.82"
"114","1995","7","Maharashtra","Akola","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.11"
"114","1996","7","Maharashtra","Akola","0.0","0.0","0.0","0.0","0.0","0.0","0.0","85.5"
"114","1997","7","Maharashtra","Akola","0.0","0.0","0.0","0.0","0.0","0.0","0.0","86.3"
"114","1998","7","Maharashtra","Akola","23.94","10.92","34.86","0.0","0.0","54.0","6.17","95.03"
"114","1999","7","Maharashtra","Akola","24.61","11.69","36.3","0.0","0.0","54.56","6.45","97.3"
"114","2000","7","Maharashtra","Akola","25.89","11.94","37.82","0.0","0.0","55.29","6.58","99.69"
"114","2001","7","Maharashtra","Akola","30.09","15.23","45.32","0.0","0.0","59.19","6.45","110.96"
"114","2002","7","Maharashtra","Akola","31.32","15.69","47.01","0.0","0.0","60.69","6.6","114.31"
"114","2003","7","Maharashtra","Akola","32.92","16.03","48.95","0.0","0.0","61.78","6.72","117.44"
"114","2004","7","Maharashtra","Akola","26.98","18.95","45.93","0.0","0.0","62.83","6.3","115.06"
"114","2005","7","Maharashtra","Akola","27.57","19.83","47.41","0.0","0.0","64.24","6.31","117.96"
"114","2006","7","Maharashtra","Akola","28.32","16.2","44.52","0.0","0.0","66.61","6.05","117.18"
"114","2008","7","Maharashtra","Akola","31.16","17.62","48.79","0.0","0.0","60.01","7.48","116.28"
"114","2011","7","Maharashtra","Akola","42.14","18.34","60.48","0.0","0.0","72.02","7.86","140.36"
"114","2012","7","Maharashtra","Akola","43.08","18.83","61.9","0.0","0.0","74.25","8.17","144.32"
"114","2013","7","Maharashtra","Akola","49.17","15.94","65.11","0.0","0.0","102.04","6.82","173.97"
"114","2014","7","Maharashtra","Akola","50.98","13.68","64.66","0.0","0.0","76.73","5.52","146.9"
"114","2015","7","Maharashtra","Akola","15.74","18.31","34.04","0.0","0.0","53.77","5.16","92.96"
"115","1985","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","56.99"
"115","1986","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","59.48"
"115","1987","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","58.85"
"115","1990","7","Maharashtra","Amarawati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.59"
"115","1991","7","Maharashtra","Amarawati","25.58","9.65","35.23","0.0","0.0","29.74","0.0","62.97"
"115","1992","7","Maharashtra","Amarawati","23.22","9.99","33.21","0.0","0.0","31.33","0.0","62.54"
"115","1994","7","Maharashtra","Amarawati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","71.07"
"115","1995","7","Maharashtra","Amarawati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.54"
"115","1996","7","Maharashtra","Amarawati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","78.16"
"115","1997","7","Maharashtra","Amarawati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","78.94"
"115","1998","7","Maharashtra","Amarawati","21.1","15.32","36.42","0.0","0.0","45.64","4.84","86.9"
"115","1999","7","Maharashtra","Amarawati","21.69","16.69","38.38","0.0","0.0","46.11","5.05","89.55"
"115","2000","7","Maharashtra","Amarawati","22.81","17.05","39.87","0.0","0.0","46.73","5.16","91.75"
"115","2001","7","Maharashtra","Amarawati","26.46","17.58","44.04","0.0","0.0","48.46","5.2","97.7"
"115","2002","7","Maharashtra","Amarawati","27.54","18.12","45.66","0.0","0.0","48.67","5.32","99.65"
"115","2003","7","Maharashtra","Amarawati","28.96","18.5","47.46","0.0","0.0","50.58","5.41","103.44"
"115","2004","7","Maharashtra","Amarawati","23.73","21.88","45.6","0.0","0.0","51.44","4.94","101.98"
"115","2005","7","Maharashtra","Amarawati","24.25","22.9","47.15","0.0","0.0","51.52","5.08","103.74"
"115","2006","7","Maharashtra","Amarawati","22.41","19.04","41.45","0.0","0.0","50.88","5.27","97.6"
"115","2008","7","Maharashtra","Amarawati","24.67","20.71","45.38","0.0","0.0","45.83","6.52","97.73"
"115","2011","7","Maharashtra","Amarawati","36.31","26.2","62.51","0.0","0.0","57.08","8.66","128.25"
"115","2012","7","Maharashtra","Amarawati","37.26","26.9","64.15","0.0","0.0","60.42","6.54","131.11"
"115","2013","7","Maharashtra","Amarawati","33.25","25.1","58.36","0.0","0.0","68.57","5.44","132.36"
"115","2014","7","Maharashtra","Amarawati","10.61","9.5","20.12","0.0","0.0","42.23","2.76","65.11"
"115","2015","7","Maharashtra","Amarawati","11.76","26.26","38.03","0.0","0.0","48.4","5.04","91.46"
"116","1985","7","Maharashtra","Yeotmal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","59.71"
"116","1986","7","Maharashtra","Yeotmal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","62.77"
"116","1987","7","Maharashtra","Yeotmal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","61.31"
"116","1990","7","Maharashtra","Yeotmal","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69.81"
"116","1991","7","Maharashtra","Yeotmal","31.54","7.57","39.11","0.0","0.0","30.7","0.0","67.81"
"116","1992","7","Maharashtra","Yeotmal","28.64","7.8","36.44","0.0","0.0","32.13","0.0","66.58"
"116","1994","7","Maharashtra","Yeotmal","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62.12"
"116","1995","7","Maharashtra","Yeotmal","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.34"
"116","1996","7","Maharashtra","Yeotmal","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.08"
"116","1997","7","Maharashtra","Yeotmal","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.77"
"116","1998","7","Maharashtra","Yeotmal","21.22","8.73","29.96","0.0","0.0","42.99","4.89","77.84"
"116","1999","7","Maharashtra","Yeotmal","21.82","8.35","30.17","0.0","0.0","43.43","5.11","78.71"
"116","2000","7","Maharashtra","Yeotmal","22.95","8.53","31.48","0.0","0.0","44.01","5.22","80.7"
"116","2001","7","Maharashtra","Yeotmal","31.83","12.96","44.78","0.0","0.0","46.58","6.01","97.37"
"116","2002","7","Maharashtra","Yeotmal","33.13","13.35","46.49","0.0","0.0","47.75","6.15","100.39"
"116","2003","7","Maharashtra","Yeotmal","34.84","13.63","48.47","0.0","0.0","48.61","6.26","103.34"
"116","2004","7","Maharashtra","Yeotmal","28.54","16.12","44.66","0.0","0.0","49.44","5.79","99.89"
"116","2005","7","Maharashtra","Yeotmal","29.17","16.87","46.04","0.0","0.0","50.55","5.88","102.47"
"116","2006","7","Maharashtra","Yeotmal","28.91","14.19","43.1","0.0","0.0","53.11","5.87","102.08"
"116","2008","7","Maharashtra","Yeotmal","31.82","15.44","47.26","0.0","0.0","47.85","7.26","102.37"
"116","2011","7","Maharashtra","Yeotmal","50.8","18.34","69.14","0.0","0.0","53.72","9.23","132.09"
"116","2012","7","Maharashtra","Yeotmal","52.07","18.83","70.89","0.0","0.0","55.44","9.59","135.92"
"116","2013","7","Maharashtra","Yeotmal","35.13","17.59","52.72","0.0","0.0","58.46","8.1","119.28"
"116","2014","7","Maharashtra","Yeotmal","49.16","15.04","64.2","0.0","0.0","68.05","3.3","135.55"
"116","2015","7","Maharashtra","Yeotmal","6.81","26.13","32.95","0.0","0.0","18.01","4.22","55.18"
"117","1985","7","Maharashtra","Wardha","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","27.19"
"117","1986","7","Maharashtra","Wardha","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","25.86"
"117","1987","7","Maharashtra","Wardha","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","28.52"
"117","1990","7","Maharashtra","Wardha","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.35"
"117","1991","7","Maharashtra","Wardha","13.55","12.0","25.55","0.0","0.0","13.77","0.0","37.32"
"117","1992","7","Maharashtra","Wardha","13.03","12.38","25.41","0.0","0.0","13.34","0.0","36.75"
"117","1994","7","Maharashtra","Wardha","0.0","0.0","0.0","0.0","0.0","0.0","0.0","55.12"
"117","1995","7","Maharashtra","Wardha","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56.08"
"117","1996","7","Maharashtra","Wardha","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56.55"
"117","1997","7","Maharashtra","Wardha","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.19"
"117","1998","7","Maharashtra","Wardha","12.0","25.56","37.56","0.0","0.0","22.04","2.75","62.35"
"117","1999","7","Maharashtra","Wardha","12.21","26.71","38.92","0.0","0.0","22.2","2.87","63.99"
"117","2000","7","Maharashtra","Wardha","13.17","27.28","40.46","0.0","0.0","22.33","2.93","65.72"
"117","2001","7","Maharashtra","Wardha","16.57","28.74","45.31","0.0","0.0","22.75","2.81","70.86"
"117","2002","7","Maharashtra","Wardha","17.39","29.61","47.0","0.0","0.0","23.29","2.87","73.17"
"117","2003","7","Maharashtra","Wardha","18.65","30.24","48.88","0.0","0.0","23.69","2.93","75.5"
"117","2004","7","Maharashtra","Wardha","15.06","35.76","50.81","0.0","0.0","24.06","2.67","77.54"
"117","2005","7","Maharashtra","Wardha","15.31","37.42","52.73","0.0","0.0","24.65","2.74","80.13"
"117","2006","7","Maharashtra","Wardha","13.88","30.79","44.67","0.0","0.0","24.63","2.76","72.06"
"117","2008","7","Maharashtra","Wardha","14.96","33.49","48.45","0.0","0.0","23.5","2.76","74.71"
"117","2011","7","Maharashtra","Wardha","23.04","39.31","62.35","0.0","0.0","26.48","4.23","93.06"
"117","2012","7","Maharashtra","Wardha","23.54","40.34","63.88","0.0","0.0","27.64","4.34","95.86"
"117","2013","7","Maharashtra","Wardha","16.84","45.37","62.21","0.0","0.0","29.82","3.67","95.7"
"117","2014","7","Maharashtra","Wardha","19.08","21.84","40.92","0.0","0.0","31.94","1.81","74.67"
"117","2015","7","Maharashtra","Wardha","2.48","41.82","44.3","0.0","0.0","25.11","2.99","72.4"
"118","1985","7","Maharashtra","Nagpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","48.36"
"118","1986","7","Maharashtra","Nagpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","45.99"
"118","1987","7","Maharashtra","Nagpur","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","50.66"
"118","1990","7","Maharashtra","Nagpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72.5"
"118","1991","7","Maharashtra","Nagpur","24.52","19.31","43.82","0.0","0.0","28.34","0.0","70.17"
"118","1992","7","Maharashtra","Nagpur","23.58","19.97","43.56","0.0","0.0","28.65","0.0","70.21"
"118","1994","7","Maharashtra","Nagpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82.09"
"118","1995","7","Maharashtra","Nagpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","82.94"
"118","1996","7","Maharashtra","Nagpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.54"
"118","1997","7","Maharashtra","Nagpur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.42"
"118","1998","7","Maharashtra","Nagpur","16.16","33.27","49.43","0.0","0.0","38.12","4.47","92.02"
"118","1999","7","Maharashtra","Nagpur","16.44","35.06","51.5","0.0","0.0","38.4","4.68","94.57"
"118","2000","7","Maharashtra","Nagpur","17.74","35.81","53.55","0.0","0.0","38.64","4.77","96.96"
"118","2001","7","Maharashtra","Nagpur","22.86","38.62","61.48","0.0","0.0","33.76","4.72","99.96"
"118","2002","7","Maharashtra","Nagpur","23.99","39.8","63.78","0.0","0.0","34.58","4.83","103.2"
"118","2003","7","Maharashtra","Nagpur","25.72","40.63","66.35","0.0","0.0","35.18","4.92","106.46"
"118","2004","7","Maharashtra","Nagpur","20.77","48.05","68.82","0.0","0.0","35.72","4.54","109.08"
"118","2005","7","Maharashtra","Nagpur","21.12","50.2","71.32","0.0","0.0","36.61","4.62","112.54"
"118","2006","7","Maharashtra","Nagpur","20.98","52.7","73.68","0.0","0.0","37.27","4.54","115.49"
"118","2008","7","Maharashtra","Nagpur","22.6","57.33","79.94","0.0","0.0","35.56","4.54","120.04"
"118","2011","7","Maharashtra","Nagpur","34.74","70.75","105.49","0.0","0.0","49.09","7.31","161.89"
"118","2012","7","Maharashtra","Nagpur","35.47","72.62","108.09","0.0","0.0","50.44","7.58","166.11"
"118","2013","7","Maharashtra","Nagpur","32.94","66.25","99.19","0.0","0.0","54.97","5.98","160.14"
"118","2014","7","Maharashtra","Nagpur","31.22","49.94","81.16","0.0","0.0","50.39","2.12","133.68"
"118","2015","7","Maharashtra","Nagpur","7.57","94.73","102.29","0.0","0.0","55.78","2.61","160.68"
"119","1985","7","Maharashtra","Bhandara","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","60.6"
