"Dist Code","Year","State Code","State Name","Dist Name","INDIGENOUS COW PRODUCTION (1000 tons)","CROSSBRED COW PRODUCTION (1000 tons)","TOTAL COW PRODUCTION (1000 tons)","INDIGENOUS BUFFALO PRODUCTION (1000 tons)","GRADED MURRAH BUFFALO PRODUCTION (1000 tons)","TOTAL BUFFALO PRODUCTION (1000 tons)","GOAT PRODUCTION (1000 tons)","TOTAL PRODUCTION (1000 tons)"
"60","2010","20","Telangana","Warangal","26.29","39.38","65.67","94.94","147.6","242.55","0.03","308.24"
"60","2011","20","Telangana","Warangal","0.0","78.2","78.2","0.0","285.77","285.77","0.03","364.0"
"60","2012","20","Telangana","Warangal","0.0","45.9","45.9","0.0","151.04","151.04","0.04","196.98"
"60","2014","20","Telangana","Warangal","0.0","3.61","3.61","0.0","254.87","254.87","0.36","258.85"
"60","2015","20","Telangana","Warangal","20.08","43.11","63.2","0.0","320.76","320.76","0.44","384.39"
"61","1991","20","Telangana","Khammam","0.0","0.0","30.0","0.0","0.0","66.0","0.0","96.0"
"61","1992","20","Telangana","Khammam","0.0","0.0","34.26","0.0","0.0","54.71","0.0","88.97"
"61","1993","20","Telangana","Khammam","40.35","2.02","42.38","80.89","7.54","88.42","0.0","130.8"
"61","1994","20","Telangana","Khammam","16.35","4.49","20.84","104.43","20.66","125.09","0.0","145.93"
"61","1995","20","Telangana","Khammam","8.37","0.42","8.79","87.18","18.82","106.0","0.0","114.79"
"61","1996","20","Telangana","Khammam","30.63","0.51","31.14","125.33","73.39","198.72","0.0","229.86"
"61","1997","20","Telangana","Khammam","35.0","0.0","35.0","128.0","18.0","146.0","0.0","181.0"
"61","1998","20","Telangana","Khammam","34.0","1.0","35.0","122.0","18.0","140.0","0.0","175.0"
"61","1999","20","Telangana","Khammam","33.0","1.0","34.0","144.0","23.0","167.0","0.0","201.0"
"61","2000","20","Telangana","Khammam","34.0","1.0","35.0","83.0","52.0","135.0","0.0","170.0"
"61","2001","20","Telangana","Khammam","52.0","4.0","56.0","101.0","85.0","186.0","0.0","242.0"
"61","2002","20","Telangana","Khammam","63.1","23.43","86.54","118.74","102.55","221.29","0.0","307.83"
"61","2003","20","Telangana","Khammam","46.0","24.0","70.0","121.0","138.0","259.0","0.0","329.0"
"61","2004","20","Telangana","Khammam","55.0","1.0","56.0","129.0","91.0","220.0","0.0","276.0"
"61","2005","20","Telangana","Khammam","36.0","45.0","81.0","126.0","117.0","243.0","0.0","324.0"
"61","2006","20","Telangana","Khammam","40.0","48.0","88.0","132.0","117.0","249.0","0.0","337.0"
"61","2007","20","Telangana","Khammam","44.64","53.7","98.34","148.49","131.32","279.81","0.0","378.15"
"61","2008","20","Telangana","Khammam","51.0","47.0","98.0","151.0","136.0","287.0","0.04","385.04"
"61","2009","20","Telangana","Khammam","58.0","53.0","111.0","165.0","152.0","317.0","0.02","428.02"
"61","2010","20","Telangana","Khammam","67.52","60.92","128.44","186.65","172.05","358.7","0.03","487.17"
"61","2011","20","Telangana","Khammam","0.0","134.78","134.78","0.0","380.18","380.18","0.03","515.0"
"61","2012","20","Telangana","Khammam","0.0","74.44","74.44","0.0","209.67","209.67","0.05","284.15"
"61","2014","20","Telangana","Khammam","0.0","65.18","65.18","0.0","318.88","318.88","0.4","384.47"
"61","2015","20","Telangana","Khammam","30.09","49.3","79.38","0.0","222.38","222.38","0.39","302.15"
"62","1991","20","Telangana","Karimnagar","0.0","0.0","40.0","0.0","0.0","85.0","0.0","125.0"
"62","1992","20","Telangana","Karimnagar","0.0","0.0","54.1","0.0","0.0","87.1","0.0","141.2"
"62","1993","20","Telangana","Karimnagar","52.39","4.07","56.46","126.97","5.35","132.32","0.0","188.78"
"62","1994","20","Telangana","Karimnagar","47.11","7.73","54.84","88.3","11.77","100.07","0.0","154.91"
"62","1995","20","Telangana","Karimnagar","30.49","7.34","37.83","146.92","15.4","162.32","0.0","200.15"
"62","1996","20","Telangana","Karimnagar","29.69","6.7","36.39","112.44","14.23","126.67","0.0","163.06"
"62","1997","20","Telangana","Karimnagar","53.0","7.0","60.0","136.0","14.0","150.0","0.0","210.0"
"62","1998","20","Telangana","Karimnagar","52.0","7.0","59.0","148.0","14.0","162.0","0.0","221.0"
"62","1999","20","Telangana","Karimnagar","47.0","8.0","55.0","122.0","15.0","137.0","0.0","192.0"
"62","2000","20","Telangana","Karimnagar","35.0","12.0","47.0","148.0","18.0","166.0","0.0","213.0"
"62","2001","20","Telangana","Karimnagar","58.0","20.0","78.0","166.0","43.0","209.0","0.0","287.0"
"62","2002","20","Telangana","Karimnagar","64.19","34.95","99.14","176.18","52.57","228.74","0.0","327.89"
"62","2003","20","Telangana","Karimnagar","47.0","36.0","83.0","179.0","71.0","250.0","0.0","333.0"
"62","2004","20","Telangana","Karimnagar","20.0","10.0","30.0","103.0","75.0","178.0","0.0","208.0"
"62","2005","20","Telangana","Karimnagar","39.0","49.0","88.0","140.0","129.0","269.0","0.0","357.0"
"62","2006","20","Telangana","Karimnagar","44.0","53.0","97.0","146.0","129.0","275.0","0.0","372.0"
"62","2007","20","Telangana","Karimnagar","49.48","59.52","109.0","164.57","145.55","310.13","0.0","419.13"
"62","2008","20","Telangana","Karimnagar","62.0","25.0","87.0","209.0","188.0","397.0","0.0","484.0"
"62","2009","20","Telangana","Karimnagar","69.0","27.0","96.0","192.0","236.0","428.0","0.02","524.02"
"62","2010","20","Telangana","Karimnagar","75.95","29.61","105.56","204.58","252.06","456.64","0.02","562.22"
"62","2011","20","Telangana","Karimnagar","0.0","119.68","119.68","0.0","455.29","455.29","0.03","575.0"
"62","2012","20","Telangana","Karimnagar","0.0","88.47","88.47","0.0","250.61","250.61","0.04","339.12"
"62","2014","20","Telangana","Karimnagar","0.0","16.75","16.75","0.0","43.79","43.79","0.04","60.57"
"62","2015","20","Telangana","Karimnagar","7.41","64.38","71.79","0.0","295.29","295.29","0.54","367.62"
"63","1991","20","Telangana","Adilabad","0.0","0.0","21.0","0.0","0.0","54.0","0.0","75.0"
"63","1992","20","Telangana","Adilabad","0.0","0.0","27.55","0.0","0.0","52.37","0.0","79.92"
"63","1993","20","Telangana","Adilabad","48.61","1.28","49.89","53.86","1.02","54.88","0.0","104.77"
"63","1994","20","Telangana","Adilabad","30.93","1.29","32.22","45.75","3.23","48.98","0.0","81.2"
"63","1995","20","Telangana","Adilabad","20.72","0.73","21.45","37.75","4.03","41.79","0.0","63.24"
"63","1996","20","Telangana","Adilabad","38.07","0.73","38.8","44.39","4.06","48.45","0.0","87.25"
"63","1997","20","Telangana","Adilabad","55.0","1.0","56.0","51.0","4.0","55.0","0.0","111.0"
"63","1998","20","Telangana","Adilabad","62.0","1.0","63.0","53.0","5.0","58.0","0.0","121.0"
"63","1999","20","Telangana","Adilabad","63.0","1.0","64.0","53.0","4.0","57.0","0.0","121.0"
"63","2000","20","Telangana","Adilabad","55.0","4.0","59.0","59.0","9.0","68.0","0.0","127.0"
"63","2001","20","Telangana","Adilabad","63.0","7.0","70.0","71.0","16.0","87.0","0.0","157.0"
"63","2002","20","Telangana","Adilabad","62.22","11.04","73.25","74.34","20.15","94.48","0.0","167.74"
"63","2003","20","Telangana","Adilabad","46.0","12.0","58.0","75.0","27.0","102.0","0.0","160.0"
"63","2004","20","Telangana","Adilabad","53.0","2.0","55.0","112.0","20.0","132.0","0.0","187.0"
"63","2005","20","Telangana","Adilabad","20.0","25.0","45.0","71.0","65.0","136.0","0.0","181.0"
"63","2006","20","Telangana","Adilabad","22.0","27.0","49.0","74.0","65.0","139.0","0.0","188.0"
"63","2007","20","Telangana","Adilabad","25.0","30.09","55.09","83.21","73.59","156.79","0.0","211.88"
"63","2008","20","Telangana","Adilabad","7.0","73.0","80.0","67.0","60.0","127.0","0.06","207.06"
"63","2009","20","Telangana","Adilabad","7.0","83.0","90.0","43.0","94.0","137.0","0.03","227.03"
"63","2010","20","Telangana","Adilabad","8.58","91.41","99.99","47.05","101.71","148.76","0.04","248.78"
"63","2011","20","Telangana","Adilabad","0.0","106.4","106.4","0.0","158.56","158.56","0.04","265.0"
"63","2012","20","Telangana","Adilabad","0.0","44.08","44.08","0.0","87.72","87.72","0.06","131.86"
"63","2014","20","Telangana","Adilabad","0.0","103.71","103.71","0.0","181.23","181.23","0.44","285.38"
"63","2015","20","Telangana","Adilabad","9.17","7.14","16.31","0.0","64.24","64.24","0.66","81.22"
"64","1989","5","Karnataka","Bangalore","-1.0","-1.0","155.8","-1.0","-1.0","33.9","-1.0","189.7"
"64","1990","5","Karnataka","Bangalore","0.0","0.0","155.2","0.0","0.0","40.6","0.0","195.8"
"64","1991","5","Karnataka","Bangalore","0.0","0.0","160.9","0.0","0.0","54.0","0.0","214.9"
"64","1992","5","Karnataka","Bangalore","0.0","0.0","142.9","0.0","0.0","71.2","0.0","214.1"
"64","1993","5","Karnataka","Bangalore","0.0","0.0","156.5","0.0","0.0","73.3","0.0","229.8"
"64","1994","5","Karnataka","Bangalore","0.0","0.0","218.47","0.0","0.0","80.36","0.0","298.83"
"64","1995","5","Karnataka","Bangalore","206.3","93.06","299.36","0.0","0.0","72.52","0.0","371.88"
"64","1996","5","Karnataka","Bangalore","223.0","95.0","318.0","0.0","0.0","101.0","0.0","419.0"
"64","1997","5","Karnataka","Bangalore","274.0","96.0","370.0","0.0","0.0","61.0","0.0","431.0"
"64","1998","5","Karnataka","Bangalore","298.0","124.0","422.0","0.0","0.0","60.0","0.0","482.0"
"64","1999","5","Karnataka","Bangalore","341.0","109.0","450.0","0.0","0.0","81.0","0.0","531.0"
"64","2000","5","Karnataka","Bangalore","312.0","68.0","380.0","0.0","0.0","116.0","0.0","496.0"
"64","2001","5","Karnataka","Bangalore","362.0","109.0","471.0","0.0","0.0","123.0","2.0","596.0"
"64","2002","5","Karnataka","Bangalore","295.0","96.0","391.0","0.0","0.0","102.0","2.0","495.0"
"64","2003","5","Karnataka","Bangalore","285.0","45.0","330.0","0.0","0.0","41.0","1.0","372.0"
"64","2004","5","Karnataka","Bangalore","279.0","46.0","325.0","0.0","0.0","38.0","1.0","365.0"
"64","2005","5","Karnataka","Bangalore","297.0","51.0","348.0","0.0","0.0","36.0","1.0","385.0"
"64","2006","5","Karnataka","Bangalore","299.0","53.0","352.0","0.0","0.0","36.0","1.0","389.0"
"64","2007","5","Karnataka","Bangalore","317.0","53.0","370.0","0.0","0.0","35.0","1.0","406.0"
"64","2008","5","Karnataka","Bangalore","50.0","297.0","347.0","0.0","0.0","32.0","2.0","381.0"
"64","2009","5","Karnataka","Bangalore","50.0","318.0","368.0","0.0","0.0","38.0","2.0","408.0"
"64","2010","5","Karnataka","Bangalore","58.0","337.0","395.0","0.0","0.0","40.0","4.0","439.0"
"64","2011","5","Karnataka","Bangalore","58.0","351.0","409.0","0.0","0.0","44.0","0.0","453.0"
"64","2012","5","Karnataka","Bangalore","61.0","382.0","443.0","0.0","0.0","48.0","0.0","491.0"
"64","2013","5","Karnataka","Bangalore","62.0","412.0","474.0","0.0","0.0","53.0","1.0","528.0"
"64","2014","5","Karnataka","Bangalore","60.0","440.0","500.0","0.0","0.0","51.0","2.0","553.0"
"64","2015","5","Karnataka","Bangalore","39.38","471.87","511.25","0.0","0.0","35.14","3.78","550.17"
"65","1989","5","Karnataka","Kolar","-1.0","-1.0","125.0","-1.0","-1.0","63.0","-1.0","188.0"
"65","1990","5","Karnataka","Kolar","0.0","0.0","135.3","0.0","0.0","65.4","0.0","200.7"
"65","1991","5","Karnataka","Kolar","0.0","0.0","136.7","0.0","0.0","66.8","0.0","203.5"
"65","1992","5","Karnataka","Kolar","0.0","0.0","152.2","0.0","0.0","87.7","0.0","239.9"
"65","1993","5","Karnataka","Kolar","0.0","0.0","161.2","0.0","0.0","89.7","0.0","250.9"
"65","1994","5","Karnataka","Kolar","0.0","0.0","183.36","0.0","0.0","93.56","0.0","276.92"
"65","1995","5","Karnataka","Kolar","134.58","61.88","196.46","0.0","0.0","87.32","0.0","283.78"
"65","1996","5","Karnataka","Kolar","144.0","80.0","224.0","0.0","0.0","106.0","0.0","330.0"
"65","1997","5","Karnataka","Kolar","194.0","95.0","289.0","0.0","0.0","94.0","0.0","383.0"
"65","1998","5","Karnataka","Kolar","197.0","82.0","279.0","0.0","0.0","94.0","0.0","373.0"
"65","1999","5","Karnataka","Kolar","250.0","91.0","341.0","0.0","0.0","86.0","0.0","427.0"
"65","2000","5","Karnataka","Kolar","167.0","80.0","247.0","0.0","0.0","80.0","0.0","327.0"
"65","2001","5","Karnataka","Kolar","264.0","73.0","337.0","0.0","0.0","107.0","2.0","446.0"
"65","2002","5","Karnataka","Kolar","285.0","69.0","354.0","0.0","0.0","101.0","1.0","456.0"
"65","2003","5","Karnataka","Kolar","280.0","30.0","310.0","0.0","0.0","45.0","2.0","357.0"
"65","2004","5","Karnataka","Kolar","310.0","31.0","341.0","0.0","0.0","51.0","2.0","394.0"
"65","2005","5","Karnataka","Kolar","338.0","33.0","371.0","0.0","0.0","52.0","2.0","425.0"
"65","2006","5","Karnataka","Kolar","336.0","40.0","376.0","0.0","0.0","48.0","2.0","426.0"
"65","2007","5","Karnataka","Kolar","354.0","44.0","398.0","0.0","0.0","48.0","2.0","448.0"
"65","2008","5","Karnataka","Kolar","27.0","358.0","385.0","0.0","0.0","38.0","2.0","425.0"
"65","2009","5","Karnataka","Kolar","27.0","364.0","391.0","0.0","0.0","30.0","2.0","423.0"
"65","2010","5","Karnataka","Kolar","29.0","381.0","410.0","0.0","0.0","47.0","3.0","460.0"
"65","2011","5","Karnataka","Kolar","31.0","404.0","435.0","0.0","0.0","50.0","3.0","488.0"
"65","2012","5","Karnataka","Kolar","32.0","422.0","454.0","0.0","0.0","55.0","3.0","512.0"
"65","2013","5","Karnataka","Kolar","36.0","455.0","491.0","0.0","0.0","60.0","3.0","554.0"
"65","2014","5","Karnataka","Kolar","33.0","430.0","463.0","0.0","0.0","48.0","3.0","514.0"
"65","2015","5","Karnataka","Kolar","28.53","408.14","436.67","0.0","0.0","65.4","4.56","506.63"
"66","1989","5","Karnataka","Tumkur","-1.0","-1.0","34.9","-1.0","-1.0","48.8","-1.0","83.7"
"66","1990","5","Karnataka","Tumkur","0.0","0.0","38.0","0.0","0.0","52.8","0.0","90.8"
"66","1991","5","Karnataka","Tumkur","0.0","0.0","44.3","0.0","0.0","61.2","0.0","105.5"
"66","1992","5","Karnataka","Tumkur","0.0","0.0","74.8","0.0","0.0","61.9","0.0","136.7"
"66","1993","5","Karnataka","Tumkur","0.0","0.0","75.2","0.0","0.0","66.9","0.0","142.1"
"66","1994","5","Karnataka","Tumkur","0.0","0.0","77.41","0.0","0.0","71.91","0.0","149.32"
"66","1995","5","Karnataka","Tumkur","25.15","65.54","90.69","0.0","0.0","73.04","0.0","163.73"
"66","1996","5","Karnataka","Tumkur","27.0","77.0","104.0","0.0","0.0","89.0","1.0","194.0"
"66","1997","5","Karnataka","Tumkur","35.0","99.0","134.0","0.0","0.0","91.0","1.0","226.0"
"66","1998","5","Karnataka","Tumkur","40.0","105.0","145.0","0.0","0.0","97.0","2.0","244.0"
"66","1999","5","Karnataka","Tumkur","42.0","97.0","139.0","0.0","0.0","125.0","2.0","266.0"
"66","2000","5","Karnataka","Tumkur","49.0","68.0","117.0","0.0","0.0","118.0","0.0","235.0"
"66","2001","5","Karnataka","Tumkur","36.0","59.0","95.0","0.0","0.0","106.0","3.0","204.0"
"66","2002","5","Karnataka","Tumkur","32.0","52.0","84.0","0.0","0.0","103.0","3.0","190.0"
"66","2003","5","Karnataka","Tumkur","54.0","56.0","110.0","0.0","0.0","68.0","2.0","180.0"
"66","2004","5","Karnataka","Tumkur","54.0","59.0","113.0","0.0","0.0","70.0","2.0","186.0"
"66","2005","5","Karnataka","Tumkur","55.0","62.0","117.0","0.0","0.0","68.0","3.0","188.0"
"66","2006","5","Karnataka","Tumkur","59.0","63.0","122.0","0.0","0.0","73.0","3.0","198.0"
"66","2007","5","Karnataka","Tumkur","65.0","68.0","133.0","0.0","0.0","75.0","3.0","211.0"
"66","2008","5","Karnataka","Tumkur","68.0","120.0","188.0","0.0","0.0","82.0","0.0","270.0"
"66","2009","5","Karnataka","Tumkur","70.0","140.0","210.0","0.0","0.0","87.0","3.0","300.0"
"66","2010","5","Karnataka","Tumkur","73.0","150.0","223.0","0.0","0.0","94.0","4.0","321.0"
"66","2011","5","Karnataka","Tumkur","73.0","160.0","233.0","0.0","0.0","95.0","3.0","331.0"
"66","2012","5","Karnataka","Tumkur","74.0","168.0","242.0","0.0","0.0","97.0","3.0","342.0"
"66","2013","5","Karnataka","Tumkur","75.0","183.0","258.0","0.0","0.0","98.0","3.0","359.0"
"66","2014","5","Karnataka","Tumkur","66.0","218.0","284.0","0.0","0.0","94.0","4.0","382.0"
"66","2015","5","Karnataka","Tumkur","63.66","211.86","275.52","0.0","0.0","87.18","4.0","366.7"
"67","1989","5","Karnataka","Mysore","-1.0","-1.0","176.0","-1.0","-1.0","39.0","-1.0","215.0"
"67","1990","5","Karnataka","Mysore","0.0","0.0","177.9","0.0","0.0","42.5","0.0","220.4"
"67","1991","5","Karnataka","Mysore","0.0","0.0","179.0","0.0","0.0","44.4","0.0","223.4"
"67","1992","5","Karnataka","Mysore","0.0","0.0","178.9","0.0","0.0","51.9","0.0","230.8"
"67","1993","5","Karnataka","Mysore","0.0","0.0","181.1","0.0","0.0","59.0","0.0","240.1"
"67","1994","5","Karnataka","Mysore","0.0","0.0","177.01","0.0","0.0","72.15","0.0","249.16"
"67","1995","5","Karnataka","Mysore","70.46","93.99","164.45","0.0","0.0","65.28","0.0","229.73"
"67","1996","5","Karnataka","Mysore","70.0","87.0","157.0","0.0","0.0","84.0","0.0","241.0"
"67","1997","5","Karnataka","Mysore","111.0","89.0","200.0","0.0","0.0","59.0","0.0","259.0"
"67","1998","5","Karnataka","Mysore","121.0","115.0","236.0","0.0","0.0","89.0","0.0","325.0"
"67","1999","5","Karnataka","Mysore","99.0","135.0","234.0","0.0","0.0","97.0","0.0","331.0"
"67","2000","5","Karnataka","Mysore","96.0","106.0","202.0","0.0","0.0","47.0","0.0","249.0"
"67","2001","5","Karnataka","Mysore","100.0","121.0","221.0","0.0","0.0","68.0","2.0","291.0"
"67","2002","5","Karnataka","Mysore","96.0","112.0","208.0","0.0","0.0","64.0","2.0","274.0"
"67","2003","5","Karnataka","Mysore","128.0","66.0","194.0","0.0","0.0","26.0","2.0","222.0"
"67","2004","5","Karnataka","Mysore","133.0","74.0","207.0","0.0","0.0","30.0","2.0","239.0"
"67","2005","5","Karnataka","Mysore","142.0","79.0","221.0","0.0","0.0","34.0","2.0","257.0"
"67","2006","5","Karnataka","Mysore","147.0","86.0","233.0","0.0","0.0","36.0","2.0","271.0"
"67","2007","5","Karnataka","Mysore","157.0","92.0","249.0","0.0","0.0","34.0","2.0","285.0"
"67","2008","5","Karnataka","Mysore","86.0","198.0","284.0","0.0","0.0","30.0","2.0","316.0"
"67","2009","5","Karnataka","Mysore","90.0","218.0","308.0","0.0","0.0","32.0","1.0","341.0"
"67","2010","5","Karnataka","Mysore","93.0","233.0","326.0","0.0","0.0","34.0","2.0","362.0"
"67","2011","5","Karnataka","Mysore","99.0","241.0","340.0","0.0","0.0","37.0","1.0","378.0"
"67","2012","5","Karnataka","Mysore","99.0","255.0","354.0","0.0","0.0","39.0","2.0","395.0"
"67","2013","5","Karnataka","Mysore","103.0","263.0","366.0","0.0","0.0","42.0","1.0","409.0"
"67","2014","5","Karnataka","Mysore","102.0","330.0","432.0","0.0","0.0","35.0","2.0","469.0"
"67","2015","5","Karnataka","Mysore","71.47","361.91","433.38","0.0","0.0","40.24","1.7","475.32"
"68","1989","5","Karnataka","Mandya","-1.0","-1.0","49.0","-1.0","-1.0","57.6","-1.0","106.6"
"68","1990","5","Karnataka","Mandya","0.0","0.0","59.5","0.0","0.0","60.4","0.0","119.9"
"68","1991","5","Karnataka","Mandya","0.0","0.0","59.8","0.0","0.0","61.3","0.0","121.1"
"68","1992","5","Karnataka","Mandya","0.0","0.0","96.8","0.0","0.0","71.3","0.0","168.1"
"68","1993","5","Karnataka","Mandya","0.0","0.0","94.2","0.0","0.0","76.8","0.0","171.0"
"68","1994","5","Karnataka","Mandya","0.0","0.0","99.74","0.0","0.0","80.8","0.0","180.54"
"68","1995","5","Karnataka","Mandya","35.65","43.0","78.65","0.0","0.0","86.93","0.0","165.58"
"68","1996","5","Karnataka","Mandya","41.0","39.0","80.0","0.0","0.0","95.0","0.0","175.0"
"68","1997","5","Karnataka","Mandya","67.0","39.0","106.0","0.0","0.0","85.0","0.0","191.0"
"68","1998","5","Karnataka","Mandya","69.0","56.0","125.0","0.0","0.0","98.0","0.0","223.0"
"68","1999","5","Karnataka","Mandya","90.0","57.0","147.0","0.0","0.0","110.0","0.0","257.0"
"68","2000","5","Karnataka","Mandya","100.0","20.0","120.0","0.0","0.0","53.0","0.0","173.0"
"68","2001","5","Karnataka","Mandya","71.0","16.0","87.0","0.0","0.0","85.0","1.0","173.0"
"68","2002","5","Karnataka","Mandya","65.0","16.0","81.0","0.0","0.0","115.0","1.0","197.0"
"68","2003","5","Karnataka","Mandya","94.0","11.0","105.0","0.0","0.0","55.0","1.0","161.0"
"68","2004","5","Karnataka","Mandya","101.0","13.0","114.0","0.0","0.0","61.0","1.0","175.0"
"68","2005","5","Karnataka","Mandya","100.0","12.0","112.0","0.0","0.0","65.0","1.0","178.0"
"68","2006","5","Karnataka","Mandya","101.0","15.0","116.0","0.0","0.0","67.0","1.0","184.0"
"68","2007","5","Karnataka","Mandya","121.0","14.0","135.0","0.0","0.0","69.0","2.0","206.0"
"68","2008","5","Karnataka","Mandya","9.0","143.0","152.0","0.0","0.0","64.0","2.0","218.0"
"68","2009","5","Karnataka","Mandya","9.0","160.0","169.0","0.0","0.0","67.0","2.0","238.0"
"68","2010","5","Karnataka","Mandya","11.0","169.0","180.0","0.0","0.0","70.0","2.0","252.0"
"68","2011","5","Karnataka","Mandya","12.0","180.0","192.0","0.0","0.0","74.0","3.0","269.0"
"68","2012","5","Karnataka","Mandya","13.0","194.0","207.0","0.0","0.0","76.0","4.0","287.0"
"68","2013","5","Karnataka","Mandya","13.0","207.0","220.0","0.0","0.0","83.0","4.0","307.0"
"68","2014","5","Karnataka","Mandya","10.0","219.0","229.0","0.0","0.0","78.0","2.0","309.0"
"68","2015","5","Karnataka","Mandya","12.66","213.85","226.51","0.0","0.0","63.73","0.0","290.24"
"69","1989","5","Karnataka","Hassan","-1.0","-1.0","78.1","-1.0","-1.0","44.4","-1.0","122.5"
"69","1990","5","Karnataka","Hassan","0.0","0.0","78.6","0.0","0.0","49.5","0.0","128.1"
"69","1991","5","Karnataka","Hassan","0.0","0.0","79.9","0.0","0.0","50.5","0.0","130.4"
"69","1992","5","Karnataka","Hassan","0.0","0.0","50.2","0.0","0.0","44.6","0.0","94.8"
"69","1993","5","Karnataka","Hassan","0.0","0.0","58.9","0.0","0.0","60.0","0.0","118.9"
"69","1994","5","Karnataka","Hassan","0.0","0.0","84.24","0.0","0.0","65.3","0.0","149.54"
"69","1995","5","Karnataka","Hassan","37.18","53.53","90.71","0.0","0.0","74.49","0.0","165.2"
"69","1996","5","Karnataka","Hassan","35.0","65.0","100.0","0.0","0.0","80.0","0.0","180.0"
"69","1997","5","Karnataka","Hassan","50.0","90.0","140.0","0.0","0.0","72.0","0.0","212.0"
"69","1998","5","Karnataka","Hassan","57.0","81.0","138.0","0.0","0.0","64.0","0.0","202.0"
"69","1999","5","Karnataka","Hassan","60.0","124.0","184.0","0.0","0.0","66.0","0.0","250.0"
"69","2000","5","Karnataka","Hassan","64.0","91.0","155.0","0.0","0.0","69.0","0.0","224.0"
"69","2001","5","Karnataka","Hassan","43.0","85.0","128.0","0.0","0.0","90.0","1.0","219.0"
"69","2002","5","Karnataka","Hassan","42.0","91.0","133.0","0.0","0.0","88.0","1.0","222.0"
"69","2003","5","Karnataka","Hassan","75.0","69.0","144.0","0.0","0.0","60.0","1.0","205.0"
"69","2004","5","Karnataka","Hassan","72.0","61.0","133.0","0.0","0.0","55.0","1.0","188.0"
"69","2005","5","Karnataka","Hassan","72.0","62.0","134.0","0.0","0.0","57.0","1.0","192.0"
"69","2006","5","Karnataka","Hassan","72.0","69.0","141.0","0.0","0.0","61.0","1.0","203.0"
"69","2007","5","Karnataka","Hassan","77.0","71.0","148.0","0.0","0.0","62.0","1.0","211.0"
"69","2008","5","Karnataka","Hassan","72.0","102.0","174.0","0.0","0.0","64.0","1.0","239.0"
"69","2009","5","Karnataka","Hassan","75.0","144.0","219.0","0.0","0.0","68.0","1.0","288.0"
"69","2010","5","Karnataka","Hassan","75.0","151.0","226.0","0.0","0.0","69.0","1.0","296.0"
"69","2011","5","Karnataka","Hassan","77.0","156.0","233.0","0.0","0.0","70.0","0.0","303.0"
"69","2012","5","Karnataka","Hassan","77.0","168.0","245.0","0.0","0.0","71.0","0.0","316.0"
"69","2013","5","Karnataka","Hassan","80.0","185.0","265.0","0.0","0.0","75.0","0.0","340.0"
"69","2014","5","Karnataka","Hassan","74.0","226.0","300.0","0.0","0.0","79.0","2.0","381.0"
"69","2015","5","Karnataka","Hassan","58.52","256.54","315.06","0.0","0.0","40.97","1.84","357.87"
"70","1989","5","Karnataka","Shimoge","-1.0","-1.0","43.1","-1.0","-1.0","26.8","-1.0","69.9"
"70","1990","5","Karnataka","Shimoge","0.0","0.0","45.3","0.0","0.0","33.4","0.0","78.7"
"70","1991","5","Karnataka","Shimoge","0.0","0.0","47.1","0.0","0.0","36.5","0.0","83.6"
"70","1992","5","Karnataka","Shimoge","0.0","0.0","34.9","0.0","0.0","39.6","0.0","74.5"
"70","1993","5","Karnataka","Shimoge","0.0","0.0","42.4","0.0","0.0","40.4","0.0","82.8"
"70","1994","5","Karnataka","Shimoge","0.0","0.0","61.11","0.0","0.0","53.61","0.0","114.72"
"70","1995","5","Karnataka","Shimoge","11.29","57.0","68.29","0.0","0.0","64.41","0.0","132.7"
"70","1996","5","Karnataka","Shimoge","16.0","79.0","95.0","0.0","0.0","93.0","0.0","188.0"
"70","1997","5","Karnataka","Shimoge","26.0","65.0","91.0","0.0","0.0","81.0","0.0","172.0"
"70","1998","5","Karnataka","Shimoge","18.0","71.0","89.0","0.0","0.0","63.0","0.0","152.0"
"70","1999","5","Karnataka","Shimoge","23.0","68.0","91.0","0.0","0.0","79.0","0.0","170.0"
"70","2000","5","Karnataka","Shimoge","34.0","100.0","134.0","0.0","0.0","41.0","0.0","175.0"
"70","2001","5","Karnataka","Shimoge","35.0","64.0","99.0","0.0","0.0","59.0","1.0","159.0"
"70","2002","5","Karnataka","Shimoge","34.0","81.0","115.0","0.0","0.0","62.0","1.0","178.0"
"70","2003","5","Karnataka","Shimoge","42.0","60.0","102.0","0.0","0.0","41.0","0.0","143.0"
"70","2004","5","Karnataka","Shimoge","42.0","65.0","107.0","0.0","0.0","44.0","0.0","152.0"
"70","2005","5","Karnataka","Shimoge","44.0","59.0","103.0","0.0","0.0","44.0","0.0","147.0"
"70","2006","5","Karnataka","Shimoge","43.0","64.0","107.0","0.0","0.0","53.0","1.0","161.0"
"70","2007","5","Karnataka","Shimoge","46.0","73.0","119.0","0.0","0.0","55.0","1.0","175.0"
"70","2008","5","Karnataka","Shimoge","71.0","65.0","136.0","0.0","0.0","48.0","1.0","185.0"
"70","2009","5","Karnataka","Shimoge","74.0","65.0","139.0","0.0","0.0","49.0","0.0","188.0"
"70","2010","5","Karnataka","Shimoge","74.0","72.0","146.0","0.0","0.0","51.0","0.0","197.0"
"70","2011","5","Karnataka","Shimoge","78.0","78.0","156.0","0.0","0.0","50.0","0.0","206.0"
