"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","WHEAT AREA (1000 ha)","SORGHUM AREA (1000 ha)","PEARL MILLET AREA (1000 ha)","MAIZE AREA (1000 ha)","FINGER MILLET AREA (1000 ha)","TOTAL AREA (1000 ha)"
"1","1966","14","Chhattisgarh","Durg","12.2","0.4","0.0","0.0","0.3","0.0","12.9"
"1","1967","14","Chhattisgarh","Durg","13.9","0.6","0.7","0.0","1.7","0.0","16.9"
"1","1968","14","Chhattisgarh","Durg","26.7","1.3","0.0","0.0","1.2","0.0","29.2"
"1","1969","14","Chhattisgarh","Durg","38.4","0.8","0.0","0.0","1.2","0.0","40.4"
"1","1970","14","Chhattisgarh","Durg","50.3","2.1","0.0","0.0","0.4","0.0","52.8"
"1","1971","14","Chhattisgarh","Durg","92.4","2.2","0.0","0.0","0.3","0.0","94.9"
"1","1972","14","Chhattisgarh","Durg","115.3","5.2","0.0","0.0","0.0","0.0","120.5"
"1","1973","14","Chhattisgarh","Durg","157.6","6.6","0.0","0.0","0.0","0.0","164.2"
"1","1974","14","Chhattisgarh","Durg","173.9","8.0","0.0","0.0","0.2","0.0","182.1"
"1","1975","14","Chhattisgarh","Durg","245.3","9.3","0.0","0.0","0.8","0.0","255.4"
"1","1976","14","Chhattisgarh","Durg","260.7","12.6","0.0","0.0","0.2","0.0","273.5"
"1","1977","14","Chhattisgarh","Durg","361.8","5.7","0.0","0.0","0.3","0.0","367.8"
"1","1978","14","Chhattisgarh","Durg","260.2","5.4","0.0","0.0","0.3","0.0","265.9"
"1","1979","14","Chhattisgarh","Durg","187.3","0.1","0.0","0.0","0.1","0.0","187.5"
"1","1980","14","Chhattisgarh","Durg","128.3","9.3","0.0","0.0","0.1","0.0","137.7"
"1","1981","14","Chhattisgarh","Durg","137.6","9.3","0.0","0.0","0.0","0.0","146.9"
"1","1982","14","Chhattisgarh","Durg","232.6","13.1","0.0","0.0","0.0","0.0","245.7"
"1","1983","14","Chhattisgarh","Durg","193.9","15.8","0.0","0.0","0.0","0.0","209.7"
"1","1984","14","Chhattisgarh","Durg","250.0","10.9","0.0","0.0","0.0","0.0","260.9"
"1","1985","14","Chhattisgarh","Durg","248.6","18.4","0.1","0.0","0.4","0.0","267.5"
"1","1986","14","Chhattisgarh","Durg","264.0","18.5","0.0","0.0","0.0","0.0","282.5"
"1","1987","14","Chhattisgarh","Durg","402.5","21.9","0.0","0.0","0.0","0.0","424.4"
"1","1988","14","Chhattisgarh","Durg","356.5","24.3","0.0","0.0","0.0","0.0","380.8"
"1","1989","14","Chhattisgarh","Durg","389.9","22.6","0.0","0.0","0.0","0.0","412.5"
"1","1990","14","Chhattisgarh","Durg","402.2","28.4","0.0","0.0","0.0","0.0","430.6"
"1","1991","14","Chhattisgarh","Durg","411.4","17.8","0.0","0.0","0.0","0.0","429.2"
"1","1992","14","Chhattisgarh","Durg","410.1","19.4","0.0","0.0","0.0","0.0","429.5"
"1","1993","14","Chhattisgarh","Durg","420.1","24.5","0.0","0.0","0.0","0.0","444.6"
"1","1994","14","Chhattisgarh","Durg","429.8","31.4","0.0","0.0","0.0","0.0","461.2"
"1","1999","14","Chhattisgarh","Durg","535.75","0.0","0.0","0.0","35.11","0.0","570.86"
"1","2008","14","Chhattisgarh","Durg","12.92","3.9","0.0","-1.0","0.0","-1.0","16.82"
"1","2009","14","Chhattisgarh","Durg","11.64","5.72","0.0","-1.0","0.0","-1.0","17.37"
"2","1966","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.4","0.0","0.4"
"2","1967","14","Chhattisgarh","Bastar","1.7","0.0","0.0","0.0","0.4","0.0","2.1"
"2","1968","14","Chhattisgarh","Bastar","2.0","0.1","0.0","0.0","0.8","0.0","2.9"
"2","1969","14","Chhattisgarh","Bastar","2.6","0.2","0.0","0.0","0.5","0.0","3.3"
"2","1970","14","Chhattisgarh","Bastar","4.4","0.4","0.0","0.0","0.5","0.0","5.3"
"2","1971","14","Chhattisgarh","Bastar","5.3","0.6","0.1","0.0","0.3","0.0","6.3"
"2","1972","14","Chhattisgarh","Bastar","8.8","0.9","0.0","0.0","0.2","0.0","9.9"
"2","1973","14","Chhattisgarh","Bastar","8.9","1.0","0.0","0.0","0.2","0.0","10.1"
"2","1974","14","Chhattisgarh","Bastar","8.2","1.0","0.0","0.0","0.6","0.0","9.8"
"2","1975","14","Chhattisgarh","Bastar","20.6","1.2","0.0","0.0","0.1","0.0","21.9"
"2","1976","14","Chhattisgarh","Bastar","52.4","2.8","0.0","0.0","0.1","0.0","55.3"
"2","1977","14","Chhattisgarh","Bastar","89.6","0.0","0.0","0.0","0.0","0.0","89.6"
"2","1978","14","Chhattisgarh","Bastar","80.4","0.0","0.5","0.5","0.4","0.0","81.8"
"2","1979","14","Chhattisgarh","Bastar","38.2","1.5","0.3","0.0","1.0","0.0","41.0"
"2","1980","14","Chhattisgarh","Bastar","143.8","2.0","0.3","0.0","1.0","0.0","147.1"
"2","1981","14","Chhattisgarh","Bastar","51.4","1.5","0.0","0.0","0.0","0.0","52.9"
"2","1982","14","Chhattisgarh","Bastar","45.7","1.7","1.8","0.0","0.5","0.0","49.7"
"2","1983","14","Chhattisgarh","Bastar","43.4","1.3","0.0","0.0","0.0","0.0","44.7"
"2","1984","14","Chhattisgarh","Bastar","72.9","0.0","0.0","0.0","1.1","0.0","74.0"
"2","1985","14","Chhattisgarh","Bastar","100.2","2.2","0.0","0.0","0.2","0.0","102.6"
"2","1986","14","Chhattisgarh","Bastar","107.0","2.2","0.0","0.0","1.0","0.0","110.2"
"2","1987","14","Chhattisgarh","Bastar","106.2","0.0","0.0","0.0","0.0","0.0","106.2"
"2","1988","14","Chhattisgarh","Bastar","118.9","1.7","0.0","0.0","0.0","0.0","120.6"
"2","1989","14","Chhattisgarh","Bastar","141.3","2.1","0.0","0.0","0.0","0.0","143.4"
"2","1990","14","Chhattisgarh","Bastar","185.8","2.7","0.0","0.0","0.0","0.0","188.5"
"2","1991","14","Chhattisgarh","Bastar","193.3","0.0","0.0","0.0","5.7","0.0","199.0"
"2","1992","14","Chhattisgarh","Bastar","212.0","0.0","0.0","0.0","8.4","0.0","220.4"
"2","1993","14","Chhattisgarh","Bastar","269.7","15.7","0.0","0.0","9.8","0.0","295.2"
"2","1994","14","Chhattisgarh","Bastar","304.2","15.7","1.1","0.0","8.9","0.0","329.9"
"2","1999","14","Chhattisgarh","Bastar","190.71","3.4","1.81","0.0","0.81","0.0","196.73"
"2","2008","14","Chhattisgarh","Bastar","0.0","0.0","0.0","-1.0","0.22","-1.0","0.22"
"2","2009","14","Chhattisgarh","Bastar","0.0","0.0","0.0","-1.0","0.02","-1.0","0.02"
"3","1966","14","Chhattisgarh","Raipur","27.1","0.1","0.0","0.0","2.5","0.0","29.7"
"3","1967","14","Chhattisgarh","Raipur","18.2","0.4","0.0","0.0","2.0","0.0","20.6"
"3","1968","14","Chhattisgarh","Raipur","40.1","0.7","0.0","0.0","1.0","0.0","41.8"
"3","1969","14","Chhattisgarh","Raipur","74.8","0.8","0.0","0.0","0.5","0.0","76.1"
"3","1970","14","Chhattisgarh","Raipur","93.9","1.2","0.0","0.0","0.0","0.0","95.1"
"3","1971","14","Chhattisgarh","Raipur","115.1","2.3","0.0","0.0","0.0","0.0","117.4"
"3","1972","14","Chhattisgarh","Raipur","145.0","9.2","0.0","0.0","0.0","0.0","154.2"
"3","1973","14","Chhattisgarh","Raipur","244.5","8.2","0.0","0.0","0.0","0.0","252.7"
"3","1974","14","Chhattisgarh","Raipur","272.3","14.0","0.0","0.0","0.0","0.0","286.3"
"3","1975","14","Chhattisgarh","Raipur","321.5","15.4","0.0","0.0","0.0","0.0","336.9"
"3","1976","14","Chhattisgarh","Raipur","321.5","17.5","0.0","0.0","0.0","0.0","339.0"
"3","1977","14","Chhattisgarh","Raipur","203.6","28.1","0.0","0.0","0.0","0.0","231.7"
"3","1978","14","Chhattisgarh","Raipur","241.4","15.9","0.0","0.0","0.8","0.0","258.1"
"3","1979","14","Chhattisgarh","Raipur","223.4","12.0","0.0","0.0","0.8","0.0","236.2"
"3","1980","14","Chhattisgarh","Raipur","335.4","8.6","0.0","0.0","0.0","0.0","344.0"
"3","1981","14","Chhattisgarh","Raipur","218.7","17.2","0.0","0.0","0.0","0.0","235.9"
"3","1982","14","Chhattisgarh","Raipur","378.5","15.7","0.0","0.0","0.0","0.0","394.2"
"3","1983","14","Chhattisgarh","Raipur","254.6","17.8","0.2","0.0","0.1","0.0","272.7"
"3","1984","14","Chhattisgarh","Raipur","332.4","11.9","0.0","0.0","0.0","0.0","344.3"
"3","1985","14","Chhattisgarh","Raipur","324.9","17.7","0.0","0.0","0.0","0.0","342.6"
"3","1986","14","Chhattisgarh","Raipur","334.0","16.8","0.0","0.0","0.0","0.0","350.8"
"3","1987","14","Chhattisgarh","Raipur","228.5","18.4","0.0","0.0","0.0","0.0","246.9"
"3","1988","14","Chhattisgarh","Raipur","401.9","10.8","0.0","0.0","0.0","0.0","412.7"
"3","1989","14","Chhattisgarh","Raipur","453.5","14.7","0.0","0.0","0.0","0.0","468.2"
"3","1990","14","Chhattisgarh","Raipur","588.2","14.8","0.0","0.0","0.0","0.0","603.0"
"3","1991","14","Chhattisgarh","Raipur","601.3","16.3","0.0","0.0","0.0","0.0","617.6"
"3","1992","14","Chhattisgarh","Raipur","592.4","15.8","0.0","0.0","0.0","0.0","608.2"
"3","1993","14","Chhattisgarh","Raipur","582.6","17.8","0.0","0.0","0.0","0.0","600.4"
"3","1994","14","Chhattisgarh","Raipur","573.4","14.8","0.0","0.0","0.0","0.0","588.2"
"3","1999","14","Chhattisgarh","Raipur","724.86","0.0","0.0","0.0","12.34","0.0","737.2"
"3","2008","14","Chhattisgarh","Raipur","38.27","6.59","0.0","-1.0","0.0","-1.0","44.86"
"3","2009","14","Chhattisgarh","Raipur","81.04","6.5","0.0","-1.0","0.0","-1.0","87.55"
"4","1966","14","Chhattisgarh","Bilaspur","22.8","0.0","0.0","0.0","0.7","0.0","23.5"
"4","1967","14","Chhattisgarh","Bilaspur","21.5","0.1","0.0","0.0","0.6","0.0","22.2"
"4","1968","14","Chhattisgarh","Bilaspur","25.5","1.0","0.0","0.0","0.9","0.0","27.4"
"4","1969","14","Chhattisgarh","Bilaspur","27.7","3.3","0.0","0.0","0.6","0.0","31.6"
"4","1970","14","Chhattisgarh","Bilaspur","39.2","5.8","0.0","0.0","0.4","0.0","45.4"
"4","1971","14","Chhattisgarh","Bilaspur","55.6","8.4","0.1","0.0","0.5","0.0","64.6"
"4","1972","14","Chhattisgarh","Bilaspur","84.4","15.8","0.0","0.0","0.6","0.0","100.8"
"4","1973","14","Chhattisgarh","Bilaspur","135.7","25.0","0.0","0.0","0.9","0.0","161.6"
"4","1974","14","Chhattisgarh","Bilaspur","158.6","17.7","0.0","0.0","0.6","0.0","176.9"
"4","1975","14","Chhattisgarh","Bilaspur","222.3","19.7","0.0","0.0","1.3","0.0","243.3"
"4","1976","14","Chhattisgarh","Bilaspur","118.6","7.7","0.0","0.0","0.5","0.0","126.8"
"4","1977","14","Chhattisgarh","Bilaspur","235.7","24.6","0.0","0.0","2.0","0.0","262.3"
"4","1978","14","Chhattisgarh","Bilaspur","160.0","9.7","0.0","0.0","1.2","0.0","170.9"
"4","1979","14","Chhattisgarh","Bilaspur","134.6","4.1","0.0","0.0","1.0","0.0","139.7"
"4","1980","14","Chhattisgarh","Bilaspur","209.0","10.0","0.0","0.0","0.0","0.0","219.0"
"4","1981","14","Chhattisgarh","Bilaspur","260.0","8.6","0.0","0.0","1.4","0.0","270.0"
"4","1982","14","Chhattisgarh","Bilaspur","277.0","10.8","0.0","0.0","1.6","0.0","289.4"
"4","1983","14","Chhattisgarh","Bilaspur","227.8","24.7","0.1","0.0","1.9","0.0","254.5"
"4","1984","14","Chhattisgarh","Bilaspur","287.7","9.9","0.0","0.0","1.6","0.0","299.2"
"4","1985","14","Chhattisgarh","Bilaspur","345.8","24.0","0.0","0.0","0.9","0.0","370.7"
"4","1986","14","Chhattisgarh","Bilaspur","319.0","12.2","0.0","0.0","4.0","0.0","335.2"
"4","1987","14","Chhattisgarh","Bilaspur","293.3","15.5","0.0","0.0","1.3","0.0","310.1"
"4","1988","14","Chhattisgarh","Bilaspur","395.0","11.7","0.0","0.0","5.4","0.0","412.1"
"4","1989","14","Chhattisgarh","Bilaspur","402.7","14.0","0.0","0.0","2.5","0.0","419.2"
"4","1990","14","Chhattisgarh","Bilaspur","413.7","26.3","0.0","0.0","1.5","0.0","441.5"
"4","1991","14","Chhattisgarh","Bilaspur","450.0","22.8","0.0","0.0","0.0","0.0","472.8"
"4","1992","14","Chhattisgarh","Bilaspur","479.3","24.3","0.0","0.0","6.3","0.0","509.9"
"4","1993","14","Chhattisgarh","Bilaspur","501.5","30.8","0.0","0.0","2.5","0.0","534.8"
"4","1994","14","Chhattisgarh","Bilaspur","437.4","22.8","0.0","0.0","4.2","0.0","464.4"
"4","1999","14","Chhattisgarh","Bilaspur","545.04","7.37","0.0","0.0","17.0","0.0","569.41"
"4","2008","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"4","2009","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"5","1966","14","Chhattisgarh","Raigarh","0.3","0.1","0.0","0.0","0.2","0.0","0.6"
"5","1967","14","Chhattisgarh","Raigarh","3.2","0.0","0.0","0.0","0.2","0.0","3.4"
"5","1968","14","Chhattisgarh","Raigarh","6.1","0.5","0.0","0.0","0.8","0.0","7.4"
"5","1969","14","Chhattisgarh","Raigarh","16.6","1.2","0.0","0.0","0.5","0.0","18.3"
"5","1970","14","Chhattisgarh","Raigarh","23.7","1.3","0.1","0.0","0.8","0.0","25.9"
"5","1971","14","Chhattisgarh","Raigarh","28.5","1.9","0.1","0.0","0.8","0.0","31.3"
"5","1972","14","Chhattisgarh","Raigarh","24.0","5.6","0.0","0.0","1.1","0.0","30.7"
"5","1973","14","Chhattisgarh","Raigarh","61.7","6.7","0.0","0.0","1.6","0.0","70.0"
"5","1974","14","Chhattisgarh","Raigarh","54.9","5.0","0.0","0.0","1.5","0.0","61.4"
"5","1975","14","Chhattisgarh","Raigarh","82.6","5.9","0.0","0.0","1.4","0.0","89.9"
"5","1976","14","Chhattisgarh","Raigarh","51.6","4.9","0.0","0.0","0.6","0.0","57.1"
"5","1977","14","Chhattisgarh","Raigarh","100.4","8.0","0.0","0.0","3.8","0.0","112.2"
"5","1978","14","Chhattisgarh","Raigarh","91.2","4.9","0.0","0.0","4.0","0.0","100.1"
"5","1979","14","Chhattisgarh","Raigarh","92.4","3.0","0.0","0.0","5.0","0.0","100.4"
"5","1980","14","Chhattisgarh","Raigarh","186.5","16.2","0.0","0.0","3.0","0.0","205.7"
"5","1981","14","Chhattisgarh","Raigarh","135.8","5.1","0.0","0.0","3.2","0.0","144.1"
"5","1982","14","Chhattisgarh","Raigarh","134.4","4.1","0.0","0.0","3.5","0.0","142.0"
"5","1983","14","Chhattisgarh","Raigarh","151.4","4.7","0.0","0.0","3.4","0.0","159.5"
"5","1984","14","Chhattisgarh","Raigarh","147.9","3.1","0.0","0.0","4.6","0.0","155.6"
"5","1985","14","Chhattisgarh","Raigarh","157.8","3.3","0.0","0.0","4.5","0.0","165.6"
"5","1986","14","Chhattisgarh","Raigarh","151.0","3.7","0.0","0.0","3.0","0.0","157.7"
"5","1987","14","Chhattisgarh","Raigarh","158.0","2.5","0.0","0.0","3.8","0.0","164.3"
"5","1988","14","Chhattisgarh","Raigarh","181.2","2.3","0.0","0.0","2.9","0.0","186.4"
"5","1989","14","Chhattisgarh","Raigarh","193.3","2.4","0.0","0.0","3.3","0.0","199.0"
"5","1990","14","Chhattisgarh","Raigarh","208.4","12.0","0.0","0.0","9.8","0.0","230.2"
"5","1991","14","Chhattisgarh","Raigarh","227.0","2.4","0.0","0.0","7.0","0.0","236.4"
"5","1992","14","Chhattisgarh","Raigarh","365.0","3.7","0.0","0.0","8.1","0.0","376.8"
"5","1993","14","Chhattisgarh","Raigarh","271.7","2.9","0.0","0.0","8.2","0.0","282.8"
"5","1994","14","Chhattisgarh","Raigarh","310.0","4.2","0.0","0.0","8.5","0.0","322.7"
"5","1999","14","Chhattisgarh","Raigarh","213.74","1.45","0.0","0.0","1.8","0.0","216.99"
"5","2008","14","Chhattisgarh","Raigarh","56.0","2.01","0.0","-1.0","0.0","-1.0","58.01"
"5","2009","14","Chhattisgarh","Raigarh","9.91","0.0","0.0","-1.0","0.0","-1.0","9.91"
"6","1966","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","0.4","0.0","0.4"
"6","1967","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","0.3","0.0","0.3"
"6","1968","14","Chhattisgarh","Surguja","2.0","0.5","0.1","0.2","1.3","0.0","4.1"
"6","1969","14","Chhattisgarh","Surguja","9.7","1.6","0.0","0.0","1.0","0.0","12.3"
"6","1970","14","Chhattisgarh","Surguja","17.8","3.0","0.1","0.0","1.8","0.0","22.7"
"6","1971","14","Chhattisgarh","Surguja","23.2","4.9","0.2","0.0","1.3","0.0","29.6"
"6","1972","14","Chhattisgarh","Surguja","24.9","8.5","0.1","0.0","2.6","0.0","36.1"
"6","1973","14","Chhattisgarh","Surguja","34.9","10.7","0.0","0.0","1.8","0.0","47.4"
"6","1974","14","Chhattisgarh","Surguja","66.2","16.2","0.0","0.0","3.5","0.0","85.9"
"6","1975","14","Chhattisgarh","Surguja","98.0","17.5","0.0","0.0","4.7","0.0","120.2"
"6","1976","14","Chhattisgarh","Surguja","69.7","14.1","0.0","0.0","4.2","0.0","88.0"
"6","1977","14","Chhattisgarh","Surguja","124.7","15.9","0.0","0.0","7.1","0.0","147.7"
"6","1978","14","Chhattisgarh","Surguja","127.6","16.5","0.0","0.0","6.8","0.0","150.9"
"6","1979","14","Chhattisgarh","Surguja","83.6","10.4","0.0","0.0","5.4","0.0","99.4"
"6","1980","14","Chhattisgarh","Surguja","130.0","10.4","0.0","0.0","0.8","0.0","141.2"
"6","1981","14","Chhattisgarh","Surguja","140.7","14.5","0.0","0.0","1.5","0.0","156.7"
"6","1982","14","Chhattisgarh","Surguja","145.0","15.0","0.1","0.0","1.9","0.0","162.0"
"6","1983","14","Chhattisgarh","Surguja","144.7","12.9","0.1","0.0","3.3","0.0","161.0"
"6","1984","14","Chhattisgarh","Surguja","153.5","13.0","0.0","0.0","4.6","0.0","171.1"
"6","1985","14","Chhattisgarh","Surguja","176.5","7.2","0.0","0.0","5.3","0.0","189.0"
"6","1986","14","Chhattisgarh","Surguja","182.0","16.4","0.0","0.0","4.0","0.0","202.4"
"6","1987","14","Chhattisgarh","Surguja","143.4","14.2","0.0","0.0","8.3","0.0","165.9"
"6","1988","14","Chhattisgarh","Surguja","195.0","13.9","0.0","0.0","8.7","0.0","217.6"
"6","1989","14","Chhattisgarh","Surguja","189.0","16.3","0.0","0.0","10.9","0.0","216.2"
"6","1990","14","Chhattisgarh","Surguja","193.4","9.0","0.0","0.0","6.0","0.0","208.4"
"6","1991","14","Chhattisgarh","Surguja","329.0","18.5","0.0","0.0","14.0","0.0","361.5"
"6","1992","14","Chhattisgarh","Surguja","309.7","11.4","0.0","0.0","18.3","0.0","339.4"
"6","1993","14","Chhattisgarh","Surguja","315.7","17.3","0.0","0.0","21.8","0.0","354.8"
"6","1994","14","Chhattisgarh","Surguja","305.0","23.0","0.0","0.0","18.2","0.0","346.2"
"6","1999","14","Chhattisgarh","Surguja","394.5","38.4","0.0","0.0","26.3","0.0","459.2"
"6","2008","14","Chhattisgarh","Surguja","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"6","2009","14","Chhattisgarh","Surguja","0.0","0.0","0.0","-1.0","0.0","-1.0","0.0"
"7","1966","6","Madhya Pradesh","Jabalpur","0.1","0.2","0.0","0.0","0.1","0.0","0.4"
"7","1967","6","Madhya Pradesh","Jabalpur","1.0","1.2","0.1","0.0","0.1","0.0","2.4"
"7","1968","6","Madhya Pradesh","Jabalpur","2.0","3.4","0.2","0.0","0.2","0.0","5.8"
"7","1969","6","Madhya Pradesh","Jabalpur","2.7","3.1","0.2","0.0","0.2","0.0","6.2"
"7","1970","6","Madhya Pradesh","Jabalpur","4.1","4.1","0.4","0.0","0.2","0.0","8.8"
"7","1971","6","Madhya Pradesh","Jabalpur","5.4","9.9","0.5","0.0","0.2","0.0","16.0"
"7","1972","6","Madhya Pradesh","Jabalpur","7.6","12.5","0.5","0.0","0.5","0.0","21.1"
"7","1973","6","Madhya Pradesh","Jabalpur","12.8","14.6","0.9","0.0","0.5","0.0","28.8"
"7","1974","6","Madhya Pradesh","Jabalpur","12.4","19.8","0.3","0.0","1.5","0.0","34.0"
"7","1975","6","Madhya Pradesh","Jabalpur","13.5","22.2","1.5","0.0","0.0","0.0","37.2"
"7","1976","6","Madhya Pradesh","Jabalpur","15.8","33.4","2.0","0.0","0.2","0.0","51.4"
"7","1977","6","Madhya Pradesh","Jabalpur","16.1","37.6","0.1","0.0","0.0","0.0","53.8"
"7","1978","6","Madhya Pradesh","Jabalpur","20.1","48.4","0.9","0.0","0.5","0.0","69.9"
"7","1979","6","Madhya Pradesh","Jabalpur","18.2","12.7","1.3","0.0","1.4","0.0","33.6"
"7","1980","6","Madhya Pradesh","Jabalpur","37.4","40.3","1.2","0.0","1.4","0.0","80.3"
"7","1981","6","Madhya Pradesh","Jabalpur","30.5","52.4","1.0","0.0","3.9","0.0","87.8"
"7","1982","6","Madhya Pradesh","Jabalpur","19.5","71.7","0.3","0.0","0.6","0.0","92.1"
"7","1983","6","Madhya Pradesh","Jabalpur","18.4","73.0","1.9","0.0","1.7","0.0","95.0"
"7","1984","6","Madhya Pradesh","Jabalpur","50.0","73.1","0.5","0.0","2.0","0.0","125.6"
"7","1985","6","Madhya Pradesh","Jabalpur","55.6","85.0","0.4","0.0","1.2","0.0","142.2"
"7","1986","6","Madhya Pradesh","Jabalpur","56.0","46.5","1.0","0.0","2.0","0.0","105.5"
"7","1987","6","Madhya Pradesh","Jabalpur","56.0","71.0","1.0","0.0","2.1","0.0","130.1"
"7","1988","6","Madhya Pradesh","Jabalpur","62.7","67.8","0.0","0.0","1.2","0.0","131.7"
"7","1989","6","Madhya Pradesh","Jabalpur","55.0","74.8","0.0","0.0","0.0","0.0","129.8"
"7","1990","6","Madhya Pradesh","Jabalpur","61.9","82.5","0.2","0.0","1.6","0.0","146.2"
"7","1991","6","Madhya Pradesh","Jabalpur","65.0","87.4","0.0","0.0","0.0","0.0","152.4"
"7","1992","6","Madhya Pradesh","Jabalpur","65.0","90.0","0.0","0.0","0.0","0.0","155.0"
"7","1993","6","Madhya Pradesh","Jabalpur","85.0","90.0","0.0","0.0","0.0","0.0","175.0"
"7","1994","6","Madhya Pradesh","Jabalpur","90.0","92.0","0.0","0.0","0.0","0.0","182.0"
"7","1998","6","Madhya Pradesh","Jabalpur","115.0","120.0","0.0","0.0","0.0","0.0","235.0"
"7","1999","6","Madhya Pradesh","Jabalpur","95.0","0.0","0.0","0.0","115.0","0.0","210.0"
"8","1966","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","1967","6","Madhya Pradesh","Balaghat","20.2","0.0","0.0","0.0","0.4","0.0","20.6"
"8","1968","6","Madhya Pradesh","Balaghat","10.1","0.4","0.0","0.0","0.5","0.0","11.0"
"8","1969","6","Madhya Pradesh","Balaghat","28.2","0.5","0.0","0.0","0.2","0.0","28.9"
"8","1970","6","Madhya Pradesh","Balaghat","29.4","0.4","0.0","0.0","0.0","0.0","29.8"
"8","1971","6","Madhya Pradesh","Balaghat","44.3","1.3","0.0","0.0","0.0","0.0","45.6"
"8","1972","6","Madhya Pradesh","Balaghat","47.9","2.9","0.0","0.0","0.0","0.0","50.8"
"8","1973","6","Madhya Pradesh","Balaghat","76.5","5.6","0.0","0.0","0.0","0.0","82.1"
"8","1974","6","Madhya Pradesh","Balaghat","68.5","10.8","0.0","0.0","0.0","0.0","79.3"
"8","1975","6","Madhya Pradesh","Balaghat","74.7","11.2","0.0","0.0","0.0","0.0","85.9"
"8","1976","6","Madhya Pradesh","Balaghat","74.9","12.9","0.0","0.0","0.0","0.0","87.8"
"8","1977","6","Madhya Pradesh","Balaghat","87.6","11.1","0.0","0.0","0.0","0.0","98.7"
"8","1978","6","Madhya Pradesh","Balaghat","40.8","12.5","0.0","0.0","0.2","0.0","53.5"
"8","1979","6","Madhya Pradesh","Balaghat","36.5","6.4","0.0","0.0","0.3","0.0","43.2"
"8","1980","6","Madhya Pradesh","Balaghat","40.7","13.2","0.0","0.0","0.3","0.0","54.2"
"8","1981","6","Madhya Pradesh","Balaghat","103.0","17.4","0.0","0.0","0.3","0.0","120.7"
"8","1982","6","Madhya Pradesh","Balaghat","108.0","16.8","0.0","0.0","0.1","0.0","124.9"
"8","1983","6","Madhya Pradesh","Balaghat","125.2","17.5","0.0","0.0","0.7","0.0","143.4"
"8","1984","6","Madhya Pradesh","Balaghat","121.6","14.0","0.0","0.0","0.8","0.0","136.4"
"8","1985","6","Madhya Pradesh","Balaghat","128.0","20.2","0.0","0.0","0.9","0.0","149.1"
"8","1986","6","Madhya Pradesh","Balaghat","129.0","15.0","0.0","0.0","1.0","0.0","145.0"
"8","1987","6","Madhya Pradesh","Balaghat","115.1","10.5","0.0","0.0","1.1","0.0","126.7"
"8","1988","6","Madhya Pradesh","Balaghat","142.6","18.5","0.7","0.0","0.7","0.0","162.5"
"8","1989","6","Madhya Pradesh","Balaghat","125.0","28.0","0.0","0.0","0.2","0.0","153.2"
"8","1990","6","Madhya Pradesh","Balaghat","161.5","16.2","0.0","0.0","0.9","0.0","178.6"
"8","1991","6","Madhya Pradesh","Balaghat","164.4","16.8","0.0","0.0","0.0","0.0","181.2"
"8","1992","6","Madhya Pradesh","Balaghat","164.9","16.8","0.0","0.0","0.0","0.0","181.7"
"8","1993","6","Madhya Pradesh","Balaghat","185.0","18.0","0.0","0.0","0.0","0.0","203.0"
"8","1994","6","Madhya Pradesh","Balaghat","195.0","19.0","0.0","0.0","0.0","0.0","214.0"
"8","1998","6","Madhya Pradesh","Balaghat","206.0","17.2","0.0","0.0","0.0","0.0","223.2"
"8","1999","6","Madhya Pradesh","Balaghat","210.0","0.07","0.0","0.0","12.0","0.0","222.07"
"9","1966","6","Madhya Pradesh","Chhindwara","0.0","0.1","0.0","0.0","1.4","0.0","1.5"
"9","1967","6","Madhya Pradesh","Chhindwara","0.0","0.5","1.3","0.0","1.3","0.0","3.1"
"9","1968","6","Madhya Pradesh","Chhindwara","0.0","3.2","1.8","0.0","1.3","0.0","6.3"
"9","1969","6","Madhya Pradesh","Chhindwara","0.0","3.0","5.8","0.0","1.9","0.0","10.7"
"9","1970","6","Madhya Pradesh","Chhindwara","0.2","4.0","3.3","0.0","1.7","0.0","9.2"
"9","1971","6","Madhya Pradesh","Chhindwara","0.2","7.2","4.2","0.0","1.9","0.0","13.5"
"9","1972","6","Madhya Pradesh","Chhindwara","0.2","9.6","4.5","0.0","0.8","0.0","15.1"
"9","1973","6","Madhya Pradesh","Chhindwara","1.1","15.2","5.1","0.0","1.3","0.0","22.7"
"9","1974","6","Madhya Pradesh","Chhindwara","1.8","18.5","7.1","0.0","0.9","0.0","28.3"
"9","1975","6","Madhya Pradesh","Chhindwara","2.9","20.7","8.6","0.0","1.1","0.0","33.3"
"9","1976","6","Madhya Pradesh","Chhindwara","3.2","23.3","8.0","0.0","0.6","0.0","35.1"
"9","1977","6","Madhya Pradesh","Chhindwara","0.0","17.8","0.0","0.0","0.0","0.0","17.8"
